SIGUN_NM,SIGUN_CD,STATION_NM_INFO,STATION_ID,STATION_MANAGE_NO,STATION_DIV_NM,JURISD_INST_NM,LOCPLC_LOC,ENG_STATION_NM_INFO,WGS84_LOGT,WGS84_LAT
여주시,41670,하림리입구,237000965,42738,노변정류장,경기도 여주시,,Harim-ri,127.6403167,37.3423
여주시,41670,당우리,237000964,42242,노변정류장,경기도 여주시,,Dangu-ri,127.6737,37.345
이천시,41500,총곡,230000835,32909,노변정류장,경기도 이천시,경기도 이천시 율면,Chonggok,127.5960667,37.0800167
포천시,41650,늘거리,236000776,40454,노변정류장,경기도 포천시,경기도 포천시 창수면,Neulgeori,127.2040833,38.0650167
포천시,41650,늘거리,236000775,40455,노변정류장,경기도 포천시,경기도 포천시 창수면,Neulgeori,127.20455,38.0650667
포천시,41650,비득재,236000767,40457,노변정류장,경기도 포천시,경기도 포천시 소흘읍,Bideukjae,127.16545,37.7890667
파주시,41480,천현초교,229000223,30595,노변정류장,경기도 파주시,경기도 파주시 법원읍,Chunhyun Elementary School,126.8786667,37.8484
파주시,41480,법원리우체국,229000222,30587,노변정류장,경기도 파주시,경기도 파주시 법원읍,Beobwon-ri Post Office ,126.8748,37.8490667
이천시,41500,제일제당,230000084,32029,노변정류장,경기도 이천시,경기도 이천시 마장면,CJ Cheiljedang,127.3666167,37.2305833
이천시,41500,덕평2리.성진아파트,230000083,32031,노변정류장,경기도 이천시,경기도 이천시 마장면,"Deokpyeong 2-ri, Sungjin Apartment ",127.3669,37.2326667
이천시,41500,덕평1리,230000082,32025,노변정류장,경기도 이천시,경기도 이천시 마장면,Deokpyeong 1-ri,127.36475,37.2369833
이천시,41500,오천리,230000080,32005,노변정류장,경기도 이천시,경기도 이천시 마장면,Ocheon-ri,127.3519,37.25395
이천시,41500,마장초등학교,230000078,32016,노변정류장,경기도 이천시,경기도 이천시 마장면,Majang Elementary School ,127.3600333,37.2467667
이천시,41500,이치3리,230000077,32027,노변정류장,경기도 이천시,경기도 이천시 마장면,Ichi 2-ri ,127.3658167,37.2463833
이천시,41500,표교초등학교,230000133,32052,노변정류장,경기도 이천시,경기도 이천시 마장면,Pyogyo Elementary School ,127.4039,37.2553
이천시,41500,표교2리,230000132,32046,노변정류장,경기도 이천시,경기도 이천시 마장면,Pyogyo 2-ri,127.3932667,37.25535
이천시,41500,표교2리롯데아울렛입구,230000131,32044,노변정류장,경기도 이천시,경기도 이천시 마장면,Pyogyo 2-ri Lotte Outlet Mall,127.3889,37.2534
이천시,41500,이치1리,230000130,32043,노변정류장,경기도 이천시,경기도 이천시 마장면,Ichi 1-ri ,127.3805833,37.2545833
이천시,41500,이치2리,230000129,32040,노변정류장,경기도 이천시,경기도 이천시 마장면,Ichi 2-ri ,127.3745667,37.2487167
용인시,41460,서천고등학교,228002064,29906,노변정류장,경기도 용인시,경기도 용인시 기흥구 농서동,Seocheon High School ,127.06885,37.2345
안산시,41270,나루터,217000572,18442,노변정류장,경기도 안산시,,Naruteo,126.6223167,37.2364833
시흥시,41390,영남6차아파트,224000864,25674,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Youngnam Apartment 6-cha,126.7369,37.3426167
시흥시,41390,청솔아파트,224000621,25656,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Chungsol Apartment ,126.7291667,37.3479167
시흥시,41390,홈플러스,224000620,25658,노변정류장,경기도 시흥시,,Home Plus,126.7256167,37.3443333
시흥시,41390,삼화정공,224000619,25716,노변정류장,경기도 시흥시,,Samhwa King,126.7232333,37.3418667
시흥시,41390,배곧호반2차,224000399,25660,노변정류장,경기도 시흥시,,Baegot Hoban Apartment 2-cha,126.7286333,37.37355
시흥시,41390,대흥중학교,224000940,25940,노변정류장,경기도 시흥시,경기도 시흥시 대야동,Daeheung Middle School ,126.7851167,37.4471167
시흥시,41390,능곡도서관,224000825,25814,노변정류장,경기도 시흥시,경기도 시흥시 능곡동,Neunggok Library ,126.8134667,37.3709667
시흥시,41390,대철철강,224000790,25788,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Daechul,126.7181833,37.31895
시흥시,41390,대흥중학교,224000939,25939,노변정류장,경기도 시흥시,경기도 시흥시 대야동,Daeheung Middle School ,126.7848833,37.4467333
시흥시,41390,중앙알칸,224000606,25661,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Joongang Alcan,126.7199667,37.3388667
시흥시,41390,배곧호반1차,224000785,25719,노변정류장,경기도 시흥시,,Baegot Hoban 1-cha,126.7283833,37.3737333
시흥시,41390,대원스틸,224000604,25659,노변정류장,경기도 시흥시,,Dongkuk Industries ,126.7228667,37.3417833
시흥시,41390,홈플러스,224000603,25657,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Home Plus,126.7253333,37.3444333
시흥시,41390,진로아파트,224000602,25655,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Jinro Apartment ,126.72855,37.3477167
수원시,41110,우편집중국,203000182,4188,노변정류장,경기도 수원시,경기도 수원시 영통구 영통동,Mail Center,127.0780833,37.2546
고양시,41280,백석역2번출구,219000572,20482,노변정류장,경기도 고양시,경기도 고양시 일산동구 백석동,Baekseok Station Exit 2,126.7876333,37.6425
파주시,41480,노을빛마을1.2단지,229000825,30664,노변정류장,경기도 파주시,,Noeulbit Maeul 1 & 2-danji,126.7090167,37.7273833
파주시,41480,성동사거리,229000760,30656,노변정류장,경기도 파주시,경기도 파주시 탄현면,Seongdong Sageori,126.6895,37.7848667
시흥시,41390,이마트,224000640,25779,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Emart,126.7353167,37.3457167
시흥시,41390,산업기술대,224000639,25701,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Korea Polytechnic University,126.7307833,37.3409833
시흥시,41390,제이엔피,224000637,25699,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,J&P,126.7246,37.3253
시흥시,41390,아폴로산업,224000636,25698,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Apollo ,126.7225,37.3231167
시흥시,41390,가경철강,224000635,25697,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Gagyeong Steel,126.7212,37.3218667
시흥시,41390,대철철강,224000634,25696,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Daechul,126.7182667,37.31875
안산시,41270,일원기계,224000812,25695,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Irwon Machine,126.72095,37.31675
안산시,41270,부성특수파이프,217000744,18571,노변정류장,경기도 안산시,경기도 안산시 단원구 성곡동,Buseong Special Pipe,126.73035,37.3133667
안산시,41270,창산정공,217000743,18570,노변정류장,경기도 안산시,경기도 안산시 단원구 성곡동,Hyunwoo Industry ,126.7319,37.315
안산시,41270,삼지금속맞은편,217000343,18477,노변정류장,경기도 안산시,경기도 안산시 단원구 성곡동,Samji Metal ,126.7286667,37.3180167
시흥시,41390,두성특장차,224001011,25687,,,,,126.7267167,37.3192667
시흥시,41390,국궁장앞,224000963,25303,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Archery Range,126.7092333,37.3514333
시흥시,41390,아폴로산업,224000632,25685,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Apollo ,126.7224167,37.3233167
평택시,41220,송북시장,214000490,15492,노변정류장,경기도 평택시,경기도 평택시 지산동,Songbuk Market,127.0560667,37.0814167
광명시,41210,KTX광명역6번출구,213000231,14220,노변정류장,경기도 광명시,경기도 광명시 일직동,Gwangmyeong KTX Station,126.8858333,37.4165
광명시,41210,호봉골,213000230,14182,노변정류장,경기도 광명시,경기도 광명시 일직동,Hobonggol,126.88005,37.4183833
광명시,41210,충현중학교.광휘고등학교.오리서원,213000228,14193,노변정류장,경기도 광명시,경기도 광명시 소하동,"Chunghyun Middle School, Kwanghwi High School, Oriseowon",126.8811333,37.4299667
광명시,41210,소하2동주민센터.광명동굴길입구,213000227,14171,노변정류장,경기도 광명시,경기도 광명시 소하동,"Soha 2-dong Community Center, Gwangmyeong Donggul-gil  ",126.8795,37.4339
광명시,41210,설월리마을.금강정사,213000226,14166,노변정류장,경기도 광명시,경기도 광명시 소하동,"Seorwol-ri Maeul, Geumgangjeongsa",126.8789333,37.4399
광명시,41210,소하성당,213000225,14176,노변정류장,경기도 광명시,경기도 광명시 소하동,Soha Catholic Church ,126.87955,37.4414167
광명시,41210,갑종주유소,213000224,14184,노변정류장,경기도 광명시,경기도 광명시 소하동,Gapjong Gas Station,126.8803167,37.44415
광명시,41210,수자원공사광명가압장,213000223,14191,노변정류장,경기도 광명시,경기도 광명시 소하동,K-Water Gwangmyeong Booster Staion,126.8811167,37.4465333
광명시,41210,옥길동차고지,213000385,14203,노변정류장,경기도 광명시,경기도 광명시 옥길동,Okgil-dong Garage,126.84185,37.4619667
광명시,41210,구름산.광명시보건소,213000221,14167,노변정류장,경기도 광명시,경기도 광명시 하안동,"Gureumsan, Gwangmyeong Public Health Center",126.8792833,37.45725
광명시,41210,하안소방파출소,213000220,14164,노변정류장,경기도 광명시,경기도 광명시 하안동,Haan Fire & Police Box,126.8778833,37.4613333
광명시,41210,광명농협,213000219,14201,노변정류장,경기도 광명시,경기도 광명시 하안동,Gwangmyeong Nonghyup,126.88165,37.4633833
광명시,41210,철산초등학교.두산위브트레지움,213000317,14300,노변정류장,경기도 광명시,경기도 광명시 철산동,Cheolsan Elementary School ,126.8736833,37.4696667
광명시,41210,KTX광명역7번출구,213000216,14219,노변정류장,경기도 광명시,경기도 광명시 일직동,Gwangmyeong KTX Station,126.8854833,37.4157667
광명시,41210,벌말,213000215,14053,노변정류장,경기도 광명시,경기도 광명시 가학동,Beolmal,126.8533167,37.4078667
광명시,41210,원가학,213000214,14039,노변정류장,경기도 광명시,경기도 광명시 가학동,Wongahak,126.8494667,37.4177667
광명시,41210,동창골,213000212,14029,노변정류장,경기도 광명시,경기도 광명시 노온사동,Dongchanggol,126.8472,37.4325667
광명시,41210,사들,213000211,14022,노변정류장,경기도 광명시,경기도 광명시 노온사동,Sadeul,126.8462833,37.4355833
광명시,41210,원노온사,213000209,14019,노변정류장,경기도 광명시,경기도 광명시 노온사동,Wonnoonsa,126.8458667,37.4489167
광명시,41210,가락골,213000208,14013,노변정류장,경기도 광명시,경기도 광명시 노온사동,Garakgol,126.8449833,37.45215
광명시,41210,원광명,213000207,14023,노변정류장,경기도 광명시,경기도 광명시 광명동,Wongwangmyeong,126.84625,37.4627833
광명시,41210,광남사거리.광명교육청,213000206,14031,노변정류장,경기도 광명시,경기도 광명시 광명동,"Gwangnam Sageori, Gwangmyeong District Office of Education ",126.8484167,37.46875
광명시,41210,명문고등학교,213000205,14043,노변정류장,경기도 광명시,경기도 광명시 광명동,Moungmoon High School ,126.8509667,37.4719667
성남시,41130,오리초등학교,206000174,7107,노변정류장,경기도 성남시,경기도 성남시 수정구 구미동,Ori Elementary School,127.1158833,37.3449
성남시,41130,하얀마을.그랜드빌.벽산빌라,206000173,7104,노변정류장,경기도 성남시,경기도 성남시 수정구 구미동,"Hayan Maeul, Grandville, Byuksan Villa",127.1158833,37.34275
성남시,41130,낙생농협.오리역,206000170,7062,노변정류장,경기도 성남시,경기도 성남시 수정구 구미동,"Naksaeng Nonghyup, Ori Station ",127.1097667,37.33825
성남시,41130,예비군훈련장,206000168,7296,노변정류장,경기도 성남시,경기도 성남시 수정구 야탑동,Reverse Force Training Site,127.15625,37.4050667
성남시,41130,대원빌라,206000165,7287,노변정류장,경기도 성남시,경기도 성남시 수정구 야탑동,Daewon Villa,127.1479333,37.4066
성남시,41130,야탑역.종합버스터미널(전면),206000157,7201,노변정류장,경기도 성남시,,"Yatap Station, Bus Terminal ",127.1284667,37.4116667
성남시,41130,탑마을주공8단지,206000155,7234,노변정류장,경기도 성남시,경기도 성남시 수정구 야탑동,Tap Maeul Jugong Apartment 8-danji,127.1354167,37.4095
성남시,41130,주공아파트,206000153,7255,노변정류장,경기도 성남시,경기도 성남시 수정구 야탑동,Jugong Apartment ,127.14035,37.4089
성남시,41130,성남세관.고령친화체험관,206000152,7267,노변정류장,경기도 성남시,경기도 성남시 수정구 야탑동,"Seongnam District Tax Office, ",127.1424,37.40815
성남시,41130,운중농원,206000149,7001,노변정류장,경기도 성남시,경기도 성남시 수정구 운중동,Unjung Farm,127.0473167,37.39195
성남시,41130,장미마을,206000148,7208,노변정류장,경기도 성남시,경기도 성남시 수정구 야탑동,Jangmi Maeul ,127.1302833,37.4137167
남양주시,41360,예봉초등학교,222001716,23824,노변정류장,경기도 남양주시,,Yebong Elementary School ,127.2222,37.5923833
남양주시,41360,쑥고개,222001633,23823,노변정류장,경기도 남양주시,경기도 남양주시 금곡동,Ssukgogae,127.2073167,37.6404333
양주시,41630,남방동.남방2통,235000278,39416,노변정류장,경기도 양주시,경기도 양주시 남방동,"Nambang-dong, Nambang 2-tong",127.0365833,37.7685833
양주시,41630,양주향교.양주별산대놀이전수회관,235000236,39409,노변정류장,경기도 양주시,경기도 양주시 유양동,"Yangjuhyang-gyo Bridge, Yangju byeolsandaenori Training Center",127.0327167,37.784
양주시,41630,유양초등학교,235000235,39406,노변정류장,경기도 양주시,경기도 양주시 유양동,Youyang Elementary School,127.0282667,37.7847667
양주시,41630,불곡산입구.유양1동,235000234,39397,노변정류장,경기도 양주시,경기도 양주시 유양동,"Bulgoksan, Yuyang 1-dong",127.0241167,37.7862167
양주시,41630,유양공단사무실,235000232,39379,노변정류장,경기도 양주시,경기도 양주시 유양동,Yuyang Industrial Complex Office,127.0153667,37.7915
양주시,41630,오산삼거리,235000231,39375,노변정류장,경기도 양주시,경기도 양주시 유양동,Osan Samgeori,127.0123167,37.79215
양주시,41630,26사단사령부,235000434,39351,노변정류장,경기도 양주시,경기도 양주시 백석읍,26th Division Command,127.00255,37.8047833
양주시,41630,능안말,235000432,39310,노변정류장,경기도 양주시,경기도 양주시 광적면,Neunganmal ,126.9931167,37.8105333
양주시,41630,가래비주유소,235000376,39264,노변정류장,경기도 양주시,경기도 양주시 광적면,Garaebi Gas Station,126.9880333,37.8220667
양주시,41630,석우리,235000149,39183,노변정류장,경기도 양주시,경기도 양주시 광적면,Seogu-ri,126.9762167,37.8349333
양주시,41630,섬말,235000148,39160,노변정류장,경기도 양주시,경기도 양주시 광적면,Seommal ,126.9728167,37.8362833
양주시,41630,쌍용관사,235000299,39286,노변정류장,경기도 양주시,경기도 양주시 장흥면,Ssangyong Official Residence,126.98995,37.7245
양주시,41630,원각사입구,235000298,39254,노변정류장,경기도 양주시,경기도 양주시 장흥면,Wongaksa,126.9856667,37.7213667
양주시,41630,북한산국립공원송추계곡.느티나무,235000296,39173,노변정류장,경기도 양주시,경기도 양주시 장흥면,"Bukhansan National Park, Songchu Valley, Neutinamu",126.9753667,37.7189167
양주시,41630,우남아파트,235000326,39177,노변정류장,경기도 양주시,경기도 양주시 장흥면,Woonam Apartment,126.9757167,37.7216167
양주시,41630,장냇말앞,235000324,39191,노변정류장,경기도 양주시,경기도 양주시 장흥면,Jangnaetmal,126.9768167,37.7258167
양주시,41630,우리은행.덕계고등학교,235000166,39463,노변정류장,경기도 양주시,경기도 양주시 덕계동,"Woori Bank, Deokgye High School ",127.0496333,37.8227333
양주시,41630,벌말,235000163,39475,노변정류장,경기도 양주시,경기도 양주시 회정동,Beolmal,127.05385,37.8310167
양주시,41630,탑동,235000481,39487,노변정류장,경기도 양주시,경기도 양주시 회정동,Tapdong,127.0555833,37.8384167
양주시,41630,덕정사거리,235000132,39472,노변정류장,경기도 양주시,경기도 양주시 회정동,Deokjeong Sageori,127.0534333,37.8466833
양주시,41630,용암1리,235000129,39422,노변정류장,경기도 양주시,경기도 양주시 은현면,Yongam 1-ri ,127.0384,37.8512167
연천군,41800,세집레입구,238000416,43252,노변정류장,경기도 연천군,경기도 연천군 연천읍,Sejipre,127.0745667,38.07055
파주시,41480,능말,229000214,30533,노변정류장,경기도 파주시,경기도 파주시 법원읍,Neungmal ,126.8433167,37.8572833
파주시,41480,설마리,229000040,31372,노변정류장,경기도 파주시,,Seolma-ri,126.9497167,37.9242167
파주시,41480,범륜사,229000039,31367,노변정류장,경기도 파주시,경기도 파주시 적성면,Beomnyunsa,126.9461667,37.93685
파주시,41480,갈곡리부대,229000229,30636,노변정류장,경기도 파주시,경기도 파주시 법원읍,Galgok-ri ,126.9223,37.8492833
파주시,41480,갈곡리성당,229000228,30635,노변정류장,경기도 파주시,경기도 파주시 법원읍,Galgok-ri Catholic Church ,126.9146333,37.8473333
파주시,41480,갈곡리중간말,229000227,30631,노변정류장,경기도 파주시,경기도 파주시 법원읍,Galgok-ri Jungganmal ,126.90515,37.8501167
수원시,41110,용머리앞,200000012,1159,노변정류장,경기도 수원시,경기도 수원시 장안구 상광교동,Yongmeori,127.01545,37.3213
가평군,41820,청평중학교,239000209,44082,노변정류장,경기도 가평군,경기도 가평군 청평면,Chungpyung Middle School,127.4239833,37.7421667
가평군,41820,청평산장호텔,239000207,44080,노변정류장,경기도 가평군,경기도 가평군 청평면,Cheongpyeong Sanjang Hotel ,127.4217333,37.7491167
의정부시,41150,의정부시청.세무서,207000223,8044,노변정류장,경기도 의정부시,경기도 의정부시 의정부동,"Uijeongbu City Hall, District Tax Office",127.03505,37.7392833
양주시,41630,구덕정성당,235000070,39492,노변정류장,경기도 양주시,경기도 양주시 회정동,Gudeokjeong Catholic Church ,127.0565833,37.8329833
양주시,41630,구덕정성당,235000069,39493,노변정류장,경기도 양주시,경기도 양주시 회정동,Gudeokjeong Catholic Church ,127.0569667,37.8328333
양주시,41630,덕정아파트5단지.예스병원,235000067,39534,노변정류장,경기도 양주시,경기도 양주시 덕정동,"Deokjeong Apartment 5-danji, Yes Hospital ",127.0646833,37.8372667
양주시,41630,섬말,235000138,39156,노변정류장,경기도 양주시,경기도 양주시 광적면,Seommal,126.9727,37.8361667
양주시,41630,희망아파트,235000135,39237,노변정류장,경기도 양주시,경기도 양주시 광적면,Huimang Apartment ,126.9805667,37.82645
양주시,41630,가납사거리,235000379,39260,노변정류장,경기도 양주시,경기도 양주시 광적면,Ganap Sageori,126.9863833,37.8203833
양주시,41630,양주테크노시티,235000429,39261,노변정류장,경기도 양주시,경기도 양주시 광적면,Yangju Techno City,126.9869,37.8171
양주시,41630,진웅산업,235000428,39282,노변정류장,경기도 양주시,경기도 양주시 광적면,"Jinwoong Industrial Co., Inc.",126.9894667,37.8135
양주시,41630,방성5리,235000426,39330,노변정류장,경기도 양주시,경기도 양주시 백석읍,Bangseong 5-ri,126.99765,37.8077667
양주시,41630,고릉말,235000424,39357,노변정류장,경기도 양주시,경기도 양주시 백석읍,Goreungmal ,127.0051667,37.8007167
양주시,41630,무태안.대교아파트,235000229,39367,노변정류장,경기도 양주시,경기도 양주시 백석읍,"Motaean, Daegyo Apartment ",127.0090167,37.7958
양주시,41630,유양공단사무실,235000227,39383,노변정류장,경기도 양주시,경기도 양주시 유양동,Yuyang Industrial Complex Office,127.0164333,37.79075
양주시,41630,유양초등학교,235000224,39404,노변정류장,경기도 양주시,경기도 양주시 유양동,Youyang Elementary School,127.02805,37.7846667
양주시,41630,양주향교.양주별산대놀이전수회관,235000223,39411,노변정류장,경기도 양주시,경기도 양주시 유양동,"Yangjuhyang-gyo Bridge, Yangju byeolsandaenori Training Center",127.03365,37.7838833
양주시,41630,옥정교차로,235001211,53839,노변정류장,경기도 양주시,경기도 양주시 율정동,Okjeong Junction ,127.1025333,37.8169333
양주시,41630,삼숭1교차로,235001210,53838,노변정류장,경기도 양주시,경기도 양주시 삼숭동,Samsung 1 Junction ,127.1040667,37.8125833
부천시,41190,원미풍림아파트,210000151,11332,노변정류장,경기도 부천시,,Wonmi Poonglim Apartment ,126.7903,37.49045
부천시,41190,소명여중고입구,210000150,11323,노변정류장,경기도 부천시,,Somyong Girls' Midle & High School ,126.7897167,37.4881667
부천시,41190,꿈마을.연화마을,210000148,11257,노변정류장,경기도 부천시,,"Kkum Maeul, Yeonhwa Maeul ",126.78005,37.49845
부천시,41190,진달래마을.효성아파트,210000144,11096,노변정류장,경기도 부천시,,"Jindalrae Maeul, Hyosung Apartment ",126.7580167,37.50885
부천시,41190,꿈마을.연화마을,210000141,11258,노변정류장,경기도 부천시,,"Kkum Maeul, Yeonhwa Maeul ",126.7798,37.4981667
부천시,41190,축협원미지점,210000138,11337,노변정류장,경기도 부천시,,Wonmi National Livestock Cooperative Federation,126.7913833,37.4941333
부천시,41190,조마루삼거리,210000136,11340,노변정류장,경기도 부천시,,Jomaru Samgeori ,126.7919833,37.4965333
부천시,41190,춘의아파트,210000135,11344,노변정류장,경기도 부천시,,Chunui Apartment ,126.7935833,37.5009
부천시,41190,심곡천종점.부천보건소,210000132,11282,노변정류장,경기도 부천시,,Bucheon Public Health Center ,126.7819667,37.4927667
부천시,41190,부곡중학교,210000130,11211,노변정류장,경기도 부천시,,Bugok Middle School ,126.7730833,37.4951833
부천시,41190,계남고교,210000129,11192,노변정류장,경기도 부천시,,Gyenam High School ,126.7701333,37.4955833
부천시,41190,루미아트,210000572,11558,노변정류장,경기도 부천시,,Rumi Art,126.7777167,37.4962
부천시,41190,부천시청.중앙공원,210000125,11158,노변정류장,경기도 부천시,,"Bucheon City Hall, Central Park",126.76645,37.5017167
부천시,41190,진달래대우.라일락신성아파트,210000123,11072,노변정류장,경기도 부천시,,"Jindaellae Daewoo, Lilac Sinsung Apartment ",126.75425,37.5105167
부천시,41190,상2동행정복지센터,210000121,11069,노변정류장,경기도 부천시,,Sang 2-dong Community Service Center,126.7541833,37.5002167
부천시,41190,부천시청.중앙공원,210000120,11154,노변정류장,경기도 부천시,,"Bucheon City Hall, Central Park",126.7658667,37.5013667
부천시,41190,한양아파트,210000119,11215,노변정류장,경기도 부천시,,Hanyang Apartment,126.7749,37.4995667
부천시,41190,그린타운.미리내마을,210000117,11195,노변정류장,경기도 부천시,,"Green Town, Mirinae Maeul ",126.7698667,37.4983667
부천시,41190,부천소방서,210000114,11244,노변정류장,경기도 부천시,,Bucheon Fire Station ,126.7774667,37.4943667
부천시,41190,꿈마을,210000108,11271,노변정류장,경기도 부천시,,Kkum Maeul,126.7806667,37.5014333
부천시,41190,신중동역5번출구.중흥중학교,210000105,11228,노변정류장,경기도 부천시,,"Sinjungdong Station Exit 5, Jungheung Middle School ",126.7753833,37.5052667
부천시,41190,신중동역3번출구.원미경찰서.롯데백화점,210000453,11238,노변정류장,경기도 부천시,,"Sinjungdong Station Exit 3, Wonmi Police Station, Lotte Department Store",126.7763667,37.50155
부천시,41190,팰리스카운티.부천서초교입구,210000099,11163,노변정류장,경기도 부천시,,"Palace County, Bucheonseo Elementary School",126.7670333,37.48835
부천시,41190,소사동주민센터.부천성모병원후문입구,210000098,11353,노변정류장,경기도 부천시,,Sosa-dong Community Center,126.79435,37.4853333
부천시,41190,원미두산아파트후문,210000092,11361,노변정류장,경기도 부천시,,Wonmi Doosan Apartment Back Gate,126.7954167,37.4950833
부천시,41190,풍림아파트.산림욕장삼거리,210000091,11358,노변정류장,경기도 부천시,,"Poonglim Apartment,",126.7948,37.4925333
부천시,41190,소사역,210000388,11360,노변정류장,경기도 부천시,,Sosa Station ,126.7949,37.4827
부천시,41190,복사골문화센터,210000086,11066,노변정류장,경기도 부천시,,Boksagol Cultural Center,126.75395,37.4942333
부천시,41190,부인중학교,210000084,11035,노변정류장,경기도 부천시,,Buin Middle School,126.7500667,37.4915
부천시,41190,법원.검찰청,210000082,11087,노변정류장,경기도 부천시,,"Court, Public Prosecutor's Office",126.7562333,37.4912167
부천시,41190,중앙그린빌아파트,210000543,11520,노변정류장,경기도 부천시,,Jungang Greenville Apartment ,126.7940833,37.50215
부천시,41190,자동차매매단지,210000245,11021,노변정류장,경기도 부천시,,Auto Trading Center,126.7473667,37.48905
부천시,41190,상동고,210000244,11010,노변정류장,경기도 부천시,,Sangdong High School ,126.7444,37.4909167
부천시,41190,병원앞,210000242,11011,노변정류장,경기도 부천시,,Hospital,126.7446,37.4966667
부천시,41190,신중동역1번출구.꿈마을.삼환아파트,210000241,11255,노변정류장,경기도 부천시,,"Sinjungdong Station Exit 1, Ggum Maeul, Samhwan Apartment ",126.7794,37.5023667
안양시,41170,한마음병원,208000043,9133,노변정류장,경기도 안양시,경기도 안양시 만안구 안양동,Hanmaeum Hospital ,126.9179167,37.4155833
수원시,41110,천천푸르지오상가,200000299,1277,노변정류장,경기도 수원시,경기도 수원시 장안구 천천동,Cheoncheon Prugio Apartment ,126.9807833,37.2944667
수원시,41110,송원초등학교.유당마을,200000307,1090,노변정류장,경기도 수원시,경기도 수원시 장안구 조원동,"Songwon Elementary School, Yudang Maeul",127.0115,37.3074
수원시,41110,STX칸아파트.현대힐스테이트204동앞,200000328,1302,노변정류장,경기도 수원시,,"STX Kan Apartment, Hyundai Hillstsate Apartment 204",126.9836833,37.314
수원시,41110,조원뉴타운,200000047,1170,노변정류장,경기도 수원시,경기도 수원시 장안구 조원동,Jowon New Town ,127.0179667,37.3044167
의왕시,41430,의왕고등학교,226000137,27024,노변정류장,경기도 의왕시,경기도 의왕시 삼동,Uiwang High School,126.95725,37.3219
시흥시,41390,오비클,224000691,25077,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Obicle,126.7221,37.3278
시흥시,41390,보원전자,224000687,25112,노변정류장,경기도 시흥시,경기도 시흥시 정왕동,Bowon Electronics  ,126.7287333,37.3237167
시흥시,41390,제이엔피,224000688,25089,노변정류장,경기도 시흥시,,J&P,126.7245333,37.3265167
포천시,41650,참나무쟁이길,236001183,40638,노변정류장,경기도 포천시,경기도 포천시 내촌면,Chamnamujaengi-gil ,127.2059,37.7810833
포천시,41650,내촌휴계소,236000914,41418,노변정류장,경기도 포천시,경기도 포천시 내촌면,Naechon Rest Area,127.25285,37.8080167
포천시,41650,소학1리사기막,236000595,41392,노변정류장,경기도 포천시,경기도 포천시 내촌면,Sohak 1-ri Sagimak,127.2440167,37.8029833
포천시,41650,베어스타운,236000594,41381,노변정류장,경기도 포천시,경기도 포천시 내촌면,Bears Town,127.2404833,37.7965833
포천시,41650,음현4리은고개,236000569,41342,노변정류장,경기도 포천시,경기도 포천시 내촌면,Emhyeon 4-ri Eun-gogae,127.2271,37.7751167
포천시,41650,음현3리,236000566,41304,노변정류장,경기도 포천시,경기도 포천시 내촌면,Eumhyeon 3-ri,127.2216167,37.7596833
포천시,41650,경복대입구,236000785,41323,노변정류장,경기도 포천시,경기도 포천시 신북면,Kyungbok University,127.2249167,37.9451167
포천시,41650,가채2리.승방동,236000300,41261,노변정류장,경기도 포천시,,"Gachae 2-ri, Seungbang-dong",127.2138,37.914
양주시,41630,일영유원지,235000334,39022,노변정류장,경기도 양주시,경기도 양주시 장흥면,Iryeong Park ,126.9308,37.6980333
양주시,41630,장흥교회,235000332,39027,노변정류장,경기도 양주시,경기도 양주시 장흥면,Jangheung Church ,126.9329833,37.7066833
양주시,41630,샘말,235000331,39029,노변정류장,경기도 양주시,경기도 양주시 장흥면,Saemmal,126.93425,37.7103
양주시,41630,플러스편의점,235001218,53765,노변정류장,경기도 양주시,경기도 양주시 장흥면,Plus Convenience Store ,126.9687333,37.7515833
양주시,41630,송추검문소,235000284,39147,노변정류장,경기도 양주시,경기도 양주시 장흥면,Songchu Check Point,126.9714,37.7155
양주시,41630,부곡도방앞,235000293,39053,노변정류장,경기도 양주시,경기도 양주시 장흥면,Bugokdobang,126.95295,37.7155833
양주시,41630,송암천문대입구,235001105,53797,노변정류장,경기도 양주시,경기도 양주시 장흥면,Songam Space Center,126.94885,37.7303167
양주시,41630,샘말,235000349,39030,노변정류장,경기도 양주시,경기도 양주시 장흥면,Saemmal ,126.93405,37.71075
