연번,위도,경도,보호구역아이디,시도명,시군구명,대상시설명,관할경찰서명,데이터기준일자,이미지명,비고
"365",37.3878260000,127.1093670000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-06.jpeg,""
"366",37.3878240000,127.1088080000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-07.jpeg,""
"367",37.3878270000,127.1086670000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-08.jpeg,""
"368",37.3880740000,127.1093360000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-09.jpeg,""
"369",37.3880730000,127.1104410000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-10.jpeg,""
"370",37.3880720000,127.1108460000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-11.jpeg,""
"371",37.3880740000,127.1113320000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-12.jpeg,""
"372",37.3880730000,127.1122160000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-13.jpeg,""
"373",37.3882110000,127.1127130000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-14.jpeg,""
"374",37.3881330000,127.1131670000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-15.jpeg,""
"375",37.3877370000,127.1132260000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-16.jpeg,""
"376",37.3860860000,127.1125810000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-17.jpeg,""
"377",37.3872870000,127.1126460000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-18.jpeg,""
"378",37.3878190000,127.1125170000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-19.jpeg,""
"379",37.3878260000,127.1119880000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-20.jpeg,""
"380",37.3876420000,127.1114020000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-21.jpeg,""
"381",37.3873670000,127.1114010000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-22.jpeg,""
"382",37.3868420000,127.1113980000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-23.jpeg,""
"383",37.3864430000,127.1114030000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-A-24.jpeg,""
"384",37.3911030000,127.1169570000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-01.jpeg,""
"385",37.3911660000,127.1166670000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-02.jpeg,""
"386",37.3902110000,127.1169530000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-03.jpeg,""
"387",37.3897560000,127.1169330000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-04.jpeg,""
"388",37.3898030000,127.1167980000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-05.jpeg,""
"389",37.3891410000,127.1167140000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-06.jpeg,""
"390",37.3887830000,127.1162870000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-07.jpeg,""
"391",37.3886060000,127.1162730000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-08.jpeg,""
"392",37.3879670000,127.1151430000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-09.jpeg,""
"393",37.3878820000,127.1147810000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-10.jpeg,""
"394",37.3880960000,127.1146550000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-11.jpeg,""
"395",37.3881830000,127.1150190000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-12.jpeg,""
"396",37.3882840000,127.1152990000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-13.jpeg,""
"397",37.3886780000,127.1159680000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-14.jpeg,""
"398",37.3892140000,127.1164290000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-15.jpeg,""
"399",37.3896820000,127.1166250000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-16.jpeg,""
"400",37.3901960000,127.1166650000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-17.jpeg,""
"401",37.3880720000,127.1140620000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-18.jpeg,""
"402",37.3880840000,127.1132210000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-19.jpeg,""
"403",37.3880660000,127.1133560000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-20.jpeg,""
"404",37.3878110000,127.1132790000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-21.jpeg,""
"405",37.3879150000,127.1137790000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-22.jpeg,""
"406",37.3878330000,127.1140130000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-A-23.jpeg,""
"407",37.4602530000,127.1699340000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-A-01.jpeg,""
"408",37.4600680000,127.1698210000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-A-02.jpeg,""
"409",37.4355930000,127.1398930000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-01.jpeg,""
"410",37.4357080000,127.1401140000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-02.jpeg,""
"411",37.4361450000,127.1412980000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-03.jpeg,""
"412",37.4364030000,127.1417760000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-04.jpeg,""
"413",37.4365440000,127.1416150000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-05.jpeg,""
"414",37.4367010000,127.1423030000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-06.jpeg,""
"415",37.4368490000,127.1421650000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-07.jpeg,""
"416",37.4363820000,127.1430390000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-08.jpeg,""
"417",37.4357240000,127.1428680000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-A-09.jpeg,""
"418",37.4416250000,127.1612750000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-01.jpeg,""
"419",37.4419230000,127.1610970000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-02.jpeg,""
"420",37.4419990000,127.1610490000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-03.jpeg,""
"421",37.4421570000,127.1609480000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-04.jpeg,""
"422",37.4423170000,127.1608580000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-05.jpeg,""
"423",37.4425520000,127.1607120000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-06.jpeg,""
"424",37.4426660000,127.1604630000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-07.jpeg,""
"425",37.4425810000,127.1602280000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-08.jpeg,""
"426",37.4424980000,127.1600270000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-09.jpeg,""
"427",37.4420110000,127.1607410000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-10.jpeg,""
"428",37.4419530000,127.1605780000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-11.jpeg,""
"429",37.4419020000,127.1604280000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-12.jpeg,""
"430",37.4417880000,127.1601210000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-13.jpeg,""
"431",37.4415210000,127.1598840000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-14.jpeg,""
"432",37.4406460000,127.1598470000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-15.jpeg,""
"433",37.4415170000,127.1597830000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-16.jpeg,""
"434",37.4418410000,127.1598850000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-17.jpeg,""
"435",37.4420730000,127.1595440000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-18.jpeg,""
"436",37.4421070000,127.1597530000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-19.jpeg,""
"437",37.4422310000,127.1594410000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-20.jpeg,""
"438",37.4423120000,127.1596180000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-21.jpeg,""
"439",37.4426150000,127.1590990000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-A-22.jpeg,""
"440",37.4364670000,127.1546490000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-01.jpeg,""
"441",37.4364710000,127.1549990000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-02.jpeg,""
"442",37.4364610000,127.1554570000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-03.jpeg,""
"443",37.4364520000,127.1556490000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-04.jpeg,""
"444",37.4364520000,127.1558020000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-05.jpeg,""
"445",37.4364470000,127.1561120000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-06.jpeg,""
"446",37.4364290000,127.1561740000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-07.jpeg,""
"447",37.4364370000,127.1563840000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-08.jpeg,""
"448",37.4364370000,127.1564290000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-09.jpeg,""
"449",37.4364780000,127.1564410000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-10.jpeg,""
"450",37.4366440000,127.1564460000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-11.jpeg,""
"451",37.4369990000,127.1564410000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-12.jpeg,""
"452",37.4372750000,127.1564530000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-13.jpeg,""
"453",37.4372960000,127.1562860000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-14.jpeg,""
"454",37.4372960000,127.1560990000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-15.jpeg,""
"455",37.4372980000,127.1558540000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-16.jpeg,""
"456",37.4373080000,127.1553970000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-17.jpeg,""
"457",37.4373080000,127.1553090000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-18.jpeg,""
"458",37.4373080000,127.1552360000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-19.jpeg,""
"459",37.4373130000,127.1550990000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-20.jpeg,""
"460",37.4373110000,127.1549840000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-21.jpeg,""
"461",37.4373130000,127.1547980000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-22.jpeg,""
"462",37.4373210000,127.1545610000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-A-23.jpeg,""
"463",37.4388110000,127.1648690000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-01.jpeg,""
"464",37.4389310000,127.1646990000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-02.jpeg,""
"465",37.4391410000,127.1643980000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-03.jpeg,""
"466",37.4393620000,127.1640790000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-04.jpeg,""
"467",37.4386310000,127.1629530000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-05.jpeg,""
"468",37.4382820000,127.1634440000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-06.jpeg,""
"469",37.4380020000,127.1638250000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-A-07.jpeg,""
"470",37.4310630000,127.1511310000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-01.jpeg,""
"471",37.4312310000,127.1510710000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-02.jpeg,""
"472",37.4313650000,127.1510210000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-03.jpeg,""
"473",37.4318130000,127.1508460000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-04.jpeg,""
"474",37.4314820000,127.1512150000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-05.jpeg,""
"475",37.4312290000,127.1512990000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-06.jpeg,""
"476",37.4312880000,127.1512770000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-07.jpeg,""
"477",37.4311750000,127.1513220000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-08.jpeg,""
"478",37.4308510000,127.1514460000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-09.jpeg,""
"479",37.4305990000,127.1515410000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-10.jpeg,""
"480",37.4305280000,127.1515690000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-11.jpeg,""
"481",37.4304380000,127.1515970000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-A-12.jpeg,""
"482",37.4368010000,127.1470210000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-01.jpeg,""
"483",37.4367760000,127.1471020000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-02.jpeg,""
"484",37.4369110000,127.1474070000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-03.jpeg,""
"485",37.4372840000,127.1481210000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-04.jpeg,""
"486",37.4372340000,127.1481370000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-05.jpeg,""
"487",37.4375130000,127.1486580000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-06.jpeg,""
"488",37.4372990000,127.1487580000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-07.jpeg,""
"489",37.4368430000,127.1490620000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-08.jpeg,""
"490",37.4370010000,127.1490630000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-09.jpeg,""
"491",37.4368930000,127.1491320000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-10.jpeg,""
"492",37.4360520000,127.1496280000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-11.jpeg,""
"493",37.4359730000,127.1497880000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-12.jpeg,""
"494",37.4361490000,127.1496660000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-13.jpeg,""
"495",37.4365270000,127.1493890000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-14.jpeg,""
"496",37.4365010000,127.1493020000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-15.jpeg,""
"497",37.4373310000,127.1488370000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-16.jpeg,""
"498",37.4375690000,127.1488970000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-17.jpeg,""
"499",37.4376210000,127.1492670000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-18.jpeg,""
"500",37.4378020000,127.1497390000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-19.jpeg,""
"501",37.4379270000,127.1502170000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-20.jpeg,""
"502",37.4380930000,127.1504910000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-21.jpeg,""
"503",37.4383660000,127.1508760000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-22.jpeg,""
"504",37.4384730000,127.1510370000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-23.jpeg,""
"505",37.4386670000,127.1511930000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-24.jpeg,""
"506",37.4386850000,127.1513120000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-25.jpeg,""
"507",37.4394110000,127.1506880000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-26.jpeg,""
"821",37.3830070000,127.1264940000,성남-01-046,경기도,성남시 분당구,서현초등학교,분당경찰서,"2022-08-22",성남-01-046-A-08.jpeg,""
"508",37.4395440000,127.1505910000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-27.jpeg,""
"509",37.4393870000,127.1505310000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-28.jpeg,""
"510",37.4395910000,127.1503670000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-29.jpeg,""
"511",37.4399050000,127.1503410000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-30.jpeg,""
"512",37.4401510000,127.1498990000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-31.jpeg,""
"513",37.4402410000,127.1500950000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-32.jpeg,""
"514",37.4409180000,127.1511310000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-33.jpeg,""
"515",37.4415350000,127.1525080000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-34.jpeg,""
"516",37.4417690000,127.1525890000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-35.jpeg,""
"517",37.4397860000,127.1483650000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-36.jpeg,""
"518",37.4395680000,127.1480960000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-37.jpeg,""
"519",37.4397880000,127.1485790000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-38.jpeg,""
"520",37.4400120000,127.1490940000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-39.jpeg,""
"521",37.4394040000,127.1477280000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-40.jpeg,""
"522",37.4392040000,127.1472840000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-41.jpeg,""
"523",37.4376830000,127.1458520000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-42.jpeg,""
"524",37.4368010000,127.1464580000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-43.jpeg,""
"525",37.4382510000,127.1453360000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-44.jpeg,""
"526",37.4386940000,127.1461250000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-A-45.jpeg,""
"527",37.4522230000,127.1496610000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-01.jpeg,""
"528",37.4520470000,127.1494820000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-02.jpeg,""
"529",37.4520420000,127.1498210000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-03.jpeg,""
"530",37.4519860000,127.1495920000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-04.jpeg,""
"531",37.4518280000,127.1498130000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-05.jpeg,""
"532",37.4519790000,127.1501430000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-06.jpeg,""
"533",37.4524060000,127.1504750000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-07.jpeg,""
"534",37.4524870000,127.1507010000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-08.jpeg,""
"535",37.4523770000,127.1508620000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-09.jpeg,""
"536",37.4513730000,127.1518590000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-10.jpeg,""
"537",37.4510090000,127.1514740000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-11.jpeg,""
"538",37.4513410000,127.1508080000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-12.jpeg,""
"539",37.4517620000,127.1502120000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-13.jpeg,""
"540",37.4511790000,127.1516550000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-A-14.jpeg,""
