image,p_wide,p_narrow,p_barrier_yes,p_barrier_no
경상북도_포항시_남구_오천읍(원동3지구_근린공원_부근)_01.png,0.9917221,0.008224934,0.6954456,0.3087278
경상북도_포항시_남구_오천읍(원동초교_부근)_01.png,0.95391905,0.046019644,0.687119,0.3111077
경상북도_포항시_남구_효자동(밤비니어린이집_부근)_01.png,0.2124277,0.791389,0.15575412,0.84387976
경상북도_포항시_남구_효자동(효자웰빙타운SK뷰1차_부근)_01.png,0.16196844,0.83921504,0.15297312,0.84605205
경상북도_포항시_남구_효자동(효자초교_부근)_01.png,0.94205916,0.05824244,0.23238263,0.7612107
경상북도_포항시_북구_양덕동(_)_01.png,0.2577747,0.74328774,0.03199622,0.9688109
경상북도_포항시_북구_양덕동(양덕로47_부근)_01.png,0.9690664,0.030618668,0.6926793,0.30479366
경상북도_포항시_북구_장성동((장성주공아파트앞교차로)_부근)_01.png,0.9433804,0.057909757,0.27336302,0.7269356
경상북도_포항시_북구_죽도동(대잠초교_부근)_01.png,0.13893157,0.8612242,0.15744066,0.840654
경상북도_포항시_북구_창포동(산여울서예원_부근)_01.png,0.8047049,0.20075738,0.049773663,0.94901955
경수_초등학교_병설유치원_북쪽.png,0.53131557,0.47689924,0.44685054,0.5519251
경수_초등학교_북쪽.png,0.53131557,0.47689924,0.44685054,0.5519251
경안어린이집_북쪽.png,0.37266836,0.6341237,0.4093724,0.5893761
경안초등학교_북쪽.png,0.8592095,0.14100373,0.8821085,0.11937833
경은특수학교_북쪽.png,0.015566617,0.98442525,0.14398935,0.8569492
경의초등학교_북쪽.png,0.14601016,0.85713714,0.05880764,0.9408659
경일_초등학교_북쪽.png,0.019322336,0.98070383,0.06468269,0.93614674
경희어린이집_북쪽.png,0.08617738,0.9135977,0.061656207,0.93680114
경희유치원_북쪽.png,0.6181375,0.38476214,0.557043,0.44828653
계성초등학교_북쪽.png,0.03682372,0.9618561,0.065124005,0.93603694
계수초등학교_북쪽.png,0.18251875,0.8261272,0.04934317,0.95072997
고강초등학교_북쪽.png,0.2156133,0.7878727,0.32878637,0.67054254
고기초등학교_북쪽.png,0.959341,0.04149264,0.8527609,0.14450142
고대안산병원_어린이집_북쪽.png,0.071103334,0.9292579,0.040401965,0.95970297
고덕반디유치원_북쪽.png,0.6137042,0.3905681,0.787863,0.21138993
고덕초등학교_북쪽.png,0.9974297,0.0026192367,0.96556056,0.034785956
고등나래_유치원_북쪽.png,0.14380139,0.86027074,0.31712264,0.6831179
고리울초등학교_북쪽.png,0.83286905,0.16309732,0.4771958,0.52199256
고림초등학교(병설)_북쪽.png,0.51774776,0.48383117,0.43964255,0.5626841
고봉초등학교_북쪽.png,0.115531385,0.8848721,0.07081354,0.93024886
고산별빛초등학교_북쪽.png,0.96335244,0.03716144,0.88896364,0.10910466
고산어린이집_북쪽.png,0.051216364,0.9486948,0.055209607,0.94523156
고산하늘초등학교_북쪽.png,0.8746468,0.12814033,0.8775886,0.12324652
고삼초교병설유치원_북쪽.png,0.023141861,0.97704196,0.078879505,0.91898644
고삼초등학교_북쪽.png,0.023141861,0.97704196,0.078879505,0.91898644
고색초교-1구간_북쪽.png,0.5502502,0.44907698,0.69488114,0.30542523
고암초등학교_북쪽.png,0.40112692,0.60689235,0.37130922,0.6293479
고양초등학교_북쪽.png,0.03034398,0.96998113,0.32755256,0.6741501
고은별어린이집_북쪽.png,0.3682481,0.63742954,0.2484661,0.7560613
고은어린이집_북쪽.png,0.17864898,0.8245271,0.054584175,0.943154
고은유치원_북쪽.png,0.093848884,0.90578294,0.09178451,0.9092331
고정초등학교_북쪽.png,0.781366,0.22177404,0.27869785,0.72774374
고진초등학교_북쪽.png,0.94082415,0.058410197,0.97481155,0.025235862
고창초교_북쪽.png,0.8232379,0.18058881,0.5706653,0.43071613
고창초병설유치원_북쪽.png,0.8232379,0.18058881,0.5706653,0.43071613
고천초등학교_북쪽.png,0.020085484,0.9799735,0.00804925,0.9919864
고촌초교_북쪽.png,0.95645183,0.04279867,0.7735275,0.2220658
고촌초병설유치원_북쪽.png,0.95645183,0.04279867,0.7735275,0.2220658
고현초교-1구간_북쪽.png,0.9782777,0.021640211,0.7661487,0.23377469
곡란초교_북쪽.png,0.44105893,0.56399965,0.32687795,0.6788996
곡반초교-10구간_북쪽.png,0.98753834,0.012411594,0.8632787,0.13175252
곡반초교-11구간_북쪽.png,0.98753834,0.012411594,0.8632787,0.13175252
곡반초교-1구간_북쪽.png,0.98753834,0.012411594,0.8632787,0.13175252
곡선초교-1구간_북쪽.png,0.3679496,0.6383849,0.66382617,0.33468905
곡정초교-1구간_북쪽.png,0.82867825,0.1759263,0.8439456,0.1549778
곤지암초등학교_북쪽.png,0.914191,0.08671275,0.8440387,0.15371034
곤지암한솔유치원_북쪽.png,0.38687423,0.6235491,0.16302085,0.83920074
곰두리어린이집_북쪽.png,0.47070447,0.5304538,0.15918016,0.84226584
공도어린이집_북쪽.png,0.0066203177,0.9934505,0.010783523,0.9891361
공도초교병설유치원_북쪽.png,0.9445956,0.055003196,0.6181549,0.38039201
공도초등학교_북쪽.png,0.9445956,0.055003196,0.6181549,0.38039201
공룡나라어린이집_북쪽.png,0.027997196,0.971505,0.018165499,0.981495
공립풍동숲속유치원_북쪽.png,0.23313418,0.7644795,0.03383085,0.9660517
공세초등학교_북쪽.png,0.430458,0.57604903,0.6255306,0.37689275
과천갈현초등학교_북쪽.png,0.9056349,0.09531787,0.65596724,0.3489408
과천초등학교_북쪽.png,0.8777518,0.12451354,0.86245775,0.13974202
관곡초등학교_북쪽.png,0.9120508,0.087285906,0.88689804,0.111314565
관모초교_북쪽.png,0.6839564,0.30785877,0.9068611,0.09373847
관산초등학교_북쪽.png,0.8695035,0.13346303,0.78550637,0.21130905
관악초등학교_북쪽.png,0.9238374,0.076343715,0.93663484,0.063514054
관양초등학교_북쪽.png,0.12799615,0.8758944,0.22425193,0.7754781
관인어린이집_북쪽.png,0.21247086,0.78033346,0.083774865,0.919183
관인초교_북쪽.png,0.9438673,0.057155132,0.32889426,0.6715088
광교호수초교-1구간_북쪽.png,0.9409087,0.058838308,0.92609376,0.07317424
광남초등학교_북쪽.png,0.30075645,0.6989317,0.4776865,0.52067703
광덕_초등학교_병설유치원_북쪽.png,0.19457024,0.80699533,0.29129958,0.7047264
광덕_초등학교_북쪽.png,0.19457024,0.80699533,0.29129958,0.7047264
광덕초교병설유치원_북쪽.png,0.21183282,0.78990245,0.18014038,0.818646
광덕초등학교_북쪽.png,0.016884953,0.98366845,0.012599498,0.987185
광릉어린이집_북쪽.png,0.7117983,0.2880033,0.75775903,0.24091503
광릉초등학교(병설)_북쪽.png,0.050314665,0.94946945,0.28876188,0.70604205
광명남초등학교_북쪽.png,0.016696721,0.98342335,0.034863144,0.9642763
광명동초등학교_북쪽.png,0.004098803,0.9957117,0.0035434365,0.9963503
광명북초등학교_북쪽.png,0.11495641,0.88336277,0.12760746,0.87403655
광명생명숲어린이집_북쪽.png,0.742815,0.2623167,0.6164286,0.3717335
광명서초등학교_북쪽.png,0.62528265,0.37420815,0.5954976,0.41065678
광명초등학교_북쪽.png,0.19697255,0.7991402,0.17361274,0.8266008
광명푸른숲어린이집_북쪽.png,0.21762115,0.78302455,0.11145446,0.8866217
광문초등학교_북쪽.png,0.43222892,0.57337,0.38890254,0.61259526
광서유치원_북쪽.png,0.16224572,0.84314615,0.06394115,0.93652153
광성초등학교_북쪽.png,0.28851244,0.7069931,0.72400737,0.27642685
광숭초등학교_북쪽.png,0.73549753,0.26126432,0.46744123,0.533095
광암어린이집_북쪽.png,0.16973072,0.8328743,0.028907001,0.9710623
광일초등학교_북쪽.png,0.17479655,0.82871866,0.7057947,0.30050084
광적어린이집_북쪽.png,0.14218855,0.8590652,0.06174022,0.9388956
광정초교_북쪽.png,0.5224668,0.48244017,0.25461334,0.7476574
광주광명초등학교_북쪽.png,0.94720495,0.054447114,0.76650894,0.23609728
광주광역시_광산구_도산동(햇살_부근)_01.png,0.41594687,0.58470106,0.070485294,0.9287052
광주광역시_광산구_산월동(봉산초교_부근)_01.png,0.93308043,0.06722796,0.7921431,0.20690918
광주광역시_광산구_소촌동(공무원연수원A_부근)_01.png,0.95143676,0.048563242,0.6666311,0.3345921
광주광역시_광산구_송정동(영광동사거리_부근)_01.png,0.8680476,0.13345861,0.6153847,0.38029954
광주광역시_광산구_수완동(꿈샘키즈어린이집_부근)_01.png,0.9191134,0.08084068,0.8315717,0.16496289
광주광역시_광산구_수완동(모아어린이집_부근)_01.png,0.71562624,0.2817003,0.70550156,0.29888552
광주광역시_광산구_신가동(금구초교_부근)_01.png,0.7373431,0.26676315,0.38893127,0.61019266
광주광역시_광산구_신가동(선창초교_부근)_01.png,0.92223257,0.07907134,0.83358955,0.16129616
광주광역시_광산구_신가동(선창초교_부근)_02.png,0.92223257,0.07907134,0.83358955,0.16129616
광주광역시_광산구_신가동(신기중학교_부근)_01.png,0.95905036,0.041103154,0.85011804,0.15022132
광주광역시_광산구_신가동(큰별초등학교_부근)_01.png,0.99002624,0.0102393925,0.79845417,0.20339063
광주광역시_광산구_신창동(신가중학교_부근)_01.png,0.99256194,0.0075104237,0.893773,0.1066795
광주광역시_광산구_신창동(신창3차호반베르디움_부근)_01.png,0.63864297,0.36585668,0.33007014,0.6734371
광주광역시_광산구_신창동(신창3차호반베르디움_부근)_02.png,0.81546617,0.18611065,0.64890975,0.36045372
광주광역시_광산구_신창동(신창초교_부근)_01.png,0.864382,0.13570216,0.65203494,0.3542565
광주광역시_광산구_신창동(신창초등학교_부근)_01.png,0.9022357,0.098899186,0.81166184,0.18915153
광주광역시_광산구_신창동(신천호반3차아파트_부근)_01.png,0.58118826,0.4177411,0.21866414,0.77779305
광주광역시_광산구_우산동(삼성의료기_부근)_01.png,0.077456534,0.92218846,0.012103319,0.9877522
광주광역시_광산구_운남동(금구초교_부근)_01.png,0.8046818,0.19592512,0.65262365,0.3464268
광주광역시_광산구_월계동(ASK_부근)_01.png,0.97040784,0.029236227,0.91413,0.08506274
광주광역시_광산구_월계동(금광아파트_부근)_01.png,0.6626056,0.34397838,0.08982736,0.9084355
광주광역시_광산구_월계동(장고분앞_교차로_부근)_01.png,0.9814563,0.018837452,0.81233764,0.186755
광주광역시_광산구_월곡동(대반초교_부근)_01.png,0.96188617,0.037938625,0.5643695,0.43916067
광주광역시_광산구_월곡동(대반초교_부근)_02.png,0.98429805,0.015722305,0.55556035,0.4427643
광주광역시_광산구_장덕동(새골풀어린이공원_부근)_01.png,0.92876184,0.07090089,0.81629634,0.18356109
광주광역시_광산구_장덕동(신완마을휴먼시아7단지_711동앞_부근)_01.png,0.8641858,0.13825148,0.48055285,0.5201786
광주광역시_광산구_장덕동(장덕초교_부근)_01.png,0.9769112,0.023487061,0.7041286,0.29714715
광주광역시_남구_백운동(광주창대교회_부근)_01.png,0.6493108,0.35034758,0.23243684,0.7735996
광주광역시_남구_봉선동(불로초등학교_부근)_01.png,0.23502651,0.7635293,0.07068494,0.93014026
광주광역시_남구_월산동(광주농성초교_부근)_01.png,0.88735485,0.11395192,0.44378003,0.55228627
광주광역시_남구_월산동(광주농성초교_부근)_02.png,0.92187655,0.07943535,0.72089475,0.28328192
광주광역시_남구_주월동(장산초교_부근)_01.png,0.95627296,0.04417792,0.8450461,0.1532591
광주광역시_남구_주월동(장산초등학교_부근)_01.png,0.98039186,0.020109773,0.78521836,0.21169195
광주광역시_북구_두암동(광주문화초교_부근)_01.png,0.8939239,0.10692257,0.5377672,0.46752337
광주광역시_북구_두암동(두암주공아파트앞교차_부근)_01.png,0.96371496,0.035431683,0.8408672,0.15927967
광주광역시_북구_두암동(청아맨션앞교차로_부근)_01.png,0.8068782,0.20015651,0.7725961,0.22437775
광주광역시_북구_매곡동(대화아파트_부근)_01.png,0.9917933,0.007958621,0.63907635,0.36268783
광주광역시_북구_매곡동(매곡프라자_부근)_01.png,0.9875646,0.012300104,0.19566908,0.8012711
광주광역시_북구_매곡동(삼익3차아파트_부근)_01.png,0.7561276,0.24534133,0.28547603,0.71258116
광주광역시_북구_문흥동(문산회관_부근)_01.png,0.97417057,0.026216775,0.61489755,0.3809207
광주광역시_북구_문흥동(문흥지구_부근)_01.png,0.8365273,0.16504458,0.5561674,0.44320905
광주광역시_북구_문흥동(문흥지구교차로_부근)_01.png,0.9287528,0.0708462,0.5257797,0.47247073
광주광역시_북구_문흥동(색종이미술학원_부근)_01.png,0.9643469,0.036286384,0.73130083,0.27144587
광주광역시_북구_문흥동(옆구리터진김밥_부근)_01.png,0.2593981,0.7391114,0.026073515,0.97379637
광주광역시_북구_본촌동(본촌초교_부근)_01.png,0.881868,0.123028964,0.48515674,0.5116757
광주광역시_북구_본촌동(본촌초교_부근)_02.png,0.98353565,0.016661495,0.6474966,0.35068023
광주광역시_북구_양산동(양산초교_부근)_01.png,0.6428574,0.36214292,0.1134828,0.8891646
광주광역시_북구_연제동(영광회관_부근)_01.png,0.97455835,0.025184572,0.558633,0.44592592
광주광역시_북구_오치동(오정초교_부근)_01.png,0.8132054,0.19031408,0.6367043,0.36460686
광주광역시_북구_용봉동(이화피아노음악학원_부근)_01.png,0.8582595,0.14497,0.42232955,0.5825686
광주광역시_북구_용봉동(정남진장흥한우_부근)_01.png,0.6899406,0.312988,0.51310015,0.4878945
광주광역시_북구_용봉동(현대_아이파크_부근)_01.png,0.875767,0.12716734,0.71399593,0.28874815
광주광역시_북구_우산동(문흥초교_부근)_01.png,0.8312471,0.16629735,0.57576287,0.42054123
광주광역시_북구_운암동(광주운암초교_부근)_01.png,0.943378,0.05767888,0.6639809,0.34094
광주광역시_북구_운암동(광주운암초교_부근)_02.png,0.9788531,0.021900922,0.48260346,0.5239136
광주광역시_북구_운암동(대자초교_부근)_01.png,0.5834923,0.42377037,0.76829314,0.22984928
광주광역시_북구_운암동(선일유치원_부근)_01.png,0.91592693,0.08392522,0.77125114,0.23475793
광주광역시_북구_운암동(선일유치원_부근)_02.png,0.74377424,0.25426626,0.41438055,0.58029276
광주광역시_북구_일곡동(리리코스_부근)_01.png,0.83695793,0.16379511,0.4649292,0.53288186
광주광역시_북구_중흥동(소등초등학교앞_부근)_01.png,0.930454,0.07176238,0.74103916,0.2629087
광주광역시_북구_중흥동(중흥동행정복지센터_부근)_01.png,0.53632313,0.4701593,0.3561291,0.6408078
광주광역시_서구_금호동(금호중학교_부근)_01.png,0.20342499,0.7940577,0.058785617,0.93993515
광주광역시_서구_금호동(텃밭_부근)_01.png,0.8269602,0.17703187,0.80386806,0.19669989
광주광역시_서구_내방동(518기념공원앞_부근)_01.png,0.91916233,0.08261618,0.71114254,0.292611
광주광역시_서구_동천동(동남아파트_부근)_01.png,0.750329,0.25349897,0.66705644,0.33150345
광주광역시_서구_동천동(동천동우체국_부근)_01.png,0.93233186,0.06817567,0.6764057,0.3192789
광주광역시_서구_동천동(죽림지하차도종료_인근)_01.png,0.9940861,0.006053239,0.9281119,0.07154629
광주광역시_서구_동천동(호반베르디움아파트_부근)_01.png,0.8175323,0.18513986,0.5818916,0.42073998
광주광역시_서구_쌍촌동(518기념공원앞_부근)_01.png,0.7996974,0.20074317,0.6692785,0.32750958
광주광역시_서구_쌍촌동(모아제일아파트앞_부근)_01.png,0.61357194,0.38572553,0.23493457,0.7677312
광주광역시_서구_쌍촌동(상무주공아파트앞_부근)_01.png,0.9250075,0.07510102,0.5572295,0.43378565
광주광역시_서구_치평동(원할머니보쌈_부근)_01.png,0.9869467,0.013571918,0.80136555,0.19961795
광주광역시_서구_치평동(윤빈헤어모드_부근)_01.png,0.77054685,0.23118067,0.40980867,0.5772518
광주광역시_서구_치평동(중흥파크아파트2차_부근)_01.png,0.9936327,0.0066298842,0.84233016,0.1532459
광주광역시_서구_풍암동(마르니_부근)_01.png,0.031263858,0.9705445,0.02435267,0.9764893
광주광역시_서구_풍암동(장원한자_부근)_01.png,0.38657558,0.62303656,0.31915686,0.67759323
광주광역시_서구_풍암동(조아제약(주)_광주영업소_부근)_01.png,0.991499,0.008393794,0.88979805,0.11091921
광주광역시_서구_화정동(광주서초교_부근)_01.png,0.9944851,0.0055042207,0.75131214,0.2485418
광주광역시_서구_화정동(광주서초교_부근)_02.png,0.8710052,0.1266039,0.74496514,0.25266406
광주광역시_서구_화정동(염주초교_부근)_01.png,0.48070928,0.5213778,0.76228917,0.23450693
광주광역시_서구_화정동(엽주초교_부근)_01.png,0.39141387,0.61424345,0.12719563,0.87558264
광주광역시_서구_화정동(화정2동주민센터_부근)_01.png,0.7583059,0.24262759,0.4245519,0.5752393
광주광역시_서구_화정동(화정남초등학교_부근)_01.png,0.8717394,0.12821424,0.80703616,0.19177228
광주매곡초등학교_북쪽.png,0.76629865,0.22878271,0.43824267,0.55951136
광주송정초등학교_북쪽.png,0.97992605,0.020360619,0.90397286,0.09735504
광주유치원_북쪽.png,0.9975287,0.0024893284,0.9612202,0.038886964
광주초등학교_북쪽.png,0.052712142,0.9481708,0.02189532,0.9776522
광주푸른초등학교_북쪽.png,0.9566941,0.04482737,0.673972,0.32567084
광지원초등학교_북쪽.png,0.08051112,0.91981614,0.1195347,0.88101083
광탄어린이집_북쪽.png,0.86934173,0.1318593,0.6435864,0.35562032
교문초등학교(병설)_북쪽.png,0.15855396,0.8447395,0.050568223,0.9493617
교하슬기유치원_북쪽.png,0.90612024,0.09501177,0.61202073,0.39072016
교하초교(병설)_북쪽.png,0.07623413,0.9231055,0.18842846,0.81155646
구갈성민유치원_북쪽.png,0.19417465,0.80944383,0.10502717,0.8963901
구갈어린이집_북쪽.png,0.9559589,0.045065016,0.85790294,0.14184088
구갈초등학교_북쪽.png,0.43559903,0.55831486,0.49251032,0.51314557
구래초교_북쪽.png,0.48699865,0.52101785,0.2866103,0.71221834
구룡초등학교(병설)_북쪽.png,0.9759177,0.0244748,0.93598056,0.06389114
구름산어린이집_북쪽.png,0.782777,0.22099957,0.15737605,0.84278595
구름산유치원_북쪽.png,0.8239292,0.17723924,0.83543044,0.1633614
구름산초등학교_북쪽.png,0.97277343,0.02808395,0.86463535,0.13125947
구리초등학교(병설)_북쪽.png,0.11099103,0.8910546,0.15645525,0.84507036
구미동어린이집_북쪽.png,0.9345906,0.066942096,0.9225535,0.076087356
구미초등학교_북쪽.png,0.9276426,0.07323685,0.9202343,0.0810197
구봉초등학교_북쪽.png,0.84228253,0.15701434,0.79066277,0.20765781
구산유치원_북쪽.png,0.7766038,0.22521016,0.37173864,0.6224645
구성초등학교_북쪽.png,0.9429078,0.0575248,0.6012708,0.4025798
구세군샛별어린이집_북쪽.png,0.1144892,0.8876698,0.07766819,0.92460597
구운초교-1구간_북쪽.png,0.8715112,0.12938425,0.9060513,0.091823936
구지초등학교(병설)_북쪽.png,0.27594548,0.7303105,0.1759862,0.82151234
국공립연천어린이집_북쪽.png,0.9768094,0.023294806,0.6973689,0.3024623
국제유치원_북쪽.png,0.77465,0.22994739,0.58349013,0.42383838
군남초등학교_북쪽.png,0.04663375,0.95396185,0.028056711,0.9723017
군내어린이집_북쪽.png,0.2157959,0.78945065,0.14809185,0.85547304
군문유치원_북쪽.png,0.0483976,0.9529952,0.02131313,0.9788296
군문초등학교_북쪽.png,0.88587844,0.11539313,0.79552555,0.20163801
군서미래국제학교_북쪽.png,0.07857892,0.92317134,0.046798468,0.95323086
군서초등학교_북쪽.png,0.21979609,0.7784133,0.30543923,0.68564653
군자초등학교_북쪽.png,0.049156457,0.9519234,0.031752735,0.96783215
군포근로복지공단어린이집_북쪽.png,0.7534421,0.2538247,0.6207998,0.37870237
군포대야초교_북쪽.png,0.8894513,0.11273977,0.83137065,0.17044348
군포시립군포1동어린이집_북쪽.png,0.0027349591,0.9972855,0.0064199865,0.9936218
군포시립당정동어린이집_북쪽.png,0.03672266,0.96329194,0.031094998,0.9690777
군포신기초등학교_북쪽.png,0.8209723,0.18634245,0.8162727,0.1904245
군포양정초교_북쪽.png,0.95418596,0.04582587,0.4484182,0.5499009
군포옥천초교_북쪽.png,0.73788154,0.27157182,0.4094556,0.58791566
군포유치원_북쪽.png,0.2885046,0.71670705,0.22165582,0.7767298
군포초교_북쪽.png,0.33868134,0.66486216,0.30211997,0.69773966
궁내초교_북쪽.png,0.24736288,0.75973237,0.25835437,0.7447137
궁전어린이집_북쪽.png,0.13217795,0.86950135,0.07804379,0.9209684
궁전유치원_북쪽.png,0.5599591,0.4317031,0.086667,0.91197354
권선초교-1구간_북쪽.png,0.26794705,0.732028,0.24141404,0.76048034
귀복유치원_북쪽.png,0.050064117,0.9514076,0.014890641,0.98504233
귀인초등학교_북쪽.png,0.98147714,0.01831004,0.888592,0.10820964
그네와시소유치원_북쪽.png,0.21558115,0.79260445,0.21614513,0.78269374
그루터기유치원(푸르니)_북쪽.png,0.19888198,0.80443466,0.18707278,0.8107659
그린나래유치원_북쪽.png,0.2826071,0.71725506,0.06972444,0.93084055
그림나라어린이집_북쪽.png,0.09643221,0.90510154,0.21103412,0.792771
그림유치원_북쪽.png,0.015328616,0.9843674,0.085385114,0.9137322
그림책나들이학원_(구)성미유치원_북쪽.png,0.061863393,0.93949735,0.23576376,0.7625916
근로복지공단_고양어린이집_북쪽.png,0.016907305,0.98273885,0.010509551,0.9894378
근로복지공단어린이집_북쪽.png,0.024317324,0.97569627,0.013784915,0.9863247
근화_어린이집_북쪽.png,0.12460306,0.87513834,0.02590397,0.9740509
글로벌아름나라어린이집_북쪽.png,0.009813249,0.9903687,0.004728824,0.9952731
글빛초교-1구간_북쪽.png,0.9919766,0.008069664,0.97360396,0.027173758
글사랑어린이집_북쪽.png,0.061434448,0.9388163,0.019224018,0.98056924
금강유치원_북쪽.png,0.69034326,0.30820417,0.4601508,0.53655803
금계초등학교_북쪽.png,0.69473374,0.30975664,0.6054705,0.38570887
금곡초교-1구간_북쪽.png,0.69516534,0.30947477,0.80470705,0.19603729
금곡초등학교(병설)_북쪽.png,0.591642,0.41278386,0.23134926,0.7683238
금곡초등학교_북쪽.png,0.79488504,0.21193823,0.62186635,0.3758937
금곡킹스키즈유치원-1구간_북쪽.png,0.33177847,0.6722053,0.36804402,0.63174516
금광2동제2어린이집_북쪽.png,0.012554854,0.98731875,0.027832538,0.97249144
금광조령분교병설유치원_북쪽.png,0.09526688,0.90250146,0.12361312,0.8744274
금광초교병설유치원_북쪽.png,0.22441947,0.7731731,0.16309068,0.83677924
금광초등학교_북쪽.png,0.22441947,0.7731731,0.16309068,0.83677924
금교초등학교(병설)_북쪽.png,0.19058764,0.8082496,0.019185245,0.9805148
금당초등학교_북쪽.png,0.22495225,0.7729814,0.08558479,0.9143927
금란초교_북쪽.png,0.23601547,0.7625904,0.1509983,0.84784484
금란초병설유치원_북쪽.png,0.23601547,0.7625904,0.1509983,0.84784484
금릉초교(병설)_북쪽.png,0.3524887,0.6475454,0.359356,0.64977777
금모래초등학교_북쪽.png,0.029370457,0.97128433,0.026611447,0.97283804
금빛초교_북쪽.png,0.99615705,0.0039145947,0.8483602,0.15411761
금빛초등학교_북쪽.png,0.2656963,0.7407607,0.08267254,0.9189594
금상초등학교_북쪽.png,0.7747913,0.22889972,0.7655672,0.23762462
금신초교(병설)_북쪽.png,0.063014984,0.9351282,0.04461342,0.9553901
금암초등학교_북쪽.png,0.1380378,0.8657515,0.054910332,0.94609225
금정초교_북쪽.png,0.7779467,0.22399837,0.3780711,0.6165471
금주초교_북쪽.png,0.064922065,0.93497443,0.06421402,0.93466175
금촌초교(병설)_북쪽.png,0.19653785,0.809767,0.27693415,0.7225878
금파초교_북쪽.png,0.06286198,0.9383457,0.08185163,0.91901004
금파초병설유치원_북쪽.png,0.06286198,0.9383457,0.08185163,0.91901004
금향초교(병설)_북쪽.png,0.4520367,0.54948616,0.33379674,0.6700118
금호어울림어린이집_북쪽.png,0.082098514,0.9188792,0.07946533,0.92321324
금호유치원_북쪽.png,0.028900504,0.97128063,0.013183653,0.9872191
금호초교-1구간_북쪽.png,0.990669,0.009689778,0.88734126,0.11294076
금화초교(병설)_북쪽.png,0.60591257,0.40188292,0.3929361,0.6139608
기산초등학교_북쪽.png,0.02284944,0.97729635,0.1285578,0.8745212
기안초등학교_북쪽.png,0.11549738,0.88384485,0.38402706,0.62073934
기흥어린이집_북쪽.png,0.32637835,0.6768124,0.07153043,0.92920256
기흥초등학교_북쪽.png,0.8903369,0.11061457,0.80754733,0.19504789
김포나진초교_북쪽.png,0.9543407,0.046480566,0.8947873,0.10616359
김포서초교_북쪽.png,0.97733754,0.022853762,0.90238476,0.09745169
김포서초병설유치원_북쪽.png,0.97733754,0.022853762,0.90238476,0.09745169
김포어린이집_북쪽.png,0.63029414,0.3810573,0.69784164,0.3016622
김포은솔유치원_북쪽.png,0.9269794,0.07344222,0.7153727,0.2820122
김포초교_북쪽.png,0.020364493,0.9802293,0.029263914,0.9713779
김포한강어린이집_북쪽.png,0.7876046,0.21175271,0.4428419,0.56169605
깊은샘유치원_북쪽.png,0.86565804,0.138076,0.7739376,0.22752154
까치울초등학교_북쪽.png,0.07861039,0.92322433,0.026690751,0.9724573
꼬망새어린이집-1구간_북쪽.png,0.73883957,0.26286426,0.06287557,0.9366996
꽃과호수어린이집_북쪽.png,0.6778071,0.32884565,0.289119,0.71108574
꽃내음어린이집_북쪽.png,0.07390195,0.92935365,0.21647629,0.78559315
꽃마리_어린이집_북쪽.png,0.07342079,0.92565835,0.13792688,0.861483
꽃향기어린이집_북쪽.png,0.043987572,0.9570128,0.029098958,0.9706284
꾸러기어린이집_북쪽.png,0.033417583,0.96627724,0.012168229,0.98774004
꾸러기유치원-1구간_북쪽.png,0.222085,0.77610123,0.078344196,0.9222332
꾸러기유치원_북쪽.png,0.29507905,0.7078178,0.14788705,0.8508736
꿈꾸는아이들유치원-1구간_북쪽.png,0.977919,0.021881074,0.7861306,0.21328601
꿈나라유치원_북쪽.png,0.23963645,0.7658659,0.24019167,0.7560924
꿈나래유치원_북쪽.png,0.07865995,0.9225764,0.051656365,0.9487989
꿈나무어린이집_북쪽.png,0.8631215,0.13790292,0.6869235,0.31034988
꿈누리유치원-1구간_북쪽.png,0.9721246,0.02782324,0.9362128,0.063871115
꿈에월드어린이집_북쪽.png,0.4980612,0.5048993,0.1909777,0.8065647
꿈을주는_어린이집_북쪽.png,0.16349193,0.8352839,0.066921175,0.93245417
꿈의유치원_북쪽.png,0.6265143,0.37249595,0.43544817,0.5690907
꿈이큰_어린이집_북쪽.png,0.07802567,0.92353636,0.023177415,0.9770691
꿈터_유치원_북쪽.png,0.24055097,0.7617539,0.34469795,0.65525484
나곡초등학교_북쪽.png,0.34932736,0.6470398,0.11870873,0.8829134
나노시티_삼성어린이집_북쪽.png,0.30897224,0.69698703,0.44068193,0.5597001
나눔초등학교_북쪽.png,0.8995602,0.10155356,0.6830969,0.31382975
나라유치원-1구간_북쪽.png,0.92970055,0.07123986,0.8764374,0.12663391
나래유치원_북쪽.png,0.29381484,0.7159941,0.38633943,0.6128724
나루유치원_북쪽.png,0.7440171,0.25870216,0.16213638,0.8395829
나룰초등학교_북쪽.png,0.0794954,0.9220389,0.040588886,0.95890605
나리어린이집_북쪽.png,0.14603171,0.8579197,0.22873339,0.7704903
나리유치원_북쪽.png,0.9078709,0.091309845,0.568372,0.42933297
나무어린이집_북쪽.png,0.14242253,0.8548615,0.09339097,0.9085347
나무오리어린이집_북쪽.png,0.07202473,0.92789733,0.040299386,0.9584598
나무와꿈어린이집_북쪽.png,0.08500174,0.9165331,0.030204058,0.97040766
나비초_북쪽.png,0.46116394,0.5403146,0.40337414,0.59726024
나비초병설유치원_북쪽.png,0.46116394,0.5403146,0.40337414,0.59726024
나사렛유치원_북쪽.png,0.47305143,0.53129077,0.34160042,0.66673917
나산초등학교_북쪽.png,0.9017354,0.09953633,0.46028423,0.54232347
