image,p_wide,p_narrow,p_barrier_yes,p_barrier_no
부산광역시_남구_용호동(동문교회_부근)_01.png,0.7180369,0.28376478,0.56457436,0.43890032
부산광역시_남구_용호동(분포초교_부근)_01.png,0.3113036,0.69309056,0.44059342,0.5588725
부산광역시_남구_용호동(용호초교_부근)_01.png,0.5910263,0.41923437,0.16299304,0.84078014
부산광역시_남구_용호동(일신크로바아파트_부근)_01.png,0.9105623,0.08885449,0.6298882,0.3671331
부산광역시_동구_수정동(수정초등학교_부근)_01.png,0.076860964,0.9215524,0.024633378,0.9756825
부산광역시_동구_초량동(동일중앙초교_부근)_01.png,0.5684449,0.43236178,0.73481125,0.26733387
부산광역시_동구_초량동(이편한부동산중개사무소_부근)_01.png,0.73578423,0.26924908,0.32562897,0.67226267
부산광역시_동래구_낙민동(스펀지유치원_부근)_01.png,0.8878484,0.11390996,0.41713563,0.5845838
부산광역시_동래구_낙민동(스펀지유치원_부근)_02.png,0.93476117,0.06565431,0.6384373,0.356627
부산광역시_동래구_낙민동(안민초교_부근)_01.png,0.9054094,0.09521696,0.4101868,0.58665603
부산광역시_동래구_낙민동(안진초교_부근)_01.png,0.9632739,0.03646046,0.78996176,0.20845234
부산광역시_동래구_명륜동(동래중학_부근)_01.png,0.7673358,0.22534263,0.34089315,0.6593735
부산광역시_동래구_복천동(대명아카데미_부근)_01.png,0.7605318,0.24362722,0.84358734,0.15775725
부산광역시_동래구_사직동(금강초교_부근)_01.png,0.8202138,0.18022943,0.2890995,0.70978487
부산광역시_동래구_사직동(사직2동행정복지센터_부근)_01.png,0.9537797,0.044995278,0.74117047,0.2591765
부산광역시_동래구_사직동(사직사거리_부근)_01.png,0.8441353,0.15932047,0.19871768,0.801424
부산광역시_동래구_사직동(예원초교_부근)_01.png,0.87381196,0.12669286,0.68309975,0.31652075
부산광역시_동래구_사직동(예원초교_부근)_02.png,0.7756548,0.22873458,0.6457862,0.35317475
부산광역시_동래구_안락동(느티나무유치원_부근)_01.png,0.5780041,0.41642138,0.3475111,0.6503017
부산광역시_동래구_안락동(청송얼음막걸리_부근)_01.png,0.92194444,0.077756196,0.36509496,0.6342281
부산광역시_동래구_안락동(충렬초교_부근)_01.png,0.8373146,0.1637609,0.18277848,0.81890476
부산광역시_동래구_온천동(금강초교_부근)_01.png,0.5703442,0.4374931,0.2616833,0.7414589
부산광역시_동래구_온천동(금강초등학교앞교차로_부근)_01.png,0.64740384,0.3574244,0.12746584,0.8724309
부산광역시_동래구_온천동(금강초등학교앞교차로_부근)_02.png,0.8202138,0.18022943,0.2890995,0.70978487
부산광역시_동래구_온천동(내산초등학교_부근)_01.png,0.32235068,0.68237907,0.23797375,0.76164854
부산광역시_동래구_온천동(온천초교_부근)_01.png,0.768087,0.2350485,0.3285252,0.66998583
부산광역시_동래구_온천동(온천초교_부근)_02.png,0.78900653,0.21321356,0.8010454,0.20077604
부산광역시_동래구_온천동(온천초교_부근)_03.png,0.7051052,0.30157405,0.38333336,0.61963534
부산광역시_부산진구_가야동(가야초교_부근)_01.png,0.83111906,0.17179546,0.36809364,0.6259332
부산광역시_부산진구_개금동(개금사거리_부근)_01.png,0.018553168,0.98178124,0.011528194,0.98830396
부산광역시_부산진구_당감동(당감초교_부근)_01.png,0.01872173,0.9814455,0.0030808747,0.9969014
부산광역시_부산진구_당감동(동원초교_부근)_01.png,0.8303266,0.17219773,0.9064684,0.09667358
부산광역시_부산진구_당감동(시티마트_부근)_01.png,0.9759809,0.024121702,0.67374825,0.32694864
부산광역시_부산진구_당감동(초원사랑유치원_부근)_01.png,0.85268724,0.14723235,0.64642423,0.35501546
부산광역시_부산진구_부암동(부암교차로_부근)_01.png,0.36884916,0.6361009,0.50133646,0.49150577
부산광역시_부산진구_부전동(부산광역시립부전도서관_부근)_01.png,0.79243535,0.2084713,0.6118073,0.3951519
부산광역시_부산진구_양정동(부산광역시교육청_부근)_01.png,0.6213855,0.3767496,0.2331866,0.76632595
부산광역시_부산진구_양정동(양정초교_부근)_01.png,0.9749513,0.02581659,0.9789418,0.021036446
부산광역시_부산진구_전포동(동성초교_부근)_01.png,0.98365414,0.016653568,0.90520763,0.09417954
부산광역시_부산진구_전포동(성전초교_부근)_01.png,0.86453044,0.13574407,0.95806754,0.041509062
부산광역시_부산진구_전포동(전포대로294_부근)_01.png,0.7290984,0.2762686,0.3314696,0.67316175
부산광역시_북구_구포동(구포지구대_부근)_01.png,0.59663326,0.4109345,0.20438626,0.7945747
부산광역시_북구_덕천동(부영벽산_파라빌_부근)_01.png,0.48608214,0.5076326,0.59739906,0.40641445
부산광역시_북구_만덕동(남산정역_부산3호선_부근)_01.png,0.6533853,0.3481847,0.86598706,0.1327008
부산광역시_북구_만덕동(백산초교_부근)_01.png,0.52269506,0.48297635,0.65101886,0.3501656
부산광역시_북구_화명동(롯데드림어린이집_부근)_01.png,0.9891931,0.01052466,0.91619164,0.08333272
부산광역시_북구_화명동(참사랑어린이집_부근)_01.png,0.7981152,0.20685989,0.5140238,0.4863592
부산광역시_사상구_감전동(감전초교_부근)_01.png,0.0021843612,0.9978653,0.0019999146,0.99800986
부산광역시_사상구_괘법동(생그린_부근)_01.png,0.10644597,0.895638,0.06253344,0.93712133
부산광역시_사상구_괘법동(창진초등학교_부근)_01.png,0.75030017,0.2496377,0.8803634,0.116998434
부산광역시_사상구_덕포동(모덕초교_부근)_01.png,0.9600252,0.039187968,0.92286956,0.07687709
부산광역시_사상구_덕포동(사상초교_부근)_01.png,0.9882343,0.011837244,0.51488173,0.4835045
부산광역시_사상구_삼락동(삼덕초교_부근)_01.png,0.8978597,0.10387212,0.86697996,0.13068599
부산광역시_사상구_엄궁동(학진초교_부근)_01.png,0.8079119,0.19695792,0.23264289,0.76487994
부산광역시_사상구_주례동(성신서비스도시가스_부근)_01.png,0.56000096,0.44656295,0.61475277,0.38043886
부산광역시_사하구_괴정동(대티역_부근)_01.png,0.9022943,0.10004777,0.29061788,0.71094775
부산광역시_사하구_당리동(근린생활시설_부근)_01.png,0.07931641,0.9199823,0.05273807,0.94765687
부산광역시_사하구_당리동(낙동초교_부근)_01.png,0.9558145,0.043467164,0.4464481,0.5563094
부산광역시_사하구_당리동(단독주택_부근)_01.png,0.96043944,0.04001969,0.6025897,0.39693385
부산광역시_사하구_당리동(킹스할인클럽_부근)_01.png,0.8615036,0.14292538,0.07516137,0.92451036
부산광역시_사하구_장림동(은항교회_부근)_01.png,0.88725805,0.11215398,0.4969422,0.5053272
부산광역시_사하구_하단동(경인약국_부근)_01.png,0.14512742,0.8578034,0.07276687,0.926252
부산광역시_사하구_하단동(하남초교_부근)_01.png,0.97993445,0.020993203,0.3966998,0.6101961
부산광역시_사하구_하단동(하남초등학교_부근)_01.png,0.9762616,0.024265379,0.87148833,0.12718862
부산광역시_서구_동대신동2가(대진수퍼_부근)_01.png,0.08120555,0.9189799,0.021355093,0.97879684
부산광역시_서구_서대신동3가(구덕운동장교차로_부근)_01.png,0.14697796,0.8512008,0.030897558,0.9699484
부산광역시_서구_서대신동3가(구덕운동장삼거리_부근)_01.png,0.95944375,0.04081863,0.86232275,0.13751084
부산광역시_서구_서대신동3가(대신초교_부근)_01.png,0.32129425,0.67893636,0.55706173,0.43891585
부산광역시_서구_서대신동3가(삼육부산병원_부근)_01.png,0.9847239,0.015249491,0.48268673,0.51562756
부산광역시_수영구_광안동(광안리해수욕장사거리_부근)_01.png,0.97391576,0.025838494,0.19776624,0.8015095
부산광역시_수영구_광안동(광안초교_부근)_01.png,0.35530442,0.64446056,0.27486652,0.7233254
부산광역시_수영구_광안동(도시광안아파트_부근)_01.png,0.8965465,0.1041989,0.7433956,0.25678355
부산광역시_수영구_남천동(남천역_부근)_01.png,0.8318711,0.16894922,0.4119331,0.5857811
부산광역시_수영구_남천동(남천해변시장_부근)_01.png,0.44309282,0.55465686,0.12513983,0.8713732
부산광역시_연제구_거제동(아시아드대로93_부근)_01.png,0.9733289,0.02678001,0.663883,0.33498934
부산광역시_연제구_거제동(창신초교_부근)_01.png,0.0028756857,0.9971669,0.004745215,0.99544716
부산광역시_연제구_거제동(창신카클리닉_부근)_01.png,0.38101685,0.62318325,0.21326765,0.77943397
부산광역시_연제구_연산동(동명초교_부근)_01.png,0.9626571,0.037746906,0.5279713,0.47472036
부산광역시_연제구_연산동(연천초교_부근)_01.png,0.6570417,0.33580118,0.3438881,0.65008605
부산광역시_영도구_신선동1가(영도초교_부근)_01.png,0.9785,0.021654725,0.25490102,0.74517137
부산광역시_영도구_청학동(동성알미늄샤시_부근)_01.png,0.47458065,0.527417,0.23561886,0.7657223
부산광역시_중구_대청동1가(대청사거리_부근)_01.png,0.9353442,0.06467077,0.69837034,0.2961329
부산광역시_중구_대청동2가(용두산어귀삼거리_부근)_01.png,0.064124435,0.93696916,0.00887835,0.9910525
부산광역시_중구_대청동3가(광일초등학교_부근)_01.png,0.94913423,0.052247107,0.6875645,0.3149041
부산광역시_해운대구_반송동(종근당약국_부근)_01.png,0.93247557,0.06718883,0.61640435,0.38022086
부산광역시_해운대구_반여동(유럽십자수_부근)_01.png,0.7116668,0.28976646,0.16981918,0.8293252
부산광역시_해운대구_반여동(장산초교_부근)_01.png,0.9786631,0.021611392,0.5150991,0.48613387
부산광역시_해운대구_재송동(더샵센텀파크2단지아파트_부근)_01.png,0.8056979,0.19480348,0.5948888,0.40096098
부산광역시_해운대구_재송동(반산초교_부근)_01.png,0.899097,0.10224718,0.77467656,0.2245751
부산광역시_해운대구_재송동(세현빌라_부근)_01.png,0.28829977,0.7144506,0.07585147,0.92487955
부산광역시_해운대구_재송동(신재초교_부근)_01.png,0.98557013,0.015026212,0.7219826,0.27572277
부산광역시_해운대구_좌동(신곡초교_부근)_01.png,0.29463893,0.7139887,0.22955984,0.7678616
부산광역시_해운대구_좌동(화목아파트_부근)_01.png,0.6374457,0.36386314,0.5168623,0.48376688
부양초등학교(병설)_북쪽.png,0.27132672,0.7316885,0.06628445,0.93334013
부영예술유치원_북쪽.png,0.6780424,0.3246591,0.48178327,0.5092754
부용초등학교_북쪽.png,0.79652584,0.20239598,0.5341154,0.46472308
부원초등학교_북쪽.png,0.023009032,0.9773387,0.008629531,0.99168444
부일초등학교_북쪽.png,0.7803596,0.22251922,0.5825848,0.40983605
부천남초등학교_북쪽.png,0.15537211,0.84617037,0.24357027,0.7570454
부천대명초등학교_북쪽.png,0.98225546,0.017419398,0.73908544,0.2605505
부천덕산초등학교_북쪽.png,0.18227684,0.8206781,0.54225767,0.457155
부천동초등학교_북쪽.png,0.21160078,0.79052186,0.20893326,0.7881739
부천부곡초등학교+도담유치원_북쪽.png,0.08358699,0.9181785,0.09819794,0.89850557
부천부흥초등학교+중앙유치원_북쪽.png,0.9925089,0.00739789,0.9749987,0.024663001
부천북초등학교_북쪽.png,0.17260605,0.8293552,0.6641854,0.3313821
부천삼성어린이집_북쪽.png,0.98456335,0.015403837,0.59249216,0.4075765
부천삼정초등학교_북쪽.png,0.22404584,0.7747495,0.14668491,0.85243344
부천서초등학교_북쪽.png,0.23980802,0.7615822,0.37968004,0.62034047
부천송일초등학교_북쪽.png,0.6098671,0.38699624,0.30709654,0.6913402
부천신흥초등학교_북쪽.png,0.004308045,0.9957102,0.0040819347,0.99572206
부천양지초등학교+부천부안초등학교_북쪽.png,0.4177988,0.5908324,0.16538957,0.8309258
부천여월초등학교+세상의중심가온어린이집_북쪽.png,0.47228998,0.5332477,0.2688413,0.7303734
부천일신초등학교+범박초등학교+멘사유치원+글로벌샤인유치원+예일유치원+복사초등학교_북쪽.png,0.09554988,0.9079729,0.2145507,0.78563035
부천초등학교_북쪽.png,0.9658679,0.034112275,0.7040898,0.29691774
부평초등학교(병설)_북쪽.png,0.75674534,0.24680349,0.71796656,0.28281748
북변어린이집_북쪽.png,0.9483925,0.051958352,0.8222457,0.17642051
분당어린이집_북쪽.png,0.9266169,0.07539004,0.89957464,0.09744093
분당중앙유치원_북쪽.png,0.99582565,0.00424096,0.95115435,0.047694087
분당초등학교_북쪽.png,0.9439319,0.05952552,0.41846967,0.5898207
분원초등학교_북쪽.png,0.01111424,0.98917085,0.023741722,0.97566736
불곡초등학교_북쪽.png,0.99179125,0.008286864,0.93507916,0.06460929
불정초등학교_북쪽.png,0.9829593,0.016521692,0.90074426,0.098689705
비둘기어린이집_북쪽.png,0.9973249,0.0026070774,0.7979393,0.19782734
비봉초등학교_북쪽.png,0.032239974,0.9684736,0.02474314,0.9753424
비산성모유치원_북쪽.png,0.74066424,0.2593571,0.49620602,0.5038756
비산어린이집_북쪽.png,0.8586181,0.14543337,0.690629,0.31084174
비산초등학교_북쪽.png,0.9711834,0.029393226,0.9680016,0.03137672
비손유치원_북쪽.png,0.9207114,0.08170521,0.8607712,0.14135733
비전초등학교_북쪽.png,0.029737592,0.97027457,0.013844311,0.9859824
빛가람유치원_북쪽.png,0.37025556,0.63357425,0.46633908,0.5313223
빛가온유치원_북쪽.png,0.9197885,0.08263093,0.63933605,0.36798468
빛가온초등학교_북쪽.png,0.969144,0.031131357,0.68084,0.31866565
빛나어린이집_북쪽.png,0.5512707,0.44763196,0.10449836,0.89602476
빛누리유치원-1구간_북쪽.png,0.45188972,0.55044204,0.35549986,0.6429105
빛여울유치원_북쪽.png,0.85839033,0.14034173,0.89596605,0.10311812
뽀뽀뽀유치원-1구간_북쪽.png,0.15961808,0.84492147,0.24997303,0.7507262
뽀뽀뽀유치원_북쪽.png,0.56510025,0.423683,0.29982644,0.6965082
뿌리_유치원_북쪽.png,0.039287537,0.9621695,0.035956174,0.96393394
사과나무어린이집_북쪽.png,0.22881195,0.7749331,0.19494498,0.8072021
사과나무유치원_북쪽.png,0.06079343,0.94062185,0.100922555,0.8995671
사관유치원_북쪽.png,0.5213801,0.48199692,0.28702465,0.7134227
사능초등학교(병설)_북쪽.png,0.7661184,0.23931652,0.49076048,0.5068305
사능푸른유치원_북쪽.png,0.06888139,0.93372285,0.052349567,0.9451572
사동초등학교_북쪽.png,0.57728946,0.4161857,0.21690169,0.7796385
사동초등학교_유치원_북쪽.png,0.57728946,0.4161857,0.21690169,0.7796385
사랑나무어린이집_북쪽.png,0.090774685,0.9108393,0.070026994,0.9293213
사랑뜰어린이집_북쪽.png,0.08608681,0.9150059,0.03592056,0.9629818
사랑아트+중동사랑아트유치원_북쪽.png,0.018711835,0.9816625,0.010238171,0.9897431
사랑유치원_북쪽.png,0.0401704,0.9607092,0.06573418,0.93252486
사우어린이집_북쪽.png,0.6876609,0.31667894,0.16410267,0.8330671
사우초교_북쪽.png,0.72393984,0.27511135,0.33155894,0.66118395
산곡초등학교_북쪽.png,0.0053396523,0.9946145,0.021823764,0.97720337
산남초교-1구간_북쪽.png,0.5360734,0.46568674,0.30524984,0.6980277
산내들유지원_북쪽.png,0.6548931,0.34376752,0.7221488,0.2807623
산내들유치원_북쪽.png,0.702632,0.29814202,0.4131149,0.57896405
산내뜰생태어린이집_북쪽.png,0.30153668,0.700943,0.262158,0.73763853
산내초교_북쪽.png,0.9561043,0.043961406,0.8531878,0.14400172
산들어린이집_북쪽.png,0.43464902,0.56291753,0.2866367,0.7131603
산들유치원_북쪽.png,0.010357887,0.9900341,0.010527015,0.9898493
산본스타어린이집_북쪽.png,0.06542334,0.9369383,0.06430325,0.9350029
산본어린이집_북쪽.png,0.49725285,0.5108017,0.59320277,0.4010703
산본유치원_북쪽.png,0.8702334,0.13247725,0.5205866,0.4743898
산본초교_북쪽.png,0.88397956,0.11975962,0.8423552,0.15774024
산북초등학교_북쪽.png,0.24689642,0.74665284,0.46838298,0.5235904
산성3어린이집_북쪽.png,0.8538548,0.14547092,0.42823485,0.5736663
산성어린이집_북쪽.png,0.14388505,0.8560545,0.24243656,0.7571968
산양초등학교_북쪽.png,0.8469112,0.15303922,0.7438885,0.2555727
산운초등학교_북쪽.png,0.74091697,0.25834244,0.95616806,0.043020368
산평초교병설유치원_북쪽.png,0.025192082,0.974905,0.036536366,0.9625896
산평초등학교_북쪽.png,0.025192082,0.974905,0.036536366,0.9625896
산현유치원_북쪽.png,0.9860797,0.013993472,0.912213,0.085745364
산호어린이집_북쪽.png,0.4891128,0.52373856,0.54104394,0.46421486
삼가초등학교(병설)_북쪽.png,0.8609858,0.14091188,0.9047322,0.09622967
삼덕초등학교_북쪽.png,0.49881372,0.5032988,0.12794182,0.86766315
삼미별하유치원_북쪽.png,0.9350349,0.065252006,0.73287725,0.2679149
삼미초등학교_북쪽.png,0.3318714,0.6669879,0.37716797,0.6245673
삼봉초등학교_북쪽.png,0.78061646,0.22594863,0.5321991,0.4685093
삼상초등학교_북쪽.png,0.04698828,0.9532806,0.03489843,0.96472144
삼성몬테소리_어린이집_북쪽.png,0.08993742,0.91134286,0.029214412,0.9701773
삼성어린이집_북쪽.png,0.92017734,0.08283326,0.93135846,0.06891987
삼성열린생태어린이집_북쪽.png,0.084136665,0.91832364,0.26714152,0.7378264
삼성유치원-1구간_북쪽.png,0.4188106,0.57790613,0.6442765,0.35852063
삼성유치원_북쪽.png,0.0691365,0.93109715,0.008216351,0.9916052
삼성초교(병설)_북쪽.png,0.27300656,0.7240361,0.18481869,0.81472933
삼송초등학교_북쪽.png,0.124343574,0.87873536,0.012334317,0.9877269
삼숭초등학교_북쪽.png,0.9063023,0.095051646,0.9302246,0.0698303
삼오유치원_북쪽.png,0.45681182,0.54258734,0.43327317,0.5652919
삼일_초등학교_북쪽.png,0.8122057,0.18474248,0.55825585,0.44395676
삼죽초교병설유치원_북쪽.png,0.3125034,0.6889101,0.17947814,0.81888056
삼죽초등학교_북쪽.png,0.3125034,0.6889101,0.17947814,0.81888056
삼평어린이집_북쪽.png,0.5923061,0.40605876,0.69403756,0.30919963
삼흥유치원_북쪽.png,0.96966046,0.029586375,0.91048443,0.08969295
상대원초등학교_북쪽.png,0.20583484,0.7956984,0.33007234,0.66170037
상동초등학교+상원초등학교+민영유치원+복사골문화센터어린이집_북쪽.png,0.9103694,0.09030232,0.810204,0.18817633
상록_초등학교_북쪽.png,0.8741326,0.12528124,0.32558715,0.6733872
상록어린이집_북쪽.png,0.8064772,0.1925559,0.76561236,0.23664051
상률초교-1구간_북쪽.png,0.866886,0.13492835,0.87300926,0.12774959
상리초등학교_북쪽.png,0.12427288,0.87623644,0.17751002,0.8220883
상면초등학교_북쪽.png,0.37203372,0.6332191,0.2557673,0.73746634
상명유치원_북쪽.png,0.059576064,0.9414449,0.04405704,0.95457387
상미초등학교_북쪽.png,0.955502,0.044152617,0.6024754,0.39624673
상봉초등학교_북쪽.png,0.9307029,0.073281586,0.66097987,0.3414297
상색초등학교_북쪽.png,0.10870075,0.89110744,0.30171338,0.69348794
상수초등학교_북쪽.png,0.40758607,0.593392,0.7153089,0.2858059
상신초등학교_북쪽.png,0.99035835,0.009552389,0.94298697,0.055838525
상원초등학교_북쪽.png,0.2390905,0.76478004,0.41150194,0.58714235
상은유치원-1구간_북쪽.png,0.08035216,0.91919893,0.07906848,0.92162025
상지초등학교_북쪽.png,0.2246126,0.774166,0.10316172,0.89517033
상천초등학교_북쪽.png,0.012794644,0.98676765,0.05953288,0.93970764
상촌초교-1구간_북쪽.png,0.49704024,0.514278,0.35321933,0.6473057
상탑초등학교_북쪽.png,0.99454474,0.005599797,0.9093114,0.09111637
상패어린이집_북쪽.png,0.8256637,0.17417654,0.3628331,0.6381811
상패초등학교_북쪽.png,0.121489316,0.879081,0.10105339,0.89838004
상품초등학교_북쪽.png,0.10292062,0.89951044,0.15144607,0.84528065
상하초등학교_북쪽.png,0.6784476,0.33146787,0.63883495,0.36295223
상현초등학교_북쪽.png,0.81194806,0.19168389,0.3900242,0.6120869
새금초교(병설)_북쪽.png,0.8831014,0.12223199,0.83620507,0.16396582
새동그라미어린이집_북쪽.png,0.12749147,0.87553585,0.24655017,0.75361466
새롬_어린이집_북쪽.png,0.103447884,0.9021211,0.061348796,0.9402575
새롬어린이집_북쪽.png,0.6444695,0.36195683,0.32484955,0.67484754
새롬유치원_북쪽.png,0.94316614,0.056980133,0.7495109,0.24707758
새말초등학교_북쪽.png,0.7154901,0.28691375,0.467134,0.5307567
새밀알어린이집-1구간_북쪽.png,0.025583237,0.9753629,0.09970322,0.89925593
새별나라어린이집_북쪽.png,0.017394602,0.9829922,0.011754781,0.98783433
새보화어린이집_북쪽.png,0.86428535,0.13902485,0.32649583,0.67206615
새봄유치원_북쪽.png,0.025526345,0.97399884,0.05058688,0.95044005
새봄초등학교_북쪽.png,0.0051416755,0.99491286,0.0057356358,0.99444366
새빛유치원_북쪽.png,0.37955678,0.6228825,0.10555884,0.89558613
새빛초등학교_북쪽.png,0.979425,0.020771354,0.85180783,0.14746472
새솔유치원_북쪽.png,0.9732445,0.027867466,0.680318,0.32401922
새솔초등학교_북쪽.png,0.9673059,0.03220585,0.7318255,0.26886448
새솔학교_북쪽.png,0.90205765,0.09707016,0.6688166,0.32999653
새시대어린이집_북쪽.png,0.029124498,0.9707868,0.012349427,0.9874097
새싹뜰어린이집_북쪽.png,0.9116223,0.089723885,0.62523425,0.3782151
새싹어린이집_북쪽.png,0.0140585005,0.9862822,0.07909614,0.92246354
새싹유치원_북쪽.png,0.08346814,0.9170586,0.06631842,0.9335046
새아란유치원_북쪽.png,0.8239943,0.17569238,0.5843616,0.41859606
새알곡유치원-1구간_북쪽.png,0.34824145,0.65822774,0.34449828,0.6554631
새얼학교_북쪽.png,0.024900466,0.9750571,0.13512713,0.86855006
새예솔어린이집_북쪽.png,0.4453095,0.5629097,0.38558826,0.6135683
새온빛어린이집_북쪽.png,0.0612078,0.93897593,0.20173517,0.7997401
새음학교_북쪽.png,0.22138143,0.7815491,0.08910805,0.91303813
색동어린이집_북쪽.png,0.025782645,0.9745731,0.1043036,0.89562917
샘내어린이집_북쪽.png,0.39670593,0.60858047,0.3057329,0.6945822
샘말초등학교_북쪽.png,0.9844792,0.015489787,0.9500716,0.05069393
샘모루초등학교_북쪽.png,0.59923923,0.4082167,0.29545775,0.6977838
샘솔유치원_북쪽.png,0.032289624,0.9689627,0.01908508,0.98024726
샘재유치원_북쪽.png,0.91200876,0.08784145,0.59795487,0.40292034
샘터유치원_북쪽.png,0.119576514,0.88211787,0.43833664,0.5604442
샛별어린이집_북쪽.png,0.12475324,0.8781729,0.05311966,0.94724786
샛별유치원_북쪽.png,0.9838,0.016550034,0.7901973,0.20793894
샛별초등학교(병설)_북쪽.png,0.84247035,0.1583325,0.43801484,0.5627889
생각을키우는_유치원_북쪽.png,0.039667964,0.9602386,0.022319257,0.97804314
생금초등학교_북쪽.png,0.060732126,0.9380604,0.07194799,0.93022543
생연초등학교_북쪽.png,0.0522106,0.9495145,0.01617542,0.9838578
생크림어린이집_북쪽.png,0.017418712,0.9819523,0.0049006045,0.9950016
샬롬어린이집-1구간_북쪽.png,0.6696017,0.32925957,0.21429947,0.7829662
서_초등학교_북쪽.png,0.73417497,0.2651081,0.15538675,0.8460524
서경초등학교_북쪽.png,0.18575388,0.8148107,0.571766,0.43410406
서광어린이집_북쪽.png,0.9047284,0.09353116,0.8830446,0.11662763
서농초등학교_북쪽.png,0.9924873,0.0075818896,0.9118137,0.089374155
서당초등학교_북쪽.png,0.69857645,0.31184378,0.59141445,0.41746542
서룡초등학교(병설)_북쪽.png,0.5032121,0.501077,0.9058031,0.094859004
서머힐어린이집_북쪽.png,0.8128111,0.19023976,0.5907926,0.40932724
서면초등학교_북쪽.png,0.036942035,0.96204954,0.18317783,0.8173658
서부초등학교_북쪽.png,0.4442256,0.5581461,0.29729173,0.6999897
서신초등학교_북쪽.png,0.91260684,0.0907315,0.48680717,0.5106491
서암어린이집_북쪽.png,0.19977137,0.7989019,0.2122261,0.78747946
서암초교_북쪽.png,0.17385775,0.8255156,0.16096082,0.8413983
서암초병설유치원_북쪽.png,0.17385775,0.8255156,0.16096082,0.8413983
서연유치원_북쪽.png,0.9681111,0.031868935,0.9616602,0.03905627
서연초등학교_북쪽.png,0.05609125,0.94481677,0.18515715,0.8156224
서운어린이집_북쪽.png,0.02597186,0.97412694,0.023475707,0.97612154
서운초교병설유치원_북쪽.png,0.21493396,0.78609097,0.32656574,0.6713618
서운초등학교_북쪽.png,0.21493396,0.78609097,0.32656574,0.6713618
서울국제학교_북쪽.png,0.25118303,0.7440554,0.116102904,0.8827244
서울자유발도르프학교_북쪽.png,0.9297584,0.07149947,0.68893975,0.3130728
서울특별시_강남구_대치동(YH과학학원_부근)_01.png,0.2058805,0.79029554,0.08149794,0.9177922
서울특별시_강남구_대치동(대치사거리_부근)_01.png,0.9981672,0.0018010736,0.81730783,0.18230563
서울특별시_강남구_대치동(대치삼성아파트앞교차로_부근)_01.png,0.7857069,0.21721157,0.27577594,0.7257091
서울특별시_강남구_대치동(대치역_부근)_01.png,0.9806149,0.019285977,0.8211379,0.17703012
서울특별시_강남구_대치동(대치역사거리_부근)_01.png,0.9149842,0.08685693,0.80213463,0.19115189
서울특별시_강남구_대치동(대치초교_부근)_01.png,0.119392335,0.8818419,0.26877344,0.726375
서울특별시_강남구_대치동(도성초교교차로_부근)_01.png,0.022986561,0.9770012,0.035179317,0.96527785
서울특별시_강남구_대치동(서울도곡초교_부근)_01.png,0.39812604,0.60074276,0.11142865,0.8897072
서울특별시_강남구_대치동(청실종합상가_부근)_01.png,0.9900671,0.009885907,0.8035618,0.19918722
서울특별시_강남구_도곡동(경남아파트_부근)_01.png,0.8231821,0.17690697,0.22847438,0.7704408
서울특별시_강남구_도곡동(서울대도초교_부근)_01.png,0.32361662,0.6805649,0.22004175,0.77981997
서울특별시_강남구_도곡동(언주초교_부근)_01.png,0.8020251,0.20023113,0.8450105,0.15317965
서울특별시_강남구_도곡동(언주초교_부근)_02.png,0.8020251,0.20023113,0.8450105,0.15317965
서울특별시_강남구_도곡동(한티역교차로_부근)_01.png,0.596535,0.41074347,0.16211298,0.84006804
서울특별시_강남구_삼성동(포그니어린이집_부근)_01.png,0.87833536,0.120262414,0.7903663,0.2090598
서울특별시_강남구_세곡동(세곡푸르지오_앞_교차로_부근)_01.png,0.8408525,0.15713865,0.7884072,0.21514595
서울특별시_강남구_역삼동(상지리츠빌1차_부근)_01.png,0.8563523,0.13916108,0.70799464,0.28743398
서울특별시_강남구_역삼동(한솔필리아_부근)_01.png,0.9898075,0.010130256,0.9610003,0.0388034
서울특별시_강남구_자곡동(자곡초교_부근)_01.png,0.8996471,0.10433689,0.8816956,0.12026581
서울특별시_강남구_청담동(서울언북초교_부근)_01.png,0.41917038,0.58098483,0.45763403,0.54224604
서울특별시_강남구_청담동(서울언북초교_부근)_02.png,0.37747842,0.62492335,0.79396594,0.20895493
서울특별시_강남구_청담동(청담e편한세상3차아파트_부근)_01.png,0.33767632,0.66305697,0.17077148,0.8306836
서울특별시_강동구_길동(길동초교_부근)_01.png,0.53249407,0.47001347,0.2993511,0.70013976
서울특별시_강동구_길동(길동초교_부근)_02.png,0.92163074,0.0768033,0.73467565,0.26172101
서울특별시_강동구_길동(나래하우스빌라_부근)_01.png,0.16782692,0.83522654,0.07861215,0.9211173
서울특별시_강동구_명일동(명일동사무소_부근)_01.png,0.90638256,0.096094996,0.4166452,0.5866915
서울특별시_강동구_명일동(명일여고앞교차로_부근)_01.png,0.8117534,0.18369317,0.6271975,0.372099
서울특별시_강동구_명일동(삼환아파트_부근)_01.png,0.73130876,0.26704448,0.38373625,0.6200777
서울특별시_강동구_명일동_대명초등학교_부근_01.png,0.23094195,0.7687563,0.22053674,0.7830511
서울특별시_강동구_성내동(강동_삼성아파트_부근)_01.png,0.85212445,0.15091643,0.39888662,0.6029782
서울특별시_강동구_성내동(강동농협둔촌지소_부근)_01.png,0.20959264,0.7863757,0.11172047,0.8866551
