연번,위도,경도,보호구역아이디,시도명,시군구명,대상시설명,관할경찰서명,데이터기준일자,이미지명,비고
"67",37.3483120000,127.1161880000,성남-01-009,경기도,성남시 분당구,성남미금초등학교,분당경찰서,"2022-08-17",성남-01-009-F-04.jpeg,""
"68",37.3465210000,127.1164780000,성남-01-009,경기도,성남시 분당구,성남미금초등학교,분당경찰서,"2022-08-17",성남-01-009-F-05.jpeg,""
"69",37.3464150000,127.1157250000,성남-01-009,경기도,성남시 분당구,성남미금초등학교,분당경찰서,"2022-08-17",성남-01-009-F-06.jpeg,""
"70",37.3712270000,127.1117280000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-01.jpeg,""
"71",37.3712130000,127.1118180000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-02.jpeg,""
"72",37.3714790000,127.1118460000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-03.jpeg,""
"73",37.3714610000,127.1119370000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-04.jpeg,""
"74",37.3720110000,127.1123040000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-05.jpeg,""
"75",37.3721270000,127.1124290000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-06.jpeg,""
"76",37.3720810000,127.1125130000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-07.jpeg,""
"77",37.3720740000,127.1121010000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-08.jpeg,""
"78",37.3716460000,127.1119680000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-09.jpeg,""
"79",37.3716310000,127.1120330000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-10.jpeg,""
"80",37.3715150000,127.1122830000,성남-01-010,경기도,성남시 분당구,백현초등학교,분당경찰서,"2022-08-25",성남-01-010-F-11.jpeg,""
"81",37.3791270000,127.1303740000,성남-01-011,경기도,성남시 분당구,분당초등학교,분당경찰서,"2022-08-31",성남-01-011-F-01.jpeg,""
"82",37.3780450000,127.1318630000,성남-01-011,경기도,성남시 분당구,분당초등학교,분당경찰서,"2022-08-31",성남-01-011-F-02.jpeg,""
"83",37.4188170000,127.1314810000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-01.jpeg,""
"84",37.4189640000,127.1323810000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-02.jpeg,""
"85",37.4192910000,127.1323830000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-03.jpeg,""
"86",37.4197280000,127.1323840000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-04.jpeg,""
"87",37.4197280000,127.1324180000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-05.jpeg,""
"88",37.4195030000,127.1324460000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-06.jpeg,""
"89",37.4192910000,127.1324230000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-07.jpeg,""
"90",37.4189640000,127.1324160000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-08.jpeg,""
"91",37.4188120000,127.1331790000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-09.jpeg,""
"92",37.4187860000,127.1347970000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-10.jpeg,""
"93",37.4186180000,127.1358730000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-11.jpeg,""
"94",37.4187050000,127.1347880000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-12.jpeg,""
"95",37.4187290000,127.1331790000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-13.jpeg,""
"96",37.4187350000,127.1314810000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-14.jpeg,""
"97",37.4180170000,127.1338750000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-15.jpeg,""
"98",37.4180170000,127.1339930000,성남-01-012,경기도,성남시 중원구,성남여수초등학교,성남중원경찰서,"2022-07-27",성남-01-012-F-16.jpeg,""
"99",37.3614250000,127.1149530000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-01.jpeg,""
"100",37.3619890000,127.1147220000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-02.jpeg,""
"101",37.3616650000,127.1134970000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-03.jpeg,""
"102",37.3617420000,127.1135210000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-04.jpeg,""
"103",37.3617130000,127.1138340000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-05.jpeg,""
"104",37.3617550000,127.1145410000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-06.jpeg,""
"105",37.3616640000,127.1145410000,성남-01-013,경기도,성남시 분당구,탄천초등학교,분당경찰서,"2022-08-17",성남-01-013-F-07.jpeg,""
"106",37.4055350000,127.1274550000,성남-01-014,경기도,성남시 분당구,하탑초등학교,분당경찰서,"2022-08-31",성남-01-014-F-01.jpeg,""
"107",37.4053370000,127.1269810000,성남-01-014,경기도,성남시 분당구,하탑초등학교,분당경찰서,"2022-08-31",성남-01-014-F-02.jpeg,""
"108",37.4053510000,127.1268110000,성남-01-014,경기도,성남시 분당구,하탑초등학교,분당경찰서,"2022-08-31",성남-01-014-F-03.jpeg,""
"109",37.4074270000,127.1253320000,성남-01-014,경기도,성남시 분당구,하탑초등학교,분당경찰서,"2022-08-31",성남-01-014-F-04.jpeg,""
"110",37.3569440000,127.1059470000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-01.jpeg,""
"111",37.3573410000,127.1060630000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-02.jpeg,""
"112",37.3577840000,127.1059340000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-03.jpeg,""
"113",37.3580950000,127.1059340000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-04.jpeg,""
"114",37.3581020000,127.1060510000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-05.jpeg,""
"115",37.3588770000,127.1059380000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-06.jpeg,""
"116",37.3588750000,127.1060540000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-07.jpeg,""
"117",37.3593310000,127.1059390000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-08.jpeg,""
"118",37.3593270000,127.1060350000,성남-01-015,경기도,성남시 분당구,늘푸른초등학교,분당경찰서,"2022-08-25",성남-01-015-F-09.jpeg,""
"119",37.3959890000,127.1169180000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-01.jpeg,""
"120",37.3961890000,127.1174210000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-02.jpeg,""
"121",37.3962360000,127.1174210000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-03.jpeg,""
"122",37.3961770000,127.1183870000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-04.jpeg,""
"123",37.3953590000,127.1184220000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-05.jpeg,""
"124",37.3944110000,127.1184860000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-06.jpeg,""
"125",37.3947930000,127.1167240000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-07.jpeg,""
"126",37.3950560000,127.1167240000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-08.jpeg,""
"127",37.3946370000,127.1169270000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-09.jpeg,""
"128",37.3957690000,127.1185020000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-10.jpeg,""
"129",37.3957690000,127.1184230000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-11.jpeg,""
"130",37.3961750000,127.1168140000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-12.jpeg,""
"131",37.3953590000,127.1185010000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-13.jpeg,""
"132",37.3962170000,127.1184660000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-14.jpeg,""
"133",37.3947660000,127.1184970000,성남-01-016,경기도,성남시 분당구,보평초등학교,분당경찰서,"2022-07-27",성남-01-016-F-15.jpeg,""
"134",37.3907760000,127.0792960000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-01.jpeg,""
"135",37.3906810000,127.0795020000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-02.jpeg,""
"136",37.3906070000,127.0798310000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-03.jpeg,""
"137",37.3902970000,127.0811710000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-04.jpeg,""
"138",37.3901930000,127.0815770000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-05.jpeg,""
"139",37.3903850000,127.0813570000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-06.jpeg,""
"140",37.3896890000,127.0811410000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-07.jpeg,""
"141",37.3895880000,127.0808250000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-08.jpeg,""
"142",37.3894570000,127.0808450000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-09.jpeg,""
"143",37.3892710000,127.0811310000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-10.jpeg,""
"144",37.3887750000,127.0809340000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-11.jpeg,""
"145",37.3886610000,127.0809540000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-12.jpeg,""
"146",37.3886760000,127.0808810000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-13.jpeg,""
"147",37.3888540000,127.0806490000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-14.jpeg,""
"148",37.3889460000,127.0806890000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-15.jpeg,""
"149",37.3885710000,127.0805920000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-16.jpeg,""
"150",37.3886150000,127.0806350000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-17.jpeg,""
"151",37.3886690000,127.0800480000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-18.jpeg,""
"152",37.3887260000,127.0800730000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-19.jpeg,""
"153",37.3889070000,127.0788590000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-20.jpeg,""
"154",37.3889710000,127.0789080000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-21.jpeg,""
"155",37.3892750000,127.0769630000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-22.jpeg,""
"156",37.3893360000,127.0769740000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-23.jpeg,""
"157",37.3890150000,127.0755280000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-24.jpeg,""
"158",37.3894990000,127.0755710000,성남-01-017,경기도,성남시 분당구,산운초등학교,분당경찰서,"2022-09-02",성남-01-017-F-25.jpeg,""
"159",37.3915120000,127.0686260000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-01.jpeg,""
"160",37.3910640000,127.0680110000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-02.jpeg,""
"161",37.3918590000,127.0680070000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-03.jpeg,""
"162",37.3918530000,127.0680870000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-04.jpeg,""
"163",37.3920880000,127.0680380000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-05.jpeg,""
"164",37.3920830000,127.0681190000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-06.jpeg,""
"165",37.3922510000,127.0681490000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-07.jpeg,""
"166",37.3922580000,127.0680750000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-08.jpeg,""
"167",37.3926650000,127.0666230000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-09.jpeg,""
"168",37.3926460000,127.0668310000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-10.jpeg,""
"169",37.3926070000,127.0674390000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-11.jpeg,""
"170",37.3925840000,127.0674390000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-12.jpeg,""
"171",37.3927660000,127.0687740000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-13.jpeg,""
"172",37.3928220000,127.0687220000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-14.jpeg,""
"173",37.3929710000,127.0692110000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-15.jpeg,""
"174",37.3930150000,127.0691680000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-16.jpeg,""
"175",37.3930370000,127.0694460000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-17.jpeg,""
"176",37.3930930000,127.0694280000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-18.jpeg,""
"177",37.3929780000,127.0702040000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-19.jpeg,""
"178",37.3929750000,127.0702540000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-20.jpeg,""
