연번,위도,경도,보호구역아이디,시도명,시군구명,대상시설명,관할경찰서명,데이터기준일자,이미지명,비고
"179",37.3919160000,127.0696270000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-21.jpeg,""
"180",37.3919520000,127.0696310000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-22.jpeg,""
"181",37.3928580000,127.0692130000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-23.jpeg,""
"182",37.3931150000,127.0701690000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-24.jpeg,""
"183",37.3931710000,127.0701760000,성남-01-018,경기도,성남시 분당구,운중초등학교,분당경찰서,"2022-09-01",성남-01-018-F-25.jpeg,""
"184",37.3925950000,127.0983030000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-01.jpeg,""
"185",37.3945030000,127.0982350000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-02.jpeg,""
"186",37.3947260000,127.0986650000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-03.jpeg,""
"187",37.3947130000,127.0999660000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-04.jpeg,""
"188",37.3948770000,127.0981180000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-05.jpeg,""
"189",37.3948280000,127.1002460000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-06.jpeg,""
"190",37.3945780000,127.1003270000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-07.jpeg,""
"191",37.3934920000,127.1001450000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-08.jpeg,""
"192",37.3927310000,127.0999970000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-09.jpeg,""
"193",37.3924790000,127.0998020000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-10.jpeg,""
"194",37.3929410000,127.0997520000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-11.jpeg,""
"195",37.3927350000,127.0986480000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-12.jpeg,""
"196",37.3937240000,127.0997560000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-13.jpeg,""
"197",37.3934720000,127.0995070000,성남-01-019,경기도,성남시 분당구,낙생초등학교,분당경찰서,"2022-08-25",성남-01-019-F-14.jpeg,""
"198",37.3863440000,127.1116810000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-01.jpeg,""
"199",37.3878560000,127.1106070000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-02.jpeg,""
"200",37.3880050000,127.1111840000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-03.jpeg,""
"201",37.3880450000,127.1116470000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-04.jpeg,""
"202",37.3876170000,127.1113550000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-05.jpeg,""
"203",37.3872230000,127.1113520000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-06.jpeg,""
"204",37.3868310000,127.1113570000,성남-01-020,경기도,성남시 분당구,신백현초등학교,분당경찰서,"2022-08-11",성남-01-020-F-07.jpeg,""
"205",37.3907710000,127.1167310000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-01.jpeg,""
"206",37.3902490000,127.1169020000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-02.jpeg,""
"207",37.3887710000,127.1163520000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-03.jpeg,""
"208",37.3881290000,127.1154060000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-04.jpeg,""
"209",37.3884980000,127.1158350000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-05.jpeg,""
"210",37.3893040000,127.1165450000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-06.jpeg,""
"211",37.3878380000,127.1132490000,성남-01-021,경기도,성남시 분당구,성남화랑초등학교,분당경찰서,"2022-08-29",성남-01-021-F-07.jpeg,""
"212",37.4616980000,127.1706480000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-01.jpeg,""
"213",37.4614740000,127.1709360000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-02.jpeg,""
"214",37.4607560000,127.1706520000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-03.jpeg,""
"215",37.4602770000,127.1700740000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-04.jpeg,""
"216",37.4602550000,127.1699840000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-05.jpeg,""
"217",37.4599460000,127.1696230000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-06.jpeg,""
"218",37.4605860000,127.1691360000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-07.jpeg,""
"219",37.4600360000,127.1683880000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-08.jpeg,""
"220",37.4607490000,127.1690920000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-09.jpeg,""
"221",37.4611310000,127.1698620000,성남-01-022,경기도,성남시 중원구,성남은행초등학교,성남중원경찰서,"2022-08-04",성남-01-022-F-10.jpeg,""
"222",37.4364570000,127.1417980000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-01.jpeg,""
"223",37.4368810000,127.1422740000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-02.jpeg,""
"224",37.4366040000,127.1436120000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-03.jpeg,""
"225",37.4364180000,127.1430020000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-04.jpeg,""
"226",37.4363220000,127.1422810000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-05.jpeg,""
"227",37.4356950000,127.1428110000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-06.jpeg,""
"228",37.4354420000,127.1434810000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-07.jpeg,""
"229",37.4350380000,127.1417190000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-08.jpeg,""
"230",37.4357240000,127.1411280000,성남-01-023,경기도,성남시 중원구,성남중앙초등학교,성남중원경찰서,"2022-08-26",성남-01-023-F-09.jpeg,""
"231",37.4413710000,127.1617210000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-01.jpeg,""
"232",37.4411750000,127.1611880000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-02.jpeg,""
"233",37.4419390000,127.1622630000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-03.jpeg,""
"234",37.4423480000,127.1616510000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-04.jpeg,""
"235",37.4420860000,127.1609510000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-05.jpeg,""
"236",37.4417770000,127.1610980000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-06.jpeg,""
"237",37.4425410000,127.1606850000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-07.jpeg,""
"238",37.4424010000,127.1597110000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-08.jpeg,""
"239",37.4405960000,127.1598420000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-09.jpeg,""
"240",37.4415620000,127.1599280000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-10.jpeg,""
"241",37.4423190000,127.1594570000,성남-01-024,경기도,성남시 중원구,단남초등학교,성남중원경찰서,"2022-08-22",성남-01-024-F-11.jpeg,""
"242",37.4364340000,127.1551520000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-F-01.jpeg,""
"243",37.4373190000,127.1569450000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-F-02.jpeg,""
"244",37.4373440000,127.1553210000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-F-03.jpeg,""
"245",37.4373570000,127.1541110000,성남-01-025,경기도,성남시 중원구,대원초등학교,성남중원경찰서,"2022-08-31",성남-01-025-F-04.jpeg,""
"246",37.4390160000,127.1646190000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-F-01.jpeg,""
"247",37.4385010000,127.1630760000,성남-01-026,경기도,성남시 중원구,대일초등학교,성남중원경찰서,"2022-08-11",성남-01-026-F-02.jpeg,""
"248",37.4313260000,127.1510820000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-01.jpeg,""
"249",37.4328930000,127.1504560000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-02.jpeg,""
"250",37.4308060000,127.1514120000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-03.jpeg,""
"251",37.4307830000,127.1518130000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-04.jpeg,""
"252",37.4309850000,127.1521410000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-05.jpeg,""
"253",37.4305520000,127.1523070000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-06.jpeg,""
"254",37.4309710000,127.1525480000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-07.jpeg,""
"255",37.4304990000,127.1515210000,성남-01-027,경기도,성남시 중원구,대하초등학교,성남중원경찰서,"2022-09-01",성남-01-027-F-08.jpeg,""
"256",37.4367670000,127.1469860000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-01.jpeg,""
"257",37.4367510000,127.1470110000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-02.jpeg,""
"258",37.4369220000,127.1473760000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-03.jpeg,""
"259",37.4371890000,127.1479580000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-04.jpeg,""
"260",37.4371640000,127.1479750000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-05.jpeg,""
"261",37.4374880000,127.1486880000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-06.jpeg,""
"262",37.4374450000,127.1487160000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-07.jpeg,""
"263",37.4370840000,127.1489470000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-08.jpeg,""
"264",37.4368410000,127.1490850000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-09.jpeg,""
"265",37.4368540000,127.1491310000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-10.jpeg,""
"266",37.4360430000,127.1496570000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-11.jpeg,""
"267",37.4360490000,127.1497080000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-12.jpeg,""
"268",37.4362970000,127.1494990000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-13.jpeg,""
"269",37.4365320000,127.1493020000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-14.jpeg,""
"270",37.4365450000,127.1493410000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-15.jpeg,""
"271",37.4372690000,127.1487980000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-16.jpeg,""
"272",37.4372810000,127.1488430000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-17.jpeg,""
"273",37.4376110000,127.1489790000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-18.jpeg,""
"274",37.4376290000,127.1489680000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-19.jpeg,""
"275",37.4376470000,127.1495070000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-20.jpeg,""
"276",37.4376780000,127.1494910000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-21.jpeg,""
"277",37.4380850000,127.1505170000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-22.jpeg,""
"278",37.4380580000,127.1505620000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-23.jpeg,""
"279",37.4385710000,127.1512580000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-24.jpeg,""
"280",37.4390750000,127.1510270000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-25.jpeg,""
"281",37.4396660000,127.1503390000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-26.jpeg,""
"282",37.4396890000,127.1504520000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-27.jpeg,""
"283",37.4401080000,127.1500580000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-28.jpeg,""
"284",37.4416230000,127.1526090000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-29.jpeg,""
"285",37.4405610000,127.1500290000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-30.jpeg,""
"286",37.4396670000,127.1479980000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-31.jpeg,""
"287",37.4393260000,127.1472110000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-32.jpeg,""
"288",37.4395840000,127.1480250000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-33.jpeg,""
"289",37.4392560000,127.1472820000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-34.jpeg,""
"290",37.4377110000,127.1458810000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-35.jpeg,""
"291",37.4368280000,127.1464950000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-36.jpeg,""
"292",37.4367720000,127.1464150000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-37.jpeg,""
"293",37.4376420000,127.1458150000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-38.jpeg,""
"294",37.4390610000,127.1468690000,성남-01-028,경기도,성남시 중원구,성남제일초등학교,성남중원경찰서,"2022-08-31",성남-01-028-F-39.jpeg,""
"295",37.4520420000,127.1497580000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-01.jpeg,""
"296",37.4520730000,127.1501170000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-02.jpeg,""
"297",37.4524560000,127.1504090000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-03.jpeg,""
"298",37.4520710000,127.1501820000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-04.jpeg,""
"299",37.4524420000,127.1504710000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-05.jpeg,""
"300",37.4523520000,127.1509310000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-06.jpeg,""
"301",37.4520430000,127.1513910000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-07.jpeg,""
"302",37.4511680000,127.1517340000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-08.jpeg,""
"303",37.4509440000,127.1511260000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-09.jpeg,""
"304",37.4516320000,127.1503190000,성남-01-029,경기도,성남시 수정구,성남북초등학교,성남수정경찰서,"2022-08-17",성남-01-029-F-10.jpeg,""
"305",37.4398570000,127.1322220000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-01.jpeg,""
"306",37.4395530000,127.1323680000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-02.jpeg,""
"307",37.4382070000,127.1331210000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-03.jpeg,""
"308",37.4372720000,127.1335590000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-04.jpeg,""
"309",37.4360640000,127.1341220000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-05.jpeg,""
"310",37.4367430000,127.1310950000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-06.jpeg,""
"311",37.4367840000,127.1326820000,성남-01-030,경기도,성남시 수정구,성남수정초등학교,성남수정경찰서,"2022-08-11",성남-01-030-F-07.jpeg,""
"312",37.4442140000,127.1352450000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-01.jpeg,""
"313",37.4439010000,127.1335750000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-02.jpeg,""
"314",37.4438360000,127.1333850000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-03.jpeg,""
"315",37.4436610000,127.1327580000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-04.jpeg,""
"316",37.4448810000,127.1319830000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-05.jpeg,""
"317",37.4445140000,127.1350010000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-06.jpeg,""
"318",37.4454450000,127.1318220000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-07.jpeg,""
"319",37.4454790000,127.1319480000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-08.jpeg,""
"320",37.4455330000,127.1321410000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-09.jpeg,""
"321",37.4459470000,127.1335560000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-10.jpeg,""
"322",37.4458270000,127.1324650000,성남-01-031,경기도,성남시 수정구,수진초등학교,성남수정경찰서,"2022-09-01",성남-01-031-F-11.jpeg,""
"323",37.4451450000,127.1483480000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-01.jpeg,""
"324",37.4454640000,127.1489110000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-02.jpeg,""
"325",37.4455270000,127.1488550000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-03.jpeg,""
"326",37.4470920000,127.1493020000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-04.jpeg,""
"327",37.4464840000,127.1493410000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-05.jpeg,""
"328",37.4464950000,127.1494530000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-06.jpeg,""
"329",37.4457880000,127.1492370000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-07.jpeg,""
"330",37.4458260000,127.1491580000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-08.jpeg,""
"331",37.4455170000,127.1513440000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-09.jpeg,""
"332",37.4450740000,127.1509140000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-10.jpeg,""
"333",37.4449590000,127.1507240000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-11.jpeg,""
"334",37.4447480000,127.1505340000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-12.jpeg,""
"335",37.4453110000,127.1472610000,성남-01-032,경기도,성남시 수정구,희망대초등학교,성남수정경찰서,"2022-08-11",성남-01-032-F-13.jpeg,""
"336",37.4480170000,127.1283940000,성남-01-033,경기도,성남시 수정구,성남서초등학교,성남수정경찰서,"2022-08-11",성남-01-033-F-01.jpeg,""
"337",37.4489530000,127.1315090000,성남-01-033,경기도,성남시 수정구,성남서초등학교,성남수정경찰서,"2022-08-11",성남-01-033-F-02.jpeg,""
"338",37.4479240000,127.1274190000,성남-01-033,경기도,성남시 수정구,성남서초등학교,성남수정경찰서,"2022-08-11",성남-01-033-F-03.jpeg,""
"339",37.4477330000,127.1287090000,성남-01-033,경기도,성남시 수정구,성남서초등학교,성남수정경찰서,"2022-08-11",성남-01-033-F-04.jpeg,""
"340",37.4480340000,127.1275460000,성남-01-033,경기도,성남시 수정구,성남서초등학교,성남수정경찰서,"2022-08-11",성남-01-033-F-05.jpeg,""
"341",37.4494420000,127.1434560000,성남-01-034,경기도,성남시 수정구,성남신흥초등학교,성남수정경찰서,"2022-08-29",성남-01-034-F-01.jpeg,""
"342",37.4491810000,127.1429420000,성남-01-034,경기도,성남시 수정구,성남신흥초등학교,성남수정경찰서,"2022-08-29",성남-01-034-F-02.jpeg,""
"343",37.4523010000,127.1589720000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-01.jpeg,""
"344",37.4522740000,127.1589690000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-02.jpeg,""
"345",37.4529980000,127.1583440000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-03.jpeg,""
"346",37.4532950000,127.1584680000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-04.jpeg,""
"347",37.4526270000,127.1577920000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-05.jpeg,""
"348",37.4527240000,127.1574080000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-06.jpeg,""
"349",37.4528390000,127.1570070000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-07.jpeg,""
"350",37.4529840000,127.1565470000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-08.jpeg,""
"351",37.4533180000,127.1563240000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-09.jpeg,""
"352",37.4532730000,127.1562960000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-10.jpeg,""
"353",37.4539810000,127.1555260000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-11.jpeg,""
"354",37.4539540000,127.1554920000,성남-01-035,경기도,성남시 수정구,단대초등학교,성남수정경찰서,"2022-08-04",성남-01-035-F-12.jpeg,""
