,image,p_wide,p_narrow,p_barrier_yes,p_barrier_no,시설물명,road_width_relative,sidewalk_ratio,parked_density,위도,경도,도로안전표지,도로적색표면,무단횡단방지펜스,무인교통단속카메라,보호구역표지판,생활안전CCTV,신호등,옐로카펫,횡단보도,동,발생건수,사상자수,사망및중상자수,사망자수,중상자수,경상자수,총인구수,0~4세,5~9세,10~14세,어린이 총인구,어린이 비율(%),accident_label
59,성마르코유치원_북쪽.png,0.27112055,0.735145,0.32435754,0.68606335,성마르코유치원,0.32539874,0.1989497213326809,1,37.410832,127.133182,4,8,6,0,17,23,8,0,6,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0
60,성수초등학교_북쪽.png,0.16070604,0.8375927,0.13041168,0.86775684,성수초등학교,0.30538607,0.0,2,37.433766,127.127238,3,5,8,5,3,29,3,1,3,수진동,0,0,0,0,0,0,25109,262,346,538,1146,4.564100521725278,0
61,성은특수학교_북쪽.png,0.8901919,0.109470844,0.8363108,0.16439372,성은특수학교,0.3813871,0.2483197978316,0,37.409122,127.143952,4,6,13,0,14,10,4,0,4,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0
62,성체유치원_북쪽.png,0.35524505,0.64842665,0.2945025,0.71078897,성체유치원,0.0,0.0,0,37.439656,127.137203,3,3,12,2,13,36,3,0,2,수진동,3,3,1,0,1,2,25109,262,346,538,1146,4.564100521725278,0
63,성현어린이집_북쪽.png,0.05173397,0.9484103,0.033171892,0.96677434,성현어린이집,0.3360579,0.0,2,37.438454,127.138715,4,3,7,2,12,33,3,0,3,수진동,0,0,0,0,0,0,25109,262,346,538,1146,4.564100521725278,0
64,수내동어린이집_북쪽.png,0.4390271,0.56976354,0.51074547,0.48803395,수내동어린이집,0.41343677,0.3156591153604572,0,37.379099,127.114714,4,1,3,2,4,15,3,0,4,수내동,0,0,0,0,0,0,41451,627,2068,3457,6152,14.841620226291283,0
65,수내초등학교_북쪽.png,0.9975542,0.0024609566,0.9294025,0.06953314,수내초등학교,0.5347605,0.280048857175776,0,37.367765,127.124663,3,6,11,1,7,14,9,2,3,수내동,0,0,0,0,0,0,41451,627,2068,3457,6152,14.841620226291283,0
66,수진초등학교_북쪽.png,0.086028844,0.914101,0.23287302,0.7675667,수진초등학교,0.39732486,0.0,2,37.444944,127.133465,6,18,26,1,38,40,8,4,5,태평동,0,0,0,0,0,0,49641,576,704,1160,2440,4.915291795088737,0
67,숲리라유치원_북쪽.png,0.83339345,0.16824618,0.6105318,0.39300042,숲리라유치원,0.39254397,0.0,0,37.469683,127.147866,0,17,28,2,29,14,7,2,0,판교동,0,0,0,0,0,0,26365,1085,1499,2016,4600,17.447373411720083,0
68,신백현초등학교_북쪽.png,0.76931393,0.23522204,0.8816756,0.11895573,신백현초등학교,0.19808236,0.23671822428702,0,37.387579,127.111751,5,8,35,0,16,22,6,2,6,백현동,0,0,0,0,0,0,26316,731,937,1551,3219,12.232102143182855,0
69,신흥성모유치원_북쪽.png,0.020736039,0.97985476,0.046471387,0.9544039,신흥성모유치원,0.26241893,0.0,1,37.449077,127.143242,11,14,26,4,28,51,7,1,9,신흥동,3,3,0,0,0,3,54351,1844,1692,1524,5060,9.309856304391824,0
70,신흥제2어린이집_북쪽.png,0.14384815,0.85696954,0.14761901,0.8505872,신흥제2어린이집,0.31277367,0.0,0,37.449202,127.144413,10,11,27,6,22,38,9,1,8,신흥동,0,0,0,0,0,0,54351,1844,1692,1524,5060,9.309856304391824,0
71,신흥제3어린이집_북쪽.png,0.48500514,0.52374053,0.13495597,0.8660145,신흥제3어린이집,0.0,0.0,1,37.443531,127.148854,5,13,23,4,12,30,6,0,5,신흥동,0,0,0,0,0,0,54351,1844,1692,1524,5060,9.309856304391824,0
72,아름다운유치원_북쪽.png,0.8261675,0.17346206,0.75066227,0.25288042,아름다운유치원,0.44311714,0.0,2,37.367591,127.125773,3,6,10,1,6,14,9,2,3,수내동,0,0,0,0,0,0,41451,627,2068,3457,6152,14.841620226291283,0
73,안말초등학교_북쪽.png,0.3816892,0.60947603,0.16165358,0.83209586,안말초등학교,0.0,0.0,1,37.393154,127.125984,7,6,24,2,15,15,11,1,7,이매동,0,0,0,0,0,0,37333,1021,1472,2187,4680,12.535826212734042,0
74,야탑초등학교_북쪽.png,0.98212826,0.018040478,0.9321525,0.06934598,야탑초등학교,0.4326257,0.3002523810115999,0,37.416616,127.125627,6,3,21,6,15,11,7,1,6,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0
75,양영초등학교_북쪽.png,0.01119861,0.98877096,0.026031673,0.97423303,양영초등학교,0.0,0.0,2,37.37466,127.140091,3,13,29,1,28,19,1,1,3,서현동,0,0,0,0,0,0,47922,1009,1736,2942,5687,11.867200868077292,0
76,예림어린이집_북쪽.png,0.9288912,0.07113469,0.644182,0.35721296,예림어린이집,0.47659016,0.0,0,37.450823,127.157599,1,22,23,2,16,27,6,0,4,단대동,0,0,0,0,0,0,14162,295,336,497,1128,7.964976698206468,0
77,예원유치원_북쪽.png,0.050219953,0.9505285,0.12372735,0.8748884,예원유치원,0.0,0.0,1,37.435032,127.143201,5,12,12,2,14,17,5,1,5,성남동,0,0,0,0,0,0,31835,480,451,702,1633,5.129574367834145,0
78,오리초등학교_북쪽.png,0.97308314,0.027836382,0.74574506,0.25445956,오리초등학교,0.4843532,0.0,0,37.344351,127.115379,4,9,7,1,12,9,11,2,4,구미동,0,0,0,0,0,0,44070,1127,1239,1811,4177,9.478103017926026,0
79,운중초등학교_북쪽.png,0.31046176,0.6912914,0.52647513,0.47399962,운중초등학교,0.3889377,0.2346632299911375,0,37.392419,127.06894,7,30,34,2,16,23,4,1,7,운중동,0,0,0,0,0,0,38266,2013,2153,2153,6319,16.51335389118277,0
80,운중하나어린이집_북쪽.png,0.86187863,0.13759932,0.87387025,0.12429544,운중하나어린이집,0.35356188,0.21608218271304,0,37.389574,127.072072,4,0,3,0,1,14,1,0,6,운중동,0,0,0,0,0,0,38266,2013,2153,2153,6319,16.51335389118277,0
81,위례새초롱유치원_북쪽.png,0.83339345,0.16824618,0.6105318,0.39300042,위례새초롱유치원,0.39254397,0.0,0,37.469683,127.147866,0,17,28,2,29,14,7,2,0,위례동,0,0,0,0,0,0,45473,1745,2348,2732,6825,15.008906384008093,0
82,위례푸른초등학교_북쪽.png,0.91638047,0.086423695,0.8557311,0.14519912,위례푸른초등학교,0.3836952,0.2011574881976832,0,37.470731,127.150981,0,11,22,3,25,8,6,1,0,위례동,3,3,1,0,1,1,45473,1745,2348,2732,6825,15.008906384008093,0
83,위례하늘유치원_북쪽.png,0.655385,0.3464185,0.8163206,0.18346635,위례하늘유치원,0.3813999,0.273937444266227,0,37.467037,127.151134,0,7,12,1,11,10,5,0,0,위례동,0,0,0,0,0,0,45473,1745,2348,2732,6825,15.008906384008093,0
84,은서유치원_북쪽.png,0.04201415,0.9587014,0.044731587,0.9557439,은서유치원,0.34907869,0.0,0,37.443605,127.134977,5,9,13,3,29,36,7,2,5,태평동,3,3,1,0,1,2,49641,576,704,1160,2440,4.915291795088737,0
85,은솔유치원_북쪽.png,0.90529144,0.093102366,0.50662965,0.49109992,은솔유치원,0.44749904,0.210243079339509,1,37.467824,127.138154,0,12,2,4,6,14,6,0,0,위례동,0,0,0,0,0,0,45473,1745,2348,2732,6825,15.008906384008093,0
86,은혜유치원_북쪽.png,0.6146027,0.3934758,0.5072231,0.48510617,은혜유치원,0.41749826,0.0,3,37.360908,127.111946,5,13,11,3,11,15,0,0,6,정자동,0,0,0,0,0,0,74647,1555,2501,3850,7906,10.59118249896178,0
87,이솔유치원_북쪽.png,0.66944146,0.3313627,0.6279649,0.37697843,이솔유치원,0.39841592,0.0,0,37.352756,127.112602,5,8,12,2,14,9,5,1,5,금곡동,0,0,0,0,0,0,26767,673,828,1002,2503,9.35106661187283,0
88,중부초등학교_북쪽.png,0.28651914,0.7094404,0.3762618,0.63240427,중부초등학교,0.45062232,0.0,0,37.451546,127.164951,2,19,25,2,26,27,4,1,2,은행동,0,0,0,0,0,0,30267,400,549,880,1829,6.042884990253411,0
89,중앙동어린이집_북쪽.png,0.70412403,0.29512584,0.37750384,0.6251769,중앙동어린이집,0.4642008,0.0,0,37.442671,127.156555,6,7,19,2,14,35,6,0,9,중앙동,0,0,0,0,0,0,16585,681,624,601,1906,11.492312330419054,0
90,중원초등학교_북쪽.png,0.51883817,0.48153266,0.7412172,0.26182276,중원초등학교,0.38739592,0.08110221612832,0,37.437855,127.167857,0,5,12,0,15,18,0,1,0,상대원동,0,0,0,0,0,0,36419,596,682,1083,2361,6.4828798154809295,0
91,즐거운유치원_북쪽.png,0.9450259,0.056132436,0.9025335,0.09522566,즐거운유치원,0.41538292,0.2145692891349792,0,37.351408,127.111941,4,7,12,4,15,14,5,0,4,금곡동,0,0,0,0,0,0,26767,673,828,1002,2503,9.35106661187283,0
92,창조유치원_북쪽.png,0.2266731,0.7788693,0.28217384,0.7208257,창조유치원,0.39424032,0.0,1,37.359154,127.124992,1,4,0,0,10,30,0,0,1,정자동,0,0,0,0,0,0,74647,1555,2501,3850,7906,10.59118249896178,0
93,청솔초등학교_북쪽.png,0.9793891,0.020708472,0.9292588,0.07046813,청솔초등학교,0.44545698,0.052151009559915,0,37.354657,127.1141,5,6,8,1,9,6,6,1,4,금곡동,0,0,0,0,0,0,26767,673,828,1002,2503,9.35106661187283,0
94,초림초등학교_북쪽.png,0.37672514,0.6340346,0.47137552,0.5372518,초림초등학교,0.0,0.0,1,37.376826,127.117592,0,2,7,1,12,13,3,1,0,수내동,0,0,0,0,0,0,41451,627,2068,3457,6152,14.841620226291283,0
95,탄천초등학교_북쪽.png,0.3183567,0.6883266,0.429389,0.57764137,탄천초등학교,0.38531023,0.0,0,37.361599,127.115645,5,8,16,3,8,16,8,1,7,정자동,0,0,0,0,0,0,74647,1555,2501,3850,7906,10.59118249896178,0
96,태평초등학교_북쪽.png,0.023994982,0.97660786,0.06073153,0.9401377,태평초등학교,0.40443867,0.0,0,37.444953,127.131694,9,19,32,2,31,38,10,4,9,태평동,0,0,0,0,0,0,49641,576,704,1160,2440,4.915291795088737,0
97,판교대장초등학교_북쪽.png,0.9875657,0.012482703,0.9663458,0.033768207,판교대장초등학교,0.4845987,0.3239733974220959,0,37.368279,127.069713,0,16,33,2,34,24,11,0,0,운중동,0,0,0,0,0,0,38266,2013,2153,2153,6319,16.51335389118277,0
98,판교샘유치원_북쪽.png,0.07765913,0.92283607,0.06644943,0.93289155,판교샘유치원,0.21290633,0.0,1,37.392021,127.072039,2,19,9,0,15,19,1,1,4,운중동,0,0,0,0,0,0,38266,2013,2153,2153,6319,16.51335389118277,0
