보호구역 아이디,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,관리번호,횡단보도종류,자전거횡단도겸용여부,고원식 적용여부,경도,위도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관 전화번호,데이터기준일자
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0017,1,N,N,126.868619008,37.469951623,6,5,25,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0020,1,Y,N,126.86878713,37.470127755,5,5,20,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0021,1,N,N,126.870031109,37.47034055,5,7,15,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
26,경기도,광명시,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-W-0003,1,N,N,126.866700537,37.464085844,4,6,20,Y,N,Y,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
10,경기도,광명시,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-W-0008,1,N,N,126.865067695,37.466553266,2,6,7,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
10,경기도,광명시,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-W-0007,1,N,N,126.865017056,37.466442761,2,6,7,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
10,경기도,광명시,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-W-0009,1,N,N,126.86521897,37.466473301,2,6,7,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
10,경기도,광명시,가림로,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,0010-W-0006,1,N,N,126.865132875,37.466367759,2,6,7,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
45,경기도,광명시,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-W-0001,1,N,N,126.864748532,37.467346248,3,6,13,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
45,경기도,광명시,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-W-0004,1,N,N,126.864805967,37.467959024,3,2,2,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
45,경기도,광명시,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-W-0005,1,N,N,126.864823419,37.468016052,3,2,2,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
45,경기도,광명시,가림일로,경기도 광명시 가림일로 76,경기도 광명시 철산동 620,0045-W-0003,1,N,N,126.864751913,37.467835901,3,2,2,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0007,1,N,N,126.866903453,37.470865402,2,3,6,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
47,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-W-0002,1,N,N,126.865582927,37.471194301,3,4,7,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
47,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-W-0005,1,N,N,126.865390231,37.472306892,2,4,9,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
47,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-W-0006,1,N,N,126.865379006,37.472447766,2,4,9,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
4,경기도,광명시,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-W-0001,1,N,N,126.866996907,37.474014182,2,4,6,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
17,경기도,광명시,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-W-0004,1,N,N,126.874128423,37.463832774,4,3,6,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
31,경기도,광명시,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-W-0001,1,N,N,126.878057014,37.46166922,6,6,33,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
26,경기도,광명시,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-W-0002,1,N,N,126.868451204,37.463990297,4,6,20,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
26,경기도,광명시,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-W-0006,1,N,N,126.87044825,37.464140917,6,6,27,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
26,경기도,광명시,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-W-0007,1,N,N,126.870470187,37.464382897,6,6,27,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
26,경기도,광명시,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-W-0008,1,N,N,126.87078824,37.464175987,6,6,27,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0001,1,N,N,126.865902816,37.469345033,2,3,6,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0002,1,N,N,126.866347877,37.46963592,2,3,6,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
23,경기도,광명시,도덕공원로,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,0023-W-0005,1,N,N,126.866831785,37.470109307,2,2,4,N,N,N,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14
4,경기도,광명시,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-W-0003,4,N,N,126.867523217,37.473520009,6,7,20,Y,N,Y,70,90,Y,Y,Y,Y,광명경찰서,182,2021-10-14
4,경기도,광명시,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-W-0005,4,N,N,126.867667792,37.473329816,2,5,5,N,N,N,70,90,Y,Y,Y,Y,광명경찰서,182,2021-10-14
4,경기도,광명시,오리로,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 498,0004-W-0006,1,N,N,126.867157267,37.473511096,2,7,20,Y,N,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-10-14
26,경기도,광명시,가림로,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,0026-W-0005,1,N,N,126.864613001,37.463566632,4,6,20,Y,N,Y,70,90,N,Y,N,Y,광명경찰서,182,2021-10-14

