시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
초등학교,광주광명초등학교,경기도 광주시 문형산길 7,경기도 광주시 신현동 365번지,37.35960841,127.1608022,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,양벌초등학교,경기도 광주시 양벌로 195-15,경기도 광주시 양벌동 290-20번지,37.37921357,127.2562011,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,오포초등학교,경기도 광주시 추자길 28-7,경기도 광주시 추자동 500번지,37.36109191,127.2155591,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,광주매곡초등학교,경기도 광주시 양벌로 303-5,경기도 광주시 양벌동 557-1번지,37.37247775,127.2483189,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,광주도평초등학교,경기도 광주시 초월읍 현산로 89-16,경기도 광주시 초월읍 도평리 219-10번지,37.39642361,127.2893617,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,도곡초등학교,경기도 광주시 초월읍 경충대로 1033-13,경기도 광주시 초월읍 쌍동리 182번지,37.37087265,127.2996044,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,선동초등학교,경기도 광주시 초월읍 동막골길 5,경기도 광주시 초월읍 선동리 274-9번지,37.37809776,127.3175471,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,곤지암초등학교,경기도 광주시 곤지암읍 곤지암로 70-13,경기도 광주시 곤지암읍 곤지암리 453-2번지,37.34966605,127.3381324,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,만선초등학교,경기도 광주시 곤지암읍 상탑길 9,경기도 광주시 곤지암읍 만선리 8-4번지,37.36640135,127.4111207,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,도궁초등학교,경기도 광주시 도척면 도척윗로 270,경기도 광주시 도척면 도웅리 125번지,37.33465201,127.312489,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,도수초등학교,경기도 광주시 퇴촌면 도수길 11,경기도 광주시 퇴촌면 도수리 605-1번지,37.47181284,127.3182693,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,광지원초등학교,경기도 광주시 남한산성면 회안대로 1386,경기도 광주시 남한산성면 광지원리 209-1번지,37.46389607,127.2517359,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,남한산초등학교,경기도 광주시 남한산성면 남한산성로 770,경기도 광주시 남한산성면 산성리 373번지,37.47868193,127.1860788,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,경안초등학교,경기도 광주시 경안로 163,경기도 광주시 경안동 152-101번지,37.41151823,127.2477602,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,탄벌초등학교,경기도 광주시 이배재로 20-12,경기도 광주시 탄벌동 27-44번지,37.42011267,127.248563,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,광남초등학교,경기도 광주시 고불로46번길 15,경기도 광주시 중대동 16-66번지,37.39401569,127.2304609,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,양벌한솔유치원,경기도 광주시 양벌로 145-10,경기도 광주시 양벌동 249-3번지,37.38401003,127.2551939,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,하은유치원,경기도 광주시 행정타운로138번길 1-19,경기도 광주시 회덕동 304-5번지,37.42772458,127.2428755,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,한솔유치원,경기도 광주시 경안안길40번길 19-13,경기도 광주시 경안동 161-25번지,37.41095451,127.2526572,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,세화몬테소리유치원,경기도 광주시 중앙로 352-6,경기도 광주시 송정동 421-1번지,37.4303244,127.2607361,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,벌원초등학교,경기도 광주시 회안대로 621-36,경기도 광주시 탄벌동 527-23번지,37.40944583,127.2368704,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,구성초등학교,경기도 용인시 기흥구 구성로 51,경기도 용인시 기흥구 마북동 333,37.2956668,127.1153666,경기도 용인시 기흥구청 교통과,용인서부경찰서,Y,3,,2025-12-30
초등학교,어정초등학교,경기도 용인시 기흥구 어정로 155,경기도 용인시 기흥구 중동 614-3,37.27695642,127.1474013,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,신갈초등학교,경기도 용인시 기흥구 신갈로 76,경기도 용인시 기흥구 신갈동 56,37.27380452,127.1067493,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,2,,2025-12-30
초등학교,기흥초등학교,경기도 용인시 기흥구 공세로82번길 5,경기도 용인시 기흥구 공세동 200-3,37.23191888,127.1098018,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,보라초등학교,경기도 용인시 기흥구 금화로105번길 33,경기도 용인시 기흥구 상갈동 51-1,37.2639581,127.1072727,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,산양초등학교,경기도 용인시 기흥구 산양로 2,경기도 용인시 기흥구 신갈동162,37.28379756,127.108563,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,상갈초등학교,경기도 용인시 기흥구 금화로58번길 17,경기도 용인시 기흥구 상갈동 462,37.26425129,127.1109979,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,마성초등학교,경기도 용인시 기흥구 용구대로2360번길 29,경기도 용인시 기흥구 마북동 635,37.29743042,127.1131933,경기도 용인시 기흥구청 교통과,용인서부경찰서,Y,1,,2025-12-30
초등학교,마북초등학교,경기도 용인시 기흥구 연원로 31,경기도 용인시 기흥구 마북동 550-13,37.30281997,127.1100414,경기도 용인시 기흥구청 교통과,용인서부경찰서,Y,1,,2025-12-30
초등학교,청곡초등학교,경기도 용인시 기흥구 덕영대로2077번길 52,경기도 용인시 기흥구 영덕동 20,37.2674933,127.0933821,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,상하초등학교,경기도 용인시 기흥구 중부대로788번길 27,경기도 용인시 기흥구 상하동 674,37.25702806,127.1405398,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,지석초등학교,경기도 용인시 기흥구 어정로 62-25,경기도 용인시 기흥구 상하동 435-8,37.27004892,127.1390138,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,갈곡초등학교,경기도 용인시 기흥구 강남동로 61,경기도 용인시 기흥구 구갈동 601,37.2712833,127.1332521,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,보정초등학교,경기도 용인시 기흥구 이현로30번길 59-29,경기도 용인시 기흥구 보정동 403,37.31380579,127.1011115,경기도 용인시 기흥구청 교통과,용인서부경찰서,Y,1,,2025-12-30
초등학교,언동초등학교,경기도 용인시 기흥구 언남로 55,경기도 용인시 기흥구 언남동 132-10,37.29536064,127.131593,경기도 용인시 기흥구청 교통과,용인서부경찰서,Y,1,,2025-12-30
초등학교,신릉초등학교,경기도 용인시 기흥구 새천년로 53,경기도 용인시 기흥구 신갈동 686,37.29026142,127.1147739,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,지곡초등학교,경기도 용인시 기흥구 사은로 274-45,경기도 용인시 기흥구 지곡동 703,37.2521849,127.1382088,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,동막초등학교,경기도 용인시 기흥구 동백8로 39,경기도 용인시 기흥구 동백동 576,37.28608046,127.1555391,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,백현초등학교,경기도 용인시 기흥구 동백8로 108,경기도 용인시 기흥구 동백동 600,37.28310549,127.1623938,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
유치원,누리유치원,경기도 광주시 벌원길 64-5,경기도 광주시 탄벌동 45번지 동보아파트,37.41535096,127.2494309,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,곤지암한솔유치원,경기도 광주시 곤지암읍 평촌길 38-40,경기도 광주시 곤지암읍 삼리 136번지,37.35729812,127.3242484,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,초월한솔유치원,경기도 광주시 초월읍 현산로 96,경기도 광주시 초월읍 도평리 212-2번지,37.39592223,127.2919064,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,푸른숲어린이집,경기도 광주시 퇴촌면 산수로 870-81,경기도 광주시 퇴촌면 원당리 345번지,37.43408884,127.3174357,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,드림아이 어린이집,경기도 광주시 경안로98번길 43-2,경기도 광주시 경안동 164-15번지,37.41031624,127.2514661,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,생크림어린이집,경기도 광주시 대명대길11번길 27,경기도 광주시 능평동 408번지,37.35915912,127.1673658,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,태성초등학교,경기도 광주시 태성로 37,경기도 광주시 태전동 87-9번지,37.38496793,127.2288618,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,지엘어린이집,경기도 광주시 양벌로 331-30,경기도 광주시 양벌동 641-1번지,37.36950893,127.249071,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,세움어린이집,경기도 광주시 양촌길 89-10,경기도 광주시 양벌동 585-2번지,37.37165381,127.2434496,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,이화키즈스쿨어린이집,경기도 광주시 능평로30번길 6-8,경기도 광주시 능평동 455-7번지,37.35498669,127.1647479,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,열미어린이집,경기도 광주시 곤지암읍 광여로 224-14,경기도 광주시 곤지암읍 열미리 476-1번지,37.35325711,127.3670427,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
유치원,광주유치원,경기도 광주시 담안길 84-8,경기도 광주시 태전동 11번지,37.38414025,127.2374185,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,새롬어린이집,경기도 광주시 양벌로353번길 29-3,경기도 광주시 양벌동 925번지,37.36692346,127.2477533,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,한아람초등학교,경기도 광주시 태봉로 152,경기도 광주시 태전동 702-30번지,37.38012819,127.2300856,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,광주푸른초등학교,경기도 광주시 경충대로1461번길 31,경기도 광주시 쌍령동 504번지,37.39924577,127.2711876,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,광주송정초등학교,경기도 광주시 송정4길21,경기도 광주시 송정동 638번지,37.42274814,127.2552743,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,능평어린이집,경기도 광주시 능평로 182,경기도 광주시 능평동 171-6번지,37.3455083,127.1751911,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,고산하늘초등학교,경기도 광주시 태성3로 26,경기도 광주시 고산동 650번지,37.37420316,127.2293557,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,능평초등학교,경기도 광주시 창뜰아랫길 14-3,경기도 광주시 능평동 320-33번지,37.34682035,127.1656734,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
초등학교,고산별빛초등학교,경기도 광주시 고산별빛로 6,경기도 광주시 고산동 706번지,37.371484,127.222528,경기도 광주시청,경기광주경찰서,Y,,,2026-01-28
어린이집,퇴촌어린이집,경기도 광주시 퇴촌면 광동로52번길 34,경기도 광주시 퇴촌면 광동리 136-1번지,37.468026,127.310933,경기도 광주시청,경기광주경찰서,N,,,2026-01-28
유치원,미림 유치원,경기도 안산시 상록구 선진로 100,경기도 안산시 상록구 사동 1506-1,37.279603,126.852537,경기도 안산시 상록구 도로교통과,안산상록경찰서,Y,3,,2025-06-02
초등학교,구리초등학교(병설),경기도 구리시 경춘로276번길 51,경기도 구리시 수택동 553,37.601211,127.147599,경기도 구리시청,구리경찰서,Y,3,,2025-12-19
초등학교,수택초등학교(병설),경기도 구리시 검배로136번길 41,경기도 구리시 토평동 1007,37.591941,127.152511,경기도 구리시청,구리경찰서,Y,2,,2025-12-19
초등학교,토평초등학교(병설),경기도 구리시 벌말로129번길 17-1,경기도 구리시 토평동 611-3,37.587824,127.146383,경기도 구리시청,구리경찰서,Y,1,,2025-12-19
초등학교,장자초등학교(병설),경기도 구리시 장자대로 40,경기도 구리시 교문동 824,37.586840,127.135279,경기도 구리시청,구리경찰서,Y,2,,2025-12-19
초등학교,백문초등학교(병설),경기도 구리시 장자대로13번길 12,경기도 구리시 교문동 808-1,37.588599,127.132758,경기도 구리시청,구리경찰서,Y,2,,2025-12-19
초등학교,교문초등학교(병설),경기도 구리시 안골로19번길 16,경기도 구리시 교문동 732,37.598210,127.133591,경기도 구리시청,구리경찰서,Y,2,,2025-12-19
초등학교,동인초등학교(병설),경기도 구리시 동구릉로103번길 37,경기도 구리시 인창동 495-48,37.610931,127.133876,경기도 구리시청,구리경찰서,Y,3,,2025-12-19
초등학교,인창초등학교,경기도 구리시 동구릉로 37-13,경기도 구리시 인창동 621-19,37.604450,127.131495,경기도 구리시청,구리경찰서,Y,3,,2025-12-19
초등학교,구지초등학교(병설),경기도 구리시 건원대로76번길 40,경기도 구리시 인창동 666-3,37.607263,127.142257,경기도 구리시청,구리경찰서,Y,1,,2025-12-19
초등학교,갈매초등학교(병설),경기도 구리시 갈매중앙로 40,경기도 구리시 갈매동 336,37.628428,127.116007,경기도 구리시청,구리경찰서,Y,2,,2025-12-19
초등학교,내양초등학교(병설),경기도 구리시 동구릉로 485,경기도 구리시 사노동 393-2,37.640595,127.139398,경기도 구리시청,구리경찰서,N,0,,2025-12-19
초등학교,산마루초등학교(병설),경기도 구리시 갈매순환로 133,경기도 구리시 갈매동 575,37.631637,127.120153,경기도 구리시청,구리경찰서,Y,2,,2025-12-19
유치원,갈매유치원,경기도 구리시 산마루로 72,경기도 구리시 갈매동 655,37.629317,127.121063,경기도 구리시청,구리경찰서,Y,1,,2025-12-19
학원,세일학원일원,경기도 구리시 체육관로 74번길,경기도 구리시 교문동 813,37.591081,127.137867,경기도 구리시청,구리경찰서,Y,7,,2025-12-19
유치원,자닮유치원,경기도 구리시 동구릉로53번길 144,경기도 구리시 인창동 651-40,37.610123,127.130661,경기도 구리시청,구리경찰서,Y,1,,2025-12-19
초등학교,과천청계초등학교,경기도 과천시 꿈보람길 34,경기도 과천시 별양동 4,37.431472,126.996321,경기도 과천시청,과천경찰서,Y,15,,2025-12-18
초등학교,문원초등학교,경기도 과천시 코오롱로 53,경기도 과천시 별양동 16,37.424018,126.995007,경기도 과천시청,과천경찰서,Y,17,,2025-12-18
초등학교,과천갈현초등학교,경기도 과천시 과천대로8가길 12,경기도 과천시 갈현동 145,37.411871,126.987648,경기도 과천시청,과천경찰서,Y,11,,2025-12-18
유치원,예지유치원,경기도 과천시 참마을로 10-6,경기도 과천시 문원동 93-4,37.427341,127.001659,경기도 과천시청,과천경찰서,Y,6,,2025-12-18
유치원,노들유치원,경기도 과천시 별양로 12,경기도 과천시 원문동 4 (래미안슈르),37.423046,126.993521,경기도 과천시청,과천경찰서,N,,,2025-12-18
어린이집,열리는어린이집,경기도 과천시 양지마을2로 8,경기도 과천시 과천동 468-7,37.450335,126.994612,경기도 과천시청,과천경찰서,Y,14,,2025-12-18
어린이집,시립문원어린이집,경기도 과천시 문원청계길 31-13,경기도 과천시 문원동 115-21,37.425424,127.009508,경기도 과천시청,과천경찰서,Y,17,,2025-12-18
어린이집,부림어린이집,경기도 과천시 별양로 182,경기도 과천시 부림동 44,37.434012,126.997905,경기도 과천시청,과천경찰서,Y,7,,2025-12-18
초등학교,연천초등학교,경기도 연천군 연천읍 연천로 228,경기도 연천군 연천읍 차탄리 72,38.09770924,127.0753111,경기도 연천군청,연천경찰서,Y,8,,2025-11-25
유치원,온골유치원,경기도 연천군 전곡읍 전곡로 56,경기도 연천군 전곡읍 전곡리 243-1,38.01856461,127.073793,경기도 연천군청,연천경찰서,Y,8,,2025-11-25
어린이집,포곡어린이집,경기도 용인시 처인구 포곡읍 전대로110번길 10-1,경기도 용인시 처인구 포곡읍 전대리 325-4,37.287100,127.2156931668,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,홍익어린이집,경기도 용인시 처인구 모현읍 백옥대로 2585,경기도 용인시 처인구 모현읍 왕산리 677-2,37.3539742721,127.245697433,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,꿈에월드어린이집,경기도 용인시 처인구 경안천로256번길 65,경기도 용인시 처인구 고림동 820-12,37.2513711667,127.2267822963,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,백암어린이집,경기도 용인시 처인구 백암면 백암로185번길 8-11,경기도 용인시 처인구 백암면 백암리 461,37.163600,127.3746704629,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,인성어린이집,경기도 용인시 처인구 포곡읍 포곡로 78-3,경기도 용인시 처인구 포곡읍 둔전리 399-9,37.2675705326,127.2144518077,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,양지어린이집,경기도 용인시 처인구 양지면 남곡로 105번길 40,경기도 용인시 처인구 양지면 남곡리 576-3,37.224400,127.283200,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,오렌지아트어린이집,경기도 용인시 처인구 한터로 152번길 45,경기도 용인시 처인구 고림동 264-8,37.246600,127.230800,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,자연안에어린이집,경기도 용인시 처인구 양지면 교동로32번길 31-13,경기도 용인시 처인구 양지면 양지리 337-7,37.2400868225,127.2833591955,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,다보스병원직장어린이집,경기도 용인시 처인구 백옥대로1082번길 14,경기도 용인시 처인구 김량장동 18-1,37.2319874694,127.2110344702,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,온누리직장어린이집,경기도 용인시 처인구 금학로235번길 26,경기도 용인시 처인구 역북동 316-1,37.2404392128,127.191200,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
학원,아이비학원,경기도 용인시 처인구 원삼면 원양로 559,경기도 용인시 처인구 원삼면 좌항리 311-15,37.19849515,127.3181164,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,피터팬유치원,경기도 평택시 동령길 33,경기도 평택시 이충동 2,37.062723,127.074676,경기도 평택시청,평택경찰서,Y,1,,2025-07-01
유치원,한스유치원,경기도 평택시 정암로 126-39,경기도 평택시 이충동 125-13,37.054564,127.071413,경기도 평택시청,평택경찰서,Y,1,,2025-07-01
유치원,함박유치원,경기도 평택시 함박산8길 16,경기도 평택시 고덕동 2657번지,37.038114,127.033233,경기도 평택시청,평택경찰서,N,,,2025-07-01
유치원,행복한아이유치원,경기도 평택시 문화촌로11번길 19,경기도 평택시 비전동 867-1,36.997529,127.113536,경기도 평택시청,평택경찰서,Y,2,,2025-07-01
유치원,현화유치원,경기도 평택시 안중읍 안중로8번길 44,경기도 평택시 안중읍 현화리 857-1번지,36.982434,126.927595,경기도 평택시청,평택경찰서,Y,1,,2025-07-01
초등학교,새빛초등학교,경기도 평택시 신촌2로 33,경기도 평택시 칠원동 산 36-34,37.025081,127.105131,경기도 평택시청,평택경찰서,Y,7,,2025-07-01
초등학교,서재초등학교,경기도 평택시 상서재로6길 19,경기도 평택시 동삭동 856번지,37.018253,127.103966,경기도 평택시청,평택경찰서,Y,5,,2025-07-01
초등학교,서탄초등학교,경기도 평택시 서탄면 금암2길 121,경기도 평택시 서탄면 금암리 245,37.107387,127.036141,경기도 평택시청,평택경찰서,Y,4,,2025-07-01
초등학교,서탄초등학교내수분교,경기도 평택시 서탄면 수월암3길 61,경기도 평택시 서탄면 수월암리 1063번지,37.119368,127.015942,경기도 평택시청,평택경찰서,Y,4,,2025-07-01
유치원,샘터유치원,경기도 의정부시 오목로122번길 20 (민락동),경기도 의정부시 민락동 579,37.738005,127.094516,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,유정유치원,경기도 의정부시 부용로213번길 39 (신곡동),경기도 의정부시 신곡동 774-1,37.751309,127.081343,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,코코유치원,경기도 의정부시 누원로 37 (장암동),경기도 의정부시 장암동 414-4,37.688543,127.052958,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,성모유치원,경기도 의정부시 신흥로265번길 27 (의정부동),경기도 의정부시 의정부동 429-6,37.739734,127.041438,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,예린유치원,경기도 의정부시 상금로 41-9 (금오동),경기도 의정부시 금오동 80-5,37.758422,127.074276,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,노벨유치원,경기도 의정부시 용민로122번길 10-12 (민락동),경기도 의정부시 민락동 708-1,37.739438,127.090666,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,늘푸른유치원,경기도 의정부시 녹양로 86-60 (녹양동),경기도 의정부시 녹양동 80,37.759009,127.037122,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,자연유치원,경기도 의정부시 송산로971번길 76-17 (산곡동),경기도 의정부시 산곡동 619,37.715523,127.101245,경기도 의정부시청,의정부경찰서,Y,1,,2025-06-30
유치원,송양유치원,경기도 의정부시 민락로243번길 94 (민락동),경기도 의정부시 민락동 881,37.747679,127.106621,경기도 의정부시청,의정부경찰서,N,,,2025-06-30
유치원,솔빛유정유치원,경기도 의정부시 오목로91번길 45-20,경기도 의정부시 민락동 756-4,37.736848,127.089796,경기도 의정부시청,의정부경찰서,N,,,2025-06-30
초등학교,석성초등학교,경기도 용인시 기흥구 동백2로 53,경기도 용인시 기흥구 중동 955,37.2703565,127.1580707,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,초당초등학교,경기도 용인시 기흥구 동백중앙로 78,경기도 용인시 기흥구 중동 1010,37.26347282,127.1609486,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,한일초등학교,경기도 용인시 기흥구 한보라1로 145,경기도 용인시 기흥구 공세동 680,37.24332154,127.1069279,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
어린이집,경문아트스쿨어린이집,경기도 남양주시 경춘로992번길 6,경기도 남양주시 금곡동 154-7,37.6338737,127.2117756,경기도 남양주시청,남양주남부경찰서,Y,4,,2025-04-22
어린이집,서머힐어린이집,경기도 남양주시 진건읍 진관로 358,경기도 남양주시 진건읍 진관리 375-8,37.6431295,127.1653591,경기도 남양주시청,남양주북부경찰서,Y,4,,2025-04-22
어린이집,엘림선교어린이집,경기도 남양주시 오남읍 진건오남로690번길 19,경기도 남양주시 오남읍 오남리 128-2,37.693615,127.216058,경기도 남양주시청,남양주북부경찰서,Y,2,,2025-04-22
어린이집,푸른강산어린이집,경기도 남양주시 진접읍 양진로926번길 58-13,경기도 남양주시 진접읍 연평리 175-3,37.7060815,127.1838632,경기도 남양주시청,남양주북부경찰서,N,0,,2025-04-22
어린이집,새보화어린이집,경기도 남양주시 별내면 송산로373번길 9,경기도 남양주시 별내면 광전리 606,37.67574686,127.1333155,경기도 남양주시청,남양주북부경찰서,Y,2,,2025-04-22
유치원,해오름유치원,경기도 용인시 처인구 낙은로97번길 19 (역북동),경기도 용인시 처인구 역북동 310-4,37.2419930437,127.1922959949,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,유림어린이집,경기도 용인시 처인구 백옥대로1392번길 29 (유방동),경기도 용인시 처인구 유방동 288-1,37.259500,127.216200,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,포곡빅스맘어린이집 (구)꿈사랑어린이집,경기도 용인시 처인구 포곡읍 포곡로118번길 13-3,경기도 용인시 처인구 포곡읍 둔전리 131-1,37.269300,127.2197995611,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,세움어린이집,경기도 용인시 처인구 포곡읍 금어로 579,경기도 용인시 처인구 포곡읍 금어리 86-1,37.292800,127.264400,경기도 용인시 처인구청 교통과,용인동부경찰서,N,,,2025-12-30
어린이집,원삼시립어린이집,경기도 용인시 처인구 원삼면 고당로16번길 3,경기도 용인시 처인구 원삼면 고당리 67-1,37.1651963432,127.310582477,경기도 용인시 처인구청 교통과,용인동부경찰서,Y,,,2025-12-30
초등학교,서농초등학교,,경기도 용인시 기흥구 서천동 산20-2,37.23913932,127.076329,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,샘말초등학교,경기도 용인시 기흥구 흥덕중앙로105번길 9,경기도 용인시 기흥구 영덕동 962,37.27733692,127.0781839,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
초등학교,중일초등학교,,경기도 용인시 기흥구 중동 1114,37.28454034,127.1424491,경기도 용인시 기흥구청 교통과,용인동부경찰서,Y,1,,2025-12-30
유치원,신갈유치원,경기도 용인시 기흥구 신구로43번길 6,경기도 용인시 기흥구 신갈동 32-11,37.27604194,127.1089635,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,초롱유치원,경기도 용인시 기흥구 덕영대로2077번길 73,경기도 용인시 기흥구 영덕동 128-4,37.26590344,127.0912661,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,구갈성민유치원,경기도 용인시 기흥구 관곡로64번길 6-1,경기도 용인시 기흥구 구갈동 348-5,37.28204441,127.1126129,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,체리아유치원,경기도 용인시 기흥구 갈곡로8번길 7,경기도 용인시 기흥구 구갈동 584-1,37.27172373,127.1299259,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,강남유치원,경기도 용인시 기흥구 강남동로114번길 6,경기도 용인시 기흥구 상하동 631-1,37.27387744,127.1369261,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,성모유치원,경기도 용인시 기흥구 예현로 41,경기도 용인시 기흥구 서천동 369,37.24355748,127.066677,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,행복한유치원,경기도 용인시 기흥구 석성로521번길 15,경기도 용인시 기흥구 동백동 378-10,37.28931771,127.1562228,경기도 용인시 기흥구청 교통과,용인서부경찰서,N,,,2025-12-30
유치원,예성유치원,경기도 용인시 기흥구 동백1로38번길 17-4,경기도 용인시 기흥구 중동 1009,37.2635432,127.1617989,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,아이미래유치원,경기도 용인시 기흥구 흥덕2로65번길 17,경기도 용인시 기흥구 영덕동 998-2,37.27315097,127.0720545,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
유치원,온샘유치원,경기도 용인시 기흥구 한보라1로43번길 16,경기도 용인시 기흥구 보라동 616,37.25015804,127.1100752,경기도 용인시 기흥구청 교통과,용인동부경찰서,N,,,2025-12-30
