시설물명,위도,경도,카테고리
CCTV_수정태평4-A-59,37.447684,127.143037,생활안전CCTV
CCTV_수정태평4-A-60,37.445601,127.142195,생활안전CCTV
CCTV_수정태평4-A-61,37.445205,127.142751,생활안전CCTV
CCTV_수정태평4-A-62,37.447754,127.139801,생활안전CCTV
CCTV_수정태평4-A-63,37.445626,127.139735,생활안전CCTV
CCTV_수정태평4-A-64,37.450314,127.139088,생활안전CCTV
CCTV_수정태평4-A-65,37.450064,127.138236,생활안전CCTV
CCTV_수정태평4-A-66,37.444996,127.144086,생활안전CCTV
CCTV_수정태평4-A-67,37.448301,127.139058,생활안전CCTV
CCTV_수정태평4-A-68,37.451106,127.139174,생활안전CCTV
CCTV_수정태평4-A-69,37.448517,127.138722,생활안전CCTV
CCTV_수정태평4-A-70,37.449074,127.139641,생활안전CCTV
CCTV_수정태평4-A-71,37.447777,127.141632,생활안전CCTV
CCTV_수정태평4-A-72,37.449969,127.139015,생활안전CCTV
CCTV_수정태평4-A-73,37.446793,127.144657,생활안전CCTV
CCTV_수정태평4-A-74,37.447936,127.143623,생활안전CCTV
CCTV_수정태평4-A-75,37.449327,127.140079,생활안전CCTV
