순번(NO),구분(LAMP),일련번호(SER),위도(LATITUDE),경도(LONGITUDE)
6558,2,산성대로-438,37.4476316,127.1590153
6559,2,산성대로-439,37.4478841,127.1588689
6560,2,산성대로-440,37.4472984,127.1588451
6561,2,산성대로-441,37.4479371,127.1596488
6562,2,산성대로-442,37.4478284,127.1600667
6563,2,산성대로-443,37.4476935,127.1598969
6564,2,산성대로-444,37.4474944,127.160518
6565,2,산성대로-445,37.4474944,127.160518
6566,2,산성대로-446,37.447385,127.1615349
6567,2,산성대로-447,37.4474929,127.161682
6568,2,산성대로-448,37.4476094,127.1621004
6569,2,산성대로-449,37.4477986,127.162146
6570,2,산성대로-450,37.4476899,127.1625639
6571,2,산성대로-451,37.4483613,127.1590959
6572,2,산성대로-452,37.447915,127.1626548
6573,2,산성대로-453,37.4481585,127.1625084
6574,2,산성대로-454,37.4479956,127.1630731
6575,2,산성대로-455,37.4482208,127.1630623
6576,2,산성대로-456,37.4473821,127.1636255
6577,2,산성대로-457,37.4476886,127.1635132
6578,2,산성대로-458,37.448163,127.1591294
6579,2,산성대로-459,37.4484413,127.1598758
6580,2,산성대로-460,37.4486314,127.1592095
6581,2,산성대로-461,37.4490547,127.1594025
6582,2,산성대로-462,37.4488836,127.159323
6583,2,산성대로-463,37.4486943,127.1593452
6584,2,산성대로-464,37.4485206,127.1612321
6585,2,산성대로-465,37.4485206,127.1612321
6586,2,산성대로-466,37.448528,127.162431
6587,2,산성대로-467,37.4485277,127.1626787
6588,2,산성대로-468,37.448411,127.1623733
6589,2,산성대로-469,37.4493608,127.1595387
6590,2,산성대로-470,37.4486082,127.1631196
6591,2,산성대로-471,37.448464,127.1631532
6592,2,산성대로-472,37.448581,127.1632325
6593,2,산성대로-473,37.4486078,127.1634247
6594,2,산성대로-474,37.4491625,127.1595722
6595,2,산성대로-475,37.4495495,127.1599008
6596,2,산성대로-476,37.4490547,127.1594025
6597,2,산성대로-477,37.448937,127.1597639
6598,2,산성대로-478,37.4490268,127.1600127
6599,2,산성대로-479,37.4497753,127.1595396
6600,2,산성대로-480,37.4501352,127.1598681
6601,2,산성대로-481,37.4499993,127.1604329
6602,2,산성대로-482,37.4499722,127.1605458
6603,2,산성대로-483,37.450467,127.1610667
6604,2,산성대로-484,37.4504937,127.1613493
6605,2,산성대로-485,37.4507205,127.1601518
6606,2,산성대로-486,37.4506933,127.1602648
6607,2,산성대로-487,37.450747,127.1605361
6608,2,산성대로-488,37.4507195,127.1608751
6609,2,산성대로-489,37.4507462,127.1611803
6610,2,산성대로-490,37.4509368,127.1600958
6611,2,산성대로-491,37.4509091,127.1606269
6612,2,산성대로-492,37.4509091,127.1606269
6613,2,산성대로-493,37.4509091,127.1606269
6614,2,산성대로-494,37.4508282,127.1604572
6615,2,산성대로-495,37.4508548,127.1608189
6616,2,산성대로-496,37.4508541,127.1613501
6617,2,산성대로-497,37.4509446,127.1609886
6618,2,산성대로-498,37.4509983,127.1612939
6619,2,산성대로-499,37.4512428,127.160379
6620,2,산성대로-500,37.4511612,127.1607291
6621,2,산성대로-501,37.4512146,127.1612378
6622,2,산성대로-502,37.4510251,127.1614295
6623,2,산성대로-503,37.4513867,127.1605714
6624,2,산성대로-504,37.4512424,127.1606502
6625,2,산성대로-505,37.4512776,127.1612605
6626,2,산성대로-506,37.4515221,127.1603456
6627,2,산성대로-507,37.4514406,127.1607071
6628,2,산성대로-508,37.4514944,127.1608767
6629,2,산성대로-509,37.451611,127.1612951
6630,2,산성대로-510,37.4514397,127.1613513
6631,2,산성대로-511,37.451693,127.160572
6632,2,산성대로-512,37.451665,127.1612953
6633,2,산성대로-513,37.4519994,127.1605727
6634,2,산성대로-514,37.4518551,127.1606289
6635,2,산성대로-515,37.4517736,127.160979
6636,2,산성대로-516,37.4518813,127.1612618
6637,2,산성대로-517,37.4518541,127.1613748
6638,2,산성대로-518,37.4521343,127.1607651
6639,2,산성대로-519,37.4520804,127.1605954
6640,2,산성대로-520,37.4521333,127.161511
6641,2,산성대로-521,37.4522153,127.1607878
6642,2,산성대로-522,37.4521067,127.1611493
6643,2,산성대로-523,37.4523043,127.1615904
6644,2,산성대로-524,37.4524944,127.1609241
6645,2,산성대로-525,37.4523592,127.1609803
6646,2,산성대로-526,37.4524934,127.1616813
6647,2,산성대로-527,37.4525755,127.1609581
6648,2,산성대로-528,37.4524941,127.1612066
6649,2,산성대로-529,37.4526112,127.1612294
6650,2,산성대로-530,37.4524669,127.1613196
6651,2,산성대로-531,37.4526107,127.1615685
6652,2,산성대로-532,37.4525475,127.161704
6653,2,산성대로-533,37.4527466,127.1610376
6654,2,산성대로-534,37.452665,127.1613765
6655,2,산성대로-535,37.453107,127.1610384
6656,2,산성대로-536,37.4529989,127.1609816
6657,2,산성대로-537,37.4529984,127.1613998
6658,2,산성대로-538,37.4529717,127.1611285
6659,2,산성대로-539,37.4532418,127.1612647
6660,2,산성대로-540,37.4530522,127.1615694
6661,2,산성대로-541,37.4533319,127.1612875
6662,2,산성대로-542,37.453382,127.161744
6663,2,산성대로-543,37.4532143,127.1616489
6664,2,산성대로-544,37.4536924,127.1611752
6665,2,산성대로-545,37.4534124,127.1617397
6666,2,산성대로-546,37.4556901,127.1631008
6667,2,산성대로-547,37.4555817,127.1633153
6668,2,산성대로-548,37.4555817,127.1633153
6669,2,산성대로-549,37.4561383,127.1647632
6670,2,산성대로-550,37.4559128,127.1649322
6671,2,산성대로-551,37.4560198,127.1657914
6672,2,산성대로-552,37.4555486,127.1676778
6673,2,산성대로-553,37.4571299,127.1644262
6674,2,산성대로-554,37.4582179,127.1660109
6675,2,산성대로-555,37.4593872,127.1674263
6676,2,산성대로-556,37.4598031,127.1663987
6677,2,산성대로-557,37.4594694,127.1666466
6678,2,산성대로-558,37.4594419,127.1669856
6679,2,산성대로-559,37.4591904,127.1663973
6680,2,산성대로-560,37.4596932,127.1677095
6681,2,산성대로-561,37.4598551,127.167902
6682,2,산성대로-562,37.4600816,127.1670096
6683,2,산성대로-563,37.4602439,127.1668743
6684,2,산성대로-564,37.4604148,127.1670895
6685,2,산성대로-565,37.4598288,127.1673707
6686,2,산성대로-566,37.4600812,127.1672922
6687,2,산성대로-567,37.4602161,127.1674846
6688,2,산성대로-568,37.4600262,127.1679815
6689,2,산성대로-569,37.4597739,127.167981
6690,2,산성대로-570,37.4604954,127.1674513
6691,2,산성대로-571,37.4603601,127.167598
6692,2,산성대로-572,37.4600259,127.1681737
6693,2,산성대로-573,37.4599627,127.168264
6694,2,산성대로-574,37.4607207,127.1673953
6695,2,산성대로-575,37.4606302,127.1677342
6696,2,산성대로-576,37.4604677,127.1679599
6697,2,산성대로-577,37.4605216,127.1680956
6698,2,산성대로-578,37.4603594,127.1680614
6699,2,산성대로-579,37.4606021,127.1684801
6700,2,산성대로-580,37.4603585,127.1687282
6701,2,산성대로-581,37.4603046,127.1686264
6702,2,산성대로-582,37.4609631,127.1680401
6703,2,산성대로-583,37.4608277,127.1682093
6704,2,산성대로-584,37.4608541,127.1686502
6705,2,산성대로-585,37.4608541,127.1686502
6706,2,산성대로-586,37.4610797,127.168402
6707,2,산성대로-587,37.4609628,127.1682662
6708,2,산성대로-588,37.4608546,127.168345
6709,2,산성대로-589,37.460692,127.1685933
6710,2,산성대로-590,37.4316056,127.1260695
6711,2,산성대로-591,37.4319392,127.1259344
6712,2,산성대로-592,37.4619694,127.170043
6713,2,산성대로-593,37.4623287,127.1708124
6714,2,산성대로-594,37.4619409,127.1711167
6715,2,산성대로-595,37.4616344,127.1712064
6716,2,산성대로-596,37.4626632,127.1700106
6717,2,산성대로-597,37.4325779,127.1269072
6718,2,산성대로-598,37.431884,127.1269625
6719,2,산성대로-599,37.4319383,127.1267931
6720,2,산성대로-600,37.4316678,127.1269622
6721,2,산성대로-601,37.4326675,127.1273254
6722,2,산성대로-602,37.4320815,127.1276295
6723,2,산성대로-603,37.4318289,127.1279906
6724,2,성남대로-27,37.4304394,127.1298186
6725,2,성남대로-28,37.4304394,127.1298186
6726,2,성남대로-29,37.4304394,127.1298186
6727,2,성남대로-30,37.432413,127.1294039
6728,2,성남대로-31,37.4327473,127.1286022
6729,2,성남대로-175,37.421487,127.132073
6730,2,성남대로-176,37.4213909,127.1320401
6731,2,성남대로-177,37.4213909,127.1320401
6732,2,성남대로-178,37.4305013,127.1308469
6733,2,성남대로-179,37.4308606,127.1319321
6734,2,성남대로-180,37.4308606,127.1319321
6735,2,성남대로-181,37.4304456,127.132372
6736,2,성남대로-182,37.4304985,127.1334342
6737,2,성남대로-183,37.4306066,127.1335134
6738,2,성남대로-184,37.431551,127.1275495
6739,2,성남대로-185,37.4312168,127.127402
6740,2,성남대로-186,37.431388,127.1274023
6741,2,성남대로-187,37.4312175,127.1267693
6742,2,성남대로-188,37.431468,127.1284871
6743,2,성남대로-189,37.431468,127.1284871
6744,2,성남대로-190,37.4314656,127.130679
6745,2,성남대로-191,37.4326897,127.1318788
6746,2,성남대로-192,37.4323288,127.1323188
6747,2,성남대로-193,37.4324731,127.1321834
6748,2,성남대로-194,37.4323827,127.1324319
6749,2,성남대로-195,37.4319103,127.1277083
6750,2,성남대로-196,37.4317214,127.1273803
6751,2,성남대로-197,37.4315506,127.127041
6752,2,성남대로-198,37.4316404,127.1272898
6753,2,성남대로-199,37.4319184,127.1285105
6754,2,성남대로-200,37.432081,127.1281605
6755,2,성남대로-201,37.4324389,127.1305112
6756,2,성남대로-202,37.4323845,127.1307936
6757,2,성남대로-203,37.432609,127.1315171
6758,2,성남대로-204,37.4327165,127.1320483
6759,2,성남대로-205,37.4324399,127.1295734
6760,2,성남대로-206,37.4324418,127.127743
6761,2,성남대로-207,37.4324418,127.127743
6762,2,성남대로-208,37.4326674,127.1274045
6763,2,성남대로-209,37.4324153,127.127291
6764,2,성남대로-210,37.4324425,127.127099
6765,2,성남대로-211,37.4325777,127.1270766
6766,2,성남대로-212,37.4325777,127.1270766
6767,2,성남대로-213,37.4321095,127.1267708
6768,2,성남대로-214,37.4324436,127.1260143
6769,2,성남대로-215,37.4323619,127.1266582
6770,2,성남대로-216,37.4326054,127.1263762
6771,2,성남대로-217,37.4317225,127.1263747
6772,2,성남대로-218,37.431993,127.126104
6773,2,성남대로-219,37.4322456,127.1258219
6774,2,성남대로-220,37.4327204,127.1284327
6775,2,순환로-1,37.432721,127.1783163
6776,2,순환로-2,37.4347192,127.1790102
6777,2,순환로-3,37.4402957,127.179464
6778,2,순환로-4,37.4408004,127.1793409
6779,2,순환로-5,37.442557,127.179571
6780,2,순환로-6,37.4441619,127.1788176
6781,2,순환로-7,37.457281,127.170951
6782,2,순환로-8,37.4627432,127.1707907
6783,2,순환로-9,37.4629689,127.170486
6784,2,순환로-1,37.4358617,127.1801541
6785,2,순환로-2,37.4348625,127.1795416
6786,2,순환로-3,37.4349977,127.179508
6787,2,순환로-4,37.4353575,127.1799269
6788,2,순환로-5,37.4353575,127.1799269
6789,2,순환로-6,37.4355551,127.1803681
6790,2,순환로-7,37.4360501,127.1807082
6791,2,순환로-8,37.4360769,127.1808439
6792,2,순환로-9,37.435169,127.1794293
6793,2,순환로-10,37.4422229,127.1800674
6794,2,순환로-11,37.4425292,127.1800907
6795,2,순환로-12,37.4425292,127.1800907
6796,2,순환로-13,37.4429965,127.180928
6797,2,순환로-14,37.4422211,127.1812652
6798,2,순환로-15,37.4427778,127.182566
6799,2,순환로-16,37.4431127,127.1815385
6800,2,순환로-17,37.4434931,127.1802286
6801,2,순환로-18,37.443465,127.1809517
6802,2,순환로-19,37.4434936,127.179867
6803,2,순환로-20,37.443621,127.179942
6804,2,순환로-21,37.4581061,127.1686781
6805,2,순환로-22,37.460852,127.1701761
6806,2,순환로-23,37.460852,127.1701761
6807,2,순환로-24,37.460852,127.1701761
6808,2,순환로-25,37.460852,127.1701761
6809,2,순환로-26,37.460852,127.1701761
6810,2,순환로-27,37.460852,127.1701761
6811,2,순환로-28,37.460852,127.1701761
6812,2,순환로-29,37.460852,127.1701761
6813,2,순환로-30,37.4616879,127.1715682
6814,2,순환로-31,37.4619941,127.1717046
6815,2,순환로-32,37.4592969,127.1675617
6816,2,순환로-33,37.4616355,127.1704265
6817,2,순환로-34,37.460971,127.1695434
6818,2,순환로-35,37.4621297,127.1713997
6819,2,순환로-36,37.4604394,127.1688414
6820,2,순환로-37,37.4595759,127.1678223
6821,2,순환로-38,37.4594409,127.1676751
6822,2,순환로-39,37.461716,127.1708675
6823,2,순환로-40,37.4615547,127.1702568
6824,2,순환로-41,37.4613839,127.1699512
6825,2,순환로-42,37.461159,127.1697021
6826,2,순환로-43,37.4609435,127.1692043
6827,2,순환로-44,37.4610788,127.1690689
6828,2,순환로-45,37.4624636,127.1710161
6829,2,순환로-46,37.4621934,127.1709251
6830,2,순환로-47,37.4620502,127.1702579
6831,2,순환로-48,37.4617175,127.1698163
6832,2,순환로-49,37.4615196,127.1695446
6833,2,순환로-50,37.4612768,127.1692389
6834,2,순환로-51,37.4614662,127.1690698
6835,2,순환로-52,37.462411,127.1707108
6836,2,순환로-53,37.462186,127.1698174
6837,2,순환로-54,37.4619972,127.1695344
6838,2,순환로-55,37.4619707,127.1691274
6839,2,순환로-56,37.4618538,127.1689802
6840,2,순환로-57,37.4616649,127.1687311
6841,2,순환로-58,37.4615749,127.1686518
6842,2,순환로-59,37.4627981,127.170237
6843,2,순환로-60,37.4627981,127.170237
6844,2,시민로-29,37.4376659,127.1452658
6845,2,시민로-30,37.4374673,127.1455366
6846,2,시민로-31,37.4379723,127.1451534
6847,2,시민로-32,37.4379723,127.1451534
6848,2,시민로-33,37.4378283,127.1450175
6849,2,시민로-34,37.4316946,127.1506552
6850,2,시민로-35,37.4346356,127.1476215
6851,2,시민로-36,37.4359434,127.1465393
6852,2,시민로-37,37.4366104,127.146292
6853,2,시민로-236,37.4389413,127.1484886
6854,2,시민로-237,37.4384684,127.1446797
6855,2,시민로-238,37.439282,127.146319
6856,2,시민로-239,37.4399692,127.147903
6857,2,시민로-240,37.4307492,127.1501223
6858,2,시민로-241,37.4311356,127.1509252
6859,2,시민로-242,37.4308568,127.1505744
6860,2,시민로-243,37.4333072,127.1507939
6861,2,시민로-244,37.433334,127.1510087
6862,2,시민로-245,37.4328837,127.1508157
6863,2,시민로-246,37.4328837,127.1508157
6864,2,시민로-247,37.4300828,127.1498724
6865,2,시민로-248,37.4302454,127.1495112
6866,2,시민로-249,37.4301917,127.1492625
6867,2,시민로-250,37.4303608,127.1508785
6868,2,시민로-251,37.4302801,127.1505733
6869,2,시민로-252,37.4304694,127.1505172
6870,2,시민로-253,37.4348613,127.1472378
6871,2,시민로-254,37.4308271,127.1527098
6872,2,시민로-255,37.4311335,127.1525974
6873,2,시민로-256,37.4311061,127.152925
6874,2,시민로-257,37.4311061,127.152925
6875,2,시민로-258,37.4305581,127.1516811
6876,2,시민로-259,37.4305581,127.1516811
6877,2,시민로-260,37.4305581,127.1516811
6878,2,시민로-261,37.4347184,127.1462319
6879,2,시민로-262,37.4347184,127.1462319
6880,2,시민로-263,37.4306672,127.1508452
6881,2,시민로-264,37.4305776,127.1504609
6882,2,원터로-1,37.4357501,127.142461
6883,2,원터로-2,37.4361916,127.1424608
6884,2,원터로-3,37.4360841,127.141873
6885,2,원터로-4,37.4361383,127.1418167
6886,2,원터로-5,37.4367514,127.1413771
6887,2,원터로-6,37.429053,127.1446846
6888,2,원터로-7,37.4294132,127.1447869
6889,2,원터로-8,37.4293065,127.1436569
6890,2,원터로-9,37.4293065,127.1436569
6891,2,원터로-10,37.4297738,127.1446294
6892,2,원터로-11,37.4299988,127.144901
6893,2,원터로-12,37.430441,127.1442918
6894,2,원터로-13,37.4339118,127.1426825
6895,2,원터로-14,37.4340558,127.1427393
6896,2,원터로-15,37.4345511,127.1429888
6897,2,원터로-16,37.4344431,127.1429321
6898,2,원터로-17,37.4346052,127.1429889
6899,2,원터로-18,37.4346952,127.1430456
6900,2,원터로-1,37.4339156,127.1394285
6901,2,원터로-2,37.4360837,127.142212
6902,2,원터로-3,37.4347795,127.1403453
6903,2,원터로-4,37.4344729,127.1405481
6904,2,원터로-5,37.4346356,127.1400964
6905,2,원터로-6,37.4344737,127.1398815
6906,2,원터로-7,37.4344737,127.1398815
6907,2,원터로-8,37.4357775,127.1421211
6908,2,원터로-9,37.4357775,127.1421211
6909,2,원터로-10,37.4341948,127.1394629
6910,2,원터로-11,37.4338344,127.1395187
6911,2,원터로-12,37.4341319,127.1393159
6912,2,원터로-13,37.4340508,127.1393722
6913,2,원터로-14,37.4356334,127.1420982
6914,2,원터로-15,37.4356606,127.1419288
6915,2,원터로-16,37.4355254,127.1419624
6916,2,원터로-17,37.4355527,127.1417591
6917,2,원터로-18,37.436632,127.143343
6918,2,원터로-19,37.4359932,127.142596
6919,2,원터로-20,37.436137,127.1428449
6920,2,원터로-21,37.4364162,127.1429358
6921,2,원터로-22,37.4368036,127.1430382
6922,2,원터로-23,37.4368036,127.1430382
6923,2,원터로-24,37.4368036,127.1430382
6924,2,원터로-25,37.4365247,127.1426535
6925,2,원터로-26,37.4366597,127.1427894
6926,2,원터로-27,37.4369401,127.1418181
6927,2,원터로-28,37.4375785,127.1429606
6928,2,원터로-29,37.4377764,127.1432095
6929,2,원터로-30,37.4377763,127.1433225
6930,2,원터로-31,37.437111,127.1421235
6931,2,원터로-32,37.4286671,127.1433507
6932,2,원터로-33,37.4292446,127.1426513
6933,2,원터로-34,37.4286947,127.1428988
6934,2,원터로-35,37.4286411,127.1425372
6935,2,원터로-36,37.428751,127.1418256
6936,2,원터로-37,37.4289709,127.1454866
6937,2,원터로-38,37.4289709,127.1454866
6938,2,원터로-39,37.4293029,127.1466283
6939,2,원터로-40,37.4294461,127.1474534
6940,2,원터로-41,37.4290798,127.1448202
6941,2,원터로-42,37.4294728,127.1476794
6942,2,원터로-43,37.4296345,127.1480977
6943,2,원터로-44,37.4289171,127.1452944
6944,2,원터로-45,37.4289171,127.1452944
6945,2,원터로-46,37.4294699,127.1426291
6946,2,원터로-47,37.429362,127.1424594
6947,2,원터로-48,37.429362,127.1424594
6948,2,원터로-49,37.4293351,127.1422899
6949,2,원터로-50,37.4293351,127.1422899
6950,2,원터로-51,37.4293351,127.1422899
6951,2,원터로-52,37.4299187,127.1440422
6952,2,원터로-53,37.4299187,127.1440422
6953,2,원터로-54,37.4299187,127.1440422
6954,2,원터로-55,37.4299187,127.1440422
6955,2,원터로-56,37.4276917,127.1453486
6956,2,원터로-57,37.4304141,127.1441561
6957,2,원터로-58,37.4302521,127.1439863
6958,2,원터로-59,37.4301079,127.144021
6959,2,원터로-60,37.4295572,127.1449906
6960,2,원터로-61,37.4293586,127.1452388
6961,2,원터로-62,37.4328314,127.1419574
6962,2,원터로-63,37.4325527,127.1414598
6963,2,원터로-64,37.4324447,127.141324
6964,2,원터로-65,37.4332449,127.1427604
6965,2,원터로-66,37.4322469,127.1410186
6966,2,원터로-67,37.4321389,127.1408715
6967,2,원터로-68,37.4329933,127.1422402
6968,2,원터로-69,37.4333272,127.1417324
6969,2,원터로-70,37.4327779,127.1414602
6970,2,원터로-71,37.4329396,127.1418785
6971,2,원터로-72,37.4332463,127.1416305
6972,2,원터로-73,37.4333007,127.1413256
6973,2,원터로-74,37.432994,127.1415962
6974,2,원터로-75,37.4331384,127.1414269
6975,2,원터로-76,37.4330845,127.1412348
6976,2,원터로-77,37.4326611,127.1411775
6977,2,원터로-78,37.4326344,127.1409289
6978,2,원터로-79,37.4325259,127.1412337
6979,2,원터로-80,37.4328327,127.1408728
6980,2,원터로-81,37.4324182,127.1408494
6981,2,원터로-82,37.4323548,127.1411769
6982,2,원터로-83,37.4326619,127.1405448
6983,2,원터로-84,37.4325809,127.1404542
6984,2,원터로-85,37.4334707,127.1423428
6985,2,원터로-86,37.4334163,127.1426025
6986,2,원터로-87,37.4335249,127.1421847
6987,2,원터로-88,37.4331104,127.142263
6988,2,원터로-89,37.4330565,127.1421273
6989,2,원터로-90,37.4345795,127.1418251
6990,2,원터로-91,37.4343273,127.1417342
6991,2,원터로-92,37.4346337,127.1417122
6992,2,원터로-93,37.4339672,127.141485
6993,2,원터로-94,37.4338598,127.140852
6994,2,원터로-95,37.4338322,127.1413491
6995,2,원터로-96,37.4335804,127.1409871
6996,2,원터로-97,37.4339681,127.1407392
6997,2,원터로-98,37.4341936,127.1404911
6998,2,원터로-99,37.4349384,127.1430686
6999,2,원터로-100,37.4334736,127.1398457
7000,2,원터로-101,37.4336357,127.1399364
7001,2,원터로-102,37.4333833,127.1400151
7002,2,원터로-103,37.4348847,127.1427634
7003,2,원터로-104,37.4347226,127.1427405
7004,2,원터로-105,37.4345246,127.1425368
7005,2,원터로-106,37.4352193,127.1417698
7006,2,원터로-107,37.4351378,127.1420973
7007,2,은이로-1,37.4570201,127.1656466
7008,2,은이로-2,37.4568575,127.1659288
7009,2,은이로-3,37.456325,127.1665945
7010,2,은이로-4,37.4562705,127.166877
7011,2,은이로-5,37.4560275,127.1667295
7012,2,은이로-6,37.4557165,127.1700064
7013,2,은이로-1,37.4567418,127.1649001
7014,2,은이로-2,37.4568853,127.1653751
7015,2,은이로-3,37.4567138,127.1656234
7016,2,은이로-4,37.4575783,127.1659304
7017,2,은이로-5,37.4579111,127.1663154
7018,2,은이로-6,37.4580824,127.1662593
7019,2,은이로-7,37.4578035,127.1659535
7020,2,은이로-8,37.4579656,127.1659878
7021,2,은이로-9,37.4579656,127.1659878
7022,2,은이로-10,37.4568563,127.1668217
7023,2,은이로-11,37.4562444,127.1662327
7024,2,은이로-12,37.4567205,127.1672283
7025,2,은이로-13,37.4575216,127.1678404
7026,2,은이로-14,37.4575216,127.1678404
7027,2,은이로-15,37.4577191,127.1683155
7028,2,은이로-16,37.4579711,127.1685082
7029,2,은이로-17,37.4567742,127.1674884
7030,2,은이로-18,37.4567742,127.1674884
7031,2,은이로-19,37.4572427,127.1675685
7032,2,은이로-20,37.4572427,127.1675685
7033,2,은이로-21,37.4577455,127.1687903
7034,2,은이로-22,37.4580251,127.1685988
7035,2,은이로-23,37.4564408,127.1675668
7036,2,은이로-24,37.4566028,127.1677027
7037,2,은이로-25,37.4568003,127.1681553
7038,2,은이로-26,37.4566926,127.1678725
7039,2,은이로-27,37.4564935,127.1684824
7040,2,은이로-28,37.4562775,127.1683124
7041,2,은이로-29,37.4567455,127.168709
7042,2,은이로-30,37.456214,127.1686513
7043,2,은이로-31,37.4552144,127.1683213
7044,2,은이로-32,37.4552144,127.1683213
7045,2,은이로-33,37.4571046,127.1696478
7046,2,은이로-34,37.4572216,127.1697385
7047,2,은이로-35,37.456024,127.1692047
7048,2,은이로-36,37.4561317,127.1694875
7049,2,은이로-37,37.4587138,127.1657633
7050,2,은이로-38,37.4589927,127.1660126
7051,2,은이로-39,37.4591907,127.1661826
7052,2,은이로-40,37.4593801,127.166071
7053,2,은이로-41,37.4579128,127.1650722
7054,2,은이로-42,37.4581378,127.1652648
7055,2,은이로-43,37.4583272,127.1651522
7056,2,은이로-44,37.4557161,127.170289
7057,2,은이로-45,37.4554997,127.1704241
7058,2,은이로-46,37.4554997,127.1704241
7059,2,은이로-47,37.456249,127.1693973
7060,2,은이로-48,37.4557431,127.1703116
7061,2,은이로-49,37.4556615,127.1707296
7062,2,은이로-50,37.4556615,127.1707296
7063,2,은이로-51,37.4556072,127.1708425
7064,2,은이로-52,37.4564366,127.1705618
7065,2,은이로-53,37.4568877,127.1701221
7066,2,은이로-54,37.4567155,127.1708224
7067,2,은이로-55,37.4567155,127.1708224
7068,2,은이로-56,37.4562746,127.1704033
7069,2,은이로-57,37.4559415,127.1702104
7070,2,은이로-58,37.4559415,127.1702104
7071,2,은이로-59,37.4558873,127.1702894
7072,2,은이로-60,37.4565261,127.1709237
7073,2,은이로-61,37.4591095,127.166318
7074,2,은이로-62,37.4566885,127.1643123
7075,2,은이로-63,37.4569402,127.1647649
7076,2,은행로-1,37.4548317,127.164896
7077,2,은행로-2,37.4547181,127.1622398
7078,2,은행로-3,37.4545238,127.1660142
7079,2,은행로-4,37.4539428,127.1626224
7080,2,은행로-5,37.4539428,127.1626224
7081,2,은행로-6,37.4539428,127.1626224
7082,2,은행로-7,37.4539428,127.1626224
7083,2,은행로-8,37.4539428,127.1626224
7084,2,은행로-9,37.4539428,127.1626224
7085,2,은행로-10,37.4547447,127.1626241
7086,2,은행로-11,37.4535764,127.1669841
7087,2,은행로-12,37.4535764,127.1669841
7088,2,은행로-13,37.4523848,127.1686202
7089,2,은행로-14,37.4520516,127.1685065
7090,2,은행로-15,37.451971,127.1688679
7091,2,은행로-16,37.4517448,127.1688222
7092,2,은행로-1,37.4568318,127.1649568
7093,2,은행로-2,37.4542471,127.1640923
7094,2,은행로-3,37.4565787,127.165544
7095,2,은행로-4,37.454163,127.1663186
7096,2,은행로-5,37.4544096,127.1638779
7097,2,은행로-6,37.4544991,127.1643415
7098,2,은행로-7,37.4544991,127.1643415
7099,2,은행로-8,37.455443,127.1658693
7100,2,은행로-9,37.4547143,127.1650426
7101,2,은행로-10,37.4539404,127.1643968
7102,2,은행로-11,37.454777,127.165314
7103,2,은행로-12,37.4551908,127.1658122
7104,2,은행로-13,37.454687,127.1652347
7105,2,은행로-14,37.4560541,127.1670121
7106,2,은행로-15,37.453408,127.1649833
7107,2,은행로-16,37.4554381,127.1628403
7108,2,은행로-17,37.4559422,127.163203
7109,2,은행로-18,37.4562212,127.1634523
7110,2,은행로-19,37.4563291,127.1635994
7111,2,은행로-20,37.4546939,127.1667944
7112,2,은행로-21,37.4546666,127.1669865
7113,2,은행로-22,37.4554378,127.1631228
7114,2,은행로-23,37.4547718,127.162545
7115,2,은행로-24,37.4561937,127.1637574
7116,2,은행로-25,37.4565267,127.1640633
7117,2,은행로-26,37.455105,127.1626814
7118,2,은행로-27,37.455105,127.1626814
7119,2,은행로-28,37.4552488,127.1629529
7120,2,은행로-29,37.4524664,127.1682588
7121,2,은행로-30,37.4524126,127.1680665
7122,2,은행로-31,37.4523589,127.1678178
7123,2,은행로-32,37.4554916,127.1633151
7124,2,은행로-33,37.4556626,127.1634511
7125,2,은행로-34,37.4559415,127.1637116
7126,2,은행로-35,37.4562746,127.1639271
7127,2,은행로-36,37.4564635,127.1641535
7128,2,은행로-37,37.4547986,127.1627372
7129,2,은행로-38,37.4549156,127.1628166
7130,2,은행로-39,37.4551856,127.1630658
7131,2,은행로-40,37.4526099,127.1687563
7132,2,은행로-41,37.4524914,127.1697054
7133,2,은행로-42,37.452464,127.1699314
7134,2,은행로-43,37.4526896,127.1697059
7135,2,은행로-44,37.4529682,127.1701811
7136,2,은행로-45,37.4526888,127.1702596
7137,2,은행로-46,37.4524095,127.170259
7138,2,은행로-47,37.4523576,127.1687671
7139,2,은행로-48,37.4529681,127.1702603
7140,2,은행로-49,37.4524992,127.1705644
7141,2,은행로-50,37.4525795,127.1710957
7142,2,은행로-51,37.4525795,127.1710957
7143,2,은행로-52,37.4526637,127.1689034
7144,2,은행로-53,37.4526905,127.1690391
7145,2,은행로-54,37.4523573,127.1689818
7146,2,은행로-55,37.452384,127.1691514
7147,2,은행로-56,37.452492,127.1692873
7148,2,은행로-57,37.4522214,127.1695127
7149,2,은행로-58,37.4525277,127.169536
7150,2,은행로-59,37.4526631,127.1693215
7151,2,은행로-60,37.4521873,127.1681225
7152,2,은행로-61,37.4520225,127.169953
7153,2,은행로-62,37.4520489,127.1704051
7154,2,은행로-63,37.4521026,127.1706765
7155,2,은행로-64,37.452219,127.1711514
7156,2,은행로-65,37.4522459,127.1712645
7157,2,은행로-66,37.4517172,127.1692629
7158,2,은행로-67,37.4519687,127.1697608
7159,2,은행로-68,37.4513054,127.1673408
7160,2,은행로-69,37.4512158,127.1669789
