순번(NO),구분(LAMP),일련번호(SER),위도(LATITUDE),경도(LONGITUDE)
19459,1,분당동-368,37.368556,127.141991
19460,1,분당동-369,37.368562,127.142053
19461,1,분당동-370,37.368428,127.142139
19462,1,분당동-371,37.368421,127.142249
19463,1,분당동-372,37.368285,127.142326
19464,1,분당동-373,37.368285,127.142392
19465,1,분당동-374,37.368104,127.142586
19466,1,분당동-375,37.36812,127.142616
19467,1,분당동-376,37.368035,127.142757
19468,1,분당동-377,37.368061,127.142791
19469,1,분당동-378,37.367943,127.143006
19470,1,분당동-379,37.367982,127.143026
19471,1,분당동-380,37.367941,127.14318
19472,1,분당동-381,37.367884,127.143267
19473,1,분당동-382,37.367913,127.14339
19474,1,분당동-383,37.367859,127.143543
19475,1,분당동-384,37.3679,127.143597
19476,1,분당동-385,37.367865,127.143821
19477,1,분당동-386,37.367908,127.143936
19478,1,분당동-387,37.367895,127.144077
19479,1,분당동-388,37.367977,127.144223
19480,1,분당동-389,37.367959,127.144347
19481,1,분당동-390,37.368051,127.144486
19482,1,분당동-391,37.368049,127.144587
19483,1,분당동-392,37.368153,127.144669
19484,1,분당동-393,37.368171,127.14482
19485,1,분당동-394,37.368288,127.144809
19486,1,분당동-395,37.368303,127.144833
19487,1,분당동-396,37.368354,127.145085
19488,1,분당동-397,37.368054,127.145035
19489,1,분당동-398,37.368098,127.145058
19490,1,분당동-399,37.367945,127.145164
19491,1,분당동-400,37.36797,127.145208
19492,1,분당동-401,37.367795,127.145338
19493,1,분당동-402,37.36783,127.145348
19494,1,분당동-403,37.367899,127.146215
19495,1,분당동-404,37.367954,127.146183
19496,1,분당동-405,37.367928,127.146687
19497,1,분당동-406,37.36796,127.146648
19498,1,분당동-407,37.36813,127.146593
19499,1,분당동-408,37.368163,127.146566
19500,1,분당동-409,37.368043,127.146958
19501,1,분당동-410,37.368077,127.146892
19502,1,분당동-411,37.368295,127.146968
19503,1,분당동-412,37.368346,127.146975
19504,1,분당동-413,37.369166,127.142559
19505,1,분당동-414,37.369199,127.142604
19506,1,분당동-415,37.369013,127.142727
19507,1,분당동-416,37.369058,127.142797
19508,1,분당동-417,37.369288,127.142225
19509,1,분당동-418,37.369147,127.142
19510,1,분당동-419,37.369308,127.142345
19511,1,분당동-420,37.36943,127.142365
19512,1,분당동-421,37.369424,127.142235
19513,1,분당동-422,37.369594,127.14203
19514,1,분당동-423,37.36961,127.142161
19515,1,분당동-424,37.369547,127.142602
19516,1,분당동-425,37.369587,127.142729
19517,1,분당동-426,37.369377,127.142701
19518,1,분당동-427,37.369454,127.142881
19519,1,분당동-428,37.369598,127.143009
19520,1,분당동-429,37.36882,127.142956
19521,1,분당동-430,37.368894,127.142951
19522,1,분당동-431,37.368672,127.143261
19523,1,분당동-432,37.368723,127.143267
19524,1,분당동-433,37.368602,127.143638
19525,1,분당동-434,37.368668,127.143562
19526,1,분당동-435,37.368625,127.143862
19527,1,분당동-436,37.368687,127.14389
19528,1,분당동-437,37.368685,127.144104
19529,1,분당동-438,37.368752,127.14418
19530,1,분당동-439,37.368657,127.14436
19531,1,분당동-440,37.36849,127.14447
19532,1,분당동-441,37.368411,127.144638
19533,1,분당동-442,37.368396,127.144742
19534,1,분당동-443,37.368479,127.144632
19535,1,분당동-444,37.368596,127.144513
19536,1,분당동-445,37.368869,127.144443
19537,1,분당동-446,37.368933,127.144458
19538,1,분당동-447,37.369134,127.144532
19539,1,분당동-448,37.369121,127.144585
19540,1,분당동-449,37.369358,127.144657
19541,1,분당동-450,37.36939,127.144602
19542,1,분당동-451,37.36963,127.144653
19543,1,분당동-452,37.369636,127.144568
19544,1,분당동-453,37.368174,127.147276
19545,1,분당동-454,37.368212,127.147288
19546,1,분당동-455,37.368464,127.14742
19547,1,분당동-456,37.368517,127.147443
19548,1,분당동-457,37.368312,127.147676
19549,1,분당동-458,37.368339,127.147716
19550,1,분당동-459,37.368625,127.147843
19551,1,분당동-460,37.368808,127.1481
19552,1,분당동-461,37.368793,127.148248
19553,1,분당동-462,37.368524,127.148244
19554,1,분당동-463,37.368521,127.148263
19555,1,분당동-464,37.368462,127.148545
19556,1,분당동-465,37.368581,127.148627
19557,1,분당동-466,37.369089,127.148604
19558,1,분당동-467,37.36913,127.148651
19559,1,분당동-468,37.368952,127.148312
19560,1,분당동-469,37.368947,127.148178
19561,1,분당동-470,37.369197,127.148024
19562,1,분당동-471,37.369221,127.1481
19563,1,분당동-472,37.369316,127.148456
19564,1,분당동-473,37.369397,127.148519
19565,1,분당동-474,37.369424,127.147905
19566,1,분당동-475,37.369445,127.147983
19567,1,분당동-476,37.369543,127.148316
19568,1,분당동-477,37.3696,127.148375
19569,1,분당동-478,37.369812,127.148176
19570,1,분당동-479,37.369907,127.148261
19571,1,분당동-480,37.369706,127.147865
19572,1,분당동-481,37.36971,127.147774
19573,1,분당동-482,37.369952,127.14768
19574,1,분당동-483,37.36996,127.147776
19575,1,분당동-484,37.370079,127.148066
19576,1,분당동-485,37.370183,127.148132
19577,1,분당동-486,37.370337,127.147988
19578,1,분당동-487,37.370117,127.14761
19579,1,분당동-488,37.370199,127.147701
19580,1,분당동-489,37.370263,127.147564
19581,1,분당동-490,37.370371,127.147636
19582,1,분당동-491,37.370469,127.147511
19583,1,분당동-492,37.370526,127.147479
19584,1,분당동-493,37.370598,127.147538
19585,1,분당동-494,37.370716,127.147509
19586,1,분당동-495,37.370706,127.147413
19587,1,분당동-496,37.370606,127.147879
19588,1,분당동-497,37.370695,127.147992
19589,1,분당동-498,37.370848,127.147839
19590,1,분당동-499,37.370886,127.147865
19591,1,분당동-500,37.370998,127.147782
19592,1,분당동-501,37.371017,127.147858
19593,1,분당동-502,37.371064,127.147829
19594,1,분당동-503,37.371055,127.147424
19595,1,분당동-504,37.370994,127.147284
19596,1,분당동-505,37.371297,127.147341
19597,1,분당동-506,37.371327,127.147193
19598,1,분당동-507,37.371269,127.14775
19599,1,분당동-508,37.371339,127.147653
19600,1,분당동-509,37.371456,127.147678
19601,1,분당동-510,37.371581,127.14757
19602,1,분당동-511,37.371541,127.147269
19603,1,분당동-512,37.371549,127.147127
19604,1,분당동-513,37.371716,127.147521
19605,1,분당동-514,37.371765,127.147568
19606,1,분당동-515,37.371632,127.147623
19607,1,분당동-516,37.371962,127.147405
19608,1,분당동-517,37.371986,127.14749
19609,1,분당동-518,37.371865,127.147119
19610,1,분당동-519,37.371854,127.146894
19611,1,분당동-520,37.371744,127.146513
19612,1,분당동-521,37.371736,127.146409
19613,1,분당동-522,37.371805,127.146091
19614,1,분당동-523,37.371945,127.146379
19615,1,분당동-524,37.371928,127.146515
19616,1,분당동-525,37.371585,127.14592
19617,1,분당동-526,37.371547,127.146
19618,1,분당동-527,37.371774,127.14593
19619,1,분당동-528,37.371627,127.145687
19620,1,분당동-529,37.371644,127.145644
19621,1,분당동-530,37.371394,127.145519
19622,1,분당동-531,37.371325,127.145521
19623,1,분당동-532,37.371373,127.145231
19624,1,분당동-533,37.371486,127.145261
19625,1,분당동-534,37.371119,127.145199
19626,1,분당동-535,37.37114,127.145168
19627,1,분당동-536,37.371138,127.144907
19628,1,분당동-537,37.37117,127.144856
19629,1,분당동-538,37.370861,127.144508
19630,1,분당동-539,37.370873,127.1444
19631,1,분당동-540,37.371019,127.144482
19632,1,분당동-541,37.371026,127.144374
19633,1,분당동-542,37.370744,127.144603
19634,1,분당동-543,37.370723,127.144745
19635,1,분당동-544,37.370748,127.144764
19636,1,분당동-545,37.370886,127.144885
19637,1,분당동-546,37.370935,127.144861
19638,1,분당동-547,37.370572,127.144897
19639,1,분당동-548,37.370615,127.144929
19640,1,분당동-549,37.370433,127.145044
19641,1,분당동-550,37.370462,127.145124
19642,1,분당동-551,37.370308,127.145171
19643,1,분당동-552,37.370312,127.145253
19644,1,분당동-553,37.370153,127.145287
19645,1,분당동-554,37.370178,127.145359
19646,1,분당동-555,37.369971,127.145412
19647,1,분당동-556,37.369964,127.145486
19648,1,분당동-557,37.369795,127.145493
19649,1,분당동-558,37.369772,127.145544
19650,1,분당동-559,37.369579,127.14559
19651,1,분당동-560,37.369547,127.145516
19652,1,분당동-561,37.369346,127.145531
19653,1,분당동-562,37.369371,127.145594
19654,1,분당동-563,37.369187,127.145586
19655,1,분당동-564,37.369204,127.14552
19656,1,분당동-565,37.368983,127.145531
19657,1,분당동-566,37.368977,127.145455
19658,1,분당동-567,37.368788,127.145429
19659,1,분당동-568,37.368814,127.145374
19660,1,분당동-569,37.36857,127.145289
19661,1,분당동-570,37.368617,127.145249
19662,1,분당동-571,37.368401,127.145031
19663,1,분당동-572,37.369856,127.144448
19664,1,분당동-573,37.36986,127.144514
19665,1,분당동-574,37.370028,127.144243
19666,1,분당동-575,37.370064,127.144311
19667,1,분당동-576,37.370219,127.144029
19668,1,분당동-577,37.370265,127.144109
19669,1,분당동-578,37.370367,127.144139
19670,1,분당동-579,37.370363,127.144052
19671,1,분당동-580,37.370064,127.143734
19672,1,분당동-581,37.370081,127.143681
19673,1,분당동-582,37.369769,127.143294
19674,1,분당동-583,37.369805,127.143308
19675,1,분당동-584,37.369795,127.143018
19676,1,분당동-585,37.369791,127.142887
19677,1,분당동-586,37.370034,127.143361
19678,1,분당동-587,37.370087,127.143289
19679,1,분당동-588,37.370299,127.143618
19680,1,분당동-589,37.370295,127.143711
19681,1,분당동-590,37.370449,127.143768
19682,1,분당동-591,37.3705,127.143749
19683,1,분당동-592,37.370568,127.143974
19684,1,분당동-593,37.370583,127.144103
19685,1,분당동-594,37.370562,127.144425
19686,1,분당동-595,37.370617,127.144438
19687,1,분당동-596,37.36974,127.137661
19688,1,서현동-140,37.369959,127.137585
19689,1,서현동-141,37.369984,127.137693
19690,1,서현동-142,37.370156,127.137845
19691,1,서현동-143,37.370156,127.137963
19692,1,분당동-597,37.369997,127.138033
19693,1,분당동-598,37.37001,127.138039
19694,1,분당동-599,37.370197,127.138332
19695,1,분당동-600,37.37021,127.138303
19696,1,서현동-144,37.370477,127.138265
19697,1,서현동-145,37.370483,127.138414
19698,1,서현동-146,37.370636,127.138497
19699,1,분당동-601,37.370458,127.138611
19700,1,분당동-602,37.370458,127.138681
19701,1,분당동-603,37.370684,127.138716
19702,1,서현동-147,37.370827,127.138761
19703,1,분당동-604,37.370687,127.138955
19704,1,분당동-605,37.370671,127.139002
19705,1,분당동-606,37.370912,127.139034
19706,1,분당동-607,37.370908,127.139279
19707,1,분당동-608,37.370973,127.139403
19708,1,서현동-148,37.371141,127.139344
19709,1,서현동-149,37.371143,127.139218
19710,1,서현동-150,37.3713,127.139207
19711,1,서현동-151,37.371294,127.139331
19712,1,분당동-609,37.371051,127.139628
19713,1,분당동-610,37.371219,127.1397
19714,1,분당동-611,37.371219,127.139746
19715,1,분당동-612,37.370904,127.13962
19716,1,분당동-613,37.370793,127.139759
19717,1,분당동-614,37.370847,127.139835
19718,1,분당동-615,37.370672,127.139903
19719,1,분당동-616,37.370647,127.140078
19720,1,분당동-617,37.370495,127.140114
19721,1,분당동-618,37.370522,127.140235
19722,1,분당동-619,37.370358,127.140356
19723,1,분당동-620,37.370379,127.140491
19724,1,분당동-621,37.370208,127.140723
19725,1,분당동-622,37.37027,127.140755
19726,1,분당동-623,37.370185,127.141017
19727,1,분당동-624,37.37011,127.141027
19728,1,분당동-625,37.37008,127.14133
19729,1,분당동-626,37.369997,127.141325
19730,1,분당동-627,37.369872,127.141646
19731,1,분당동-628,37.369946,127.141649
19732,1,분당동-629,37.369752,127.141848
19733,1,분당동-630,37.369794,127.14194
19734,1,분당동-631,37.369775,127.142287
19735,1,분당동-632,37.369776,127.142252
19736,1,분당동-633,37.369908,127.142433
19737,1,분당동-634,37.369891,127.142461
19738,1,분당동-635,37.370008,127.142631
19739,1,분당동-636,37.370031,127.142604
19740,1,분당동-637,37.370132,127.142765
19741,1,분당동-638,37.370161,127.142797
19742,1,분당동-639,37.370267,127.142941
19743,1,분당동-640,37.370304,127.142994
19744,1,분당동-641,37.370363,127.143099
19745,1,분당동-642,37.370447,127.143178
19746,1,분당동-643,37.370498,127.143285
19747,1,분당동-644,37.370569,127.14334
19748,1,분당동-645,37.370625,127.143583
19749,1,분당동-646,37.370687,127.143569
19750,1,분당동-647,37.37116,127.14424
19751,1,분당동-648,37.371125,127.144371
19752,1,분당동-649,37.371246,127.144209
19753,1,분당동-650,37.371278,127.144122
19754,1,분당동-651,37.371388,127.144063
19755,1,분당동-652,37.371415,127.143985
19756,1,분당동-653,37.371492,127.14393
19757,1,분당동-654,37.371534,127.143825
19758,1,분당동-655,37.371701,127.143719
19759,1,분당동-656,37.371729,127.14361
19760,1,분당동-657,37.371855,127.143549
19761,1,분당동-658,37.371863,127.14346
19762,1,분당동-659,37.370796,127.143343
19763,1,분당동-660,37.370889,127.143276
19764,1,분당동-661,37.370882,127.143184
19765,1,분당동-662,37.370958,127.143012
19766,1,분당동-663,37.371005,127.143031
19767,1,분당동-664,37.371116,127.142721
19768,1,분당동-665,37.371086,127.142658
19769,1,분당동-666,37.37114,127.142427
19770,1,분당동-667,37.371181,127.142388
19771,1,분당동-668,37.371237,127.142078
19772,1,분당동-669,37.371326,127.141995
19773,1,분당동-670,37.371367,127.14175
19774,1,분당동-671,37.371523,127.141578
19775,1,분당동-672,37.37155,127.141419
19776,1,분당동-673,37.37162,127.141451
19777,1,분당동-674,37.371731,127.141308
19778,1,분당동-675,37.371759,127.141151
19779,1,분당동-676,37.371836,127.141193
19780,1,분당동-677,37.371969,127.141068
19781,1,분당동-678,37.371975,127.140906
19782,1,분당동-679,37.372071,127.140928
19783,1,서현동-152,37.372273,127.140804
19784,1,서현동-153,37.372174,127.140612
19785,1,서현동-154,37.372257,127.140618
19786,1,서현동-155,37.372064,127.140501
19787,1,분당동-680,37.372006,127.140553
19788,1,분당동-681,37.371807,127.140502
19789,1,분당동-682,37.371701,127.140421
19790,1,분당동-683,37.371759,127.140207
19791,1,서현동-156,37.371777,127.140129
19792,1,분당동-684,37.371469,127.140114
19793,1,분당동-685,37.371489,127.140076
19794,1,서현동-157,37.371488,127.13982
19795,1,서현동-158,37.371545,127.139823
19796,1,서현동-159,37.372304,127.140313
19797,1,서현동-160,37.372382,127.140308
19798,1,서현동-161,37.372408,127.139997
19799,1,서현동-162,37.372465,127.139937
19800,1,서현동-163,37.372487,127.139654
19801,1,서현동-164,37.372533,127.139609
19802,1,서현동-165,37.372613,127.139339
19803,1,서현동-166,37.372648,127.139374
19804,1,서현동-167,37.372241,127.139827
19805,1,서현동-168,37.372219,127.139739
19806,1,서현동-169,37.372138,127.139663
19807,1,서현동-170,37.372144,127.139636
19808,1,서현동-171,37.372028,127.139506
19809,1,서현동-172,37.372007,127.139438
19810,1,서현동-173,37.371853,127.139274
19811,1,서현동-174,37.371844,127.139202
19812,1,서현동-175,37.37175,127.139126
19813,1,서현동-176,37.371764,127.139107
19814,1,서현동-177,37.371499,127.139109
19815,1,서현동-178,37.371569,127.138892
19816,1,서현동-179,37.371691,127.138876
19817,1,서현동-180,37.371745,127.138715
19818,1,서현동-181,37.371915,127.138645
19819,1,서현동-182,37.371961,127.138474
19820,1,서현동-183,37.372133,127.138391
19821,1,서현동-184,37.372188,127.138197
19822,1,서현동-185,37.372363,127.138127
19823,1,서현동-186,37.372406,127.137969
19824,1,서현동-187,37.372552,127.137915
19825,1,서현동-188,37.372609,127.137738
19826,1,서현동-189,37.372404,127.137967
19827,1,서현동-190,37.372743,127.137686
19828,1,서현동-191,37.372826,127.137465
19829,1,서현동-192,37.37295,127.137457
19830,1,서현동-193,37.373042,127.13726
19831,1,서현동-194,37.373164,127.13723
19832,1,서현동-195,37.373185,127.137089
19833,1,서현동-196,37.373356,127.137006
19834,1,서현동-197,37.373309,127.136932
19835,1,서현동-198,37.373423,127.137211
19836,1,서현동-199,37.373418,127.137253
19837,1,서현동-200,37.373515,127.137393
19838,1,서현동-201,37.373541,127.137373
19839,1,서현동-202,37.373615,127.137547
19840,1,서현동-203,37.37363,127.137529
19841,1,서현동-204,37.37369,127.137666
19842,1,서현동-205,37.373776,127.137694
19843,1,서현동-206,37.3738,127.137954
19844,1,서현동-207,37.373908,127.137926
19845,1,서현동-208,37.374011,127.137716
19846,1,서현동-209,37.374116,127.137725
19847,1,서현동-210,37.373782,127.138075
19848,1,서현동-211,37.373599,127.138181
19849,1,서현동-212,37.373633,127.13822
19850,1,서현동-213,37.373404,127.138407
19851,1,서현동-214,37.373479,127.138391
19852,1,서현동-215,37.373298,127.138598
19853,1,서현동-216,37.373194,127.13863
19854,1,서현동-217,37.372997,127.138862
19855,1,서현동-218,37.373073,127.138881
19856,1,서현동-219,37.372792,127.139084
19857,1,서현동-220,37.372832,127.139119
19858,1,서현동-221,37.37257,127.134296
19859,1,서현동-222,37.372679,127.134369
19860,1,서현동-223,37.372395,127.1345
19861,1,서현동-224,37.3726,127.134776
19862,1,서현동-225,37.37259,127.134786
19863,1,서현동-226,37.372756,127.135032
19864,1,서현동-227,37.372767,127.135035
19865,1,서현동-228,37.372764,127.134582
19866,1,서현동-229,37.372824,127.134582
19867,1,서현동-230,37.37295,127.134873
19868,1,서현동-231,37.37301,127.134848
19869,1,서현동-232,37.372986,127.135356
19870,1,서현동-233,37.373064,127.135429
19871,1,서현동-234,37.373215,127.13524
19872,1,서현동-235,37.373247,127.135199
19873,1,서현동-236,37.373377,127.135377
19874,1,서현동-237,37.373337,127.13541
19875,1,서현동-238,37.37318,127.135585
19876,1,서현동-239,37.373194,127.135641
19877,1,서현동-240,37.373371,127.135866
19878,1,서현동-241,37.37338,127.1359
19879,1,서현동-242,37.373534,127.135696
19880,1,서현동-243,37.373568,127.13565
19881,1,서현동-244,37.37372,127.135941
19882,1,서현동-245,37.373744,127.135914
19883,1,서현동-246,37.373561,127.136162
19884,1,서현동-247,37.373577,127.13617
19885,1,서현동-248,37.373734,127.136399
19886,1,서현동-249,37.373461,127.136736
19887,1,서현동-250,37.373563,127.136776
19888,1,서현동-251,37.373652,127.136563
19889,1,서현동-252,37.373741,127.136571
19890,1,서현동-253,37.373903,127.136643
19891,1,서현동-254,37.373911,127.13663
19892,1,서현동-255,37.374089,127.136916
19893,1,서현동-256,37.374087,127.136871
19894,1,서현동-257,37.374073,127.13646
19895,1,서현동-258,37.374102,127.13639
19896,1,서현동-259,37.374129,127.136531
19897,1,서현동-260,37.374067,127.136213
19898,1,서현동-261,37.374081,127.136064
19899,1,서현동-262,37.373938,127.13615
19900,1,서현동-263,37.373911,127.136229
19901,1,분당동-686,37.37202,127.146878
19902,1,분당동-687,37.372046,127.146734
19903,1,분당동-688,37.372139,127.146806
19904,1,분당동-689,37.372094,127.146949
19905,1,분당동-690,37.372298,127.14675
19906,1,분당동-691,37.372318,127.146794
19907,1,분당동-692,37.372467,127.14658
19908,1,분당동-693,37.3725,127.146645
19909,1,분당동-694,37.372445,127.147152
19910,1,분당동-695,37.372214,127.147273
19911,1,분당동-696,37.372084,127.147333
19912,1,분당동-697,37.372107,127.147446
19913,1,분당동-698,37.372311,127.147339
19914,1,분당동-699,37.372344,127.147304
19915,1,분당동-700,37.372423,127.147373
19916,1,분당동-701,37.372657,127.14758
19917,1,분당동-702,37.372662,127.147563
19918,1,분당동-703,37.372644,127.147343
19919,1,분당동-704,37.372627,127.147072
19920,1,분당동-705,37.372704,127.146945
19921,1,분당동-706,37.372819,127.14687
19922,1,분당동-707,37.3729,127.146709
19923,1,분당동-708,37.37271,127.146454
19924,1,분당동-709,37.372703,127.146362
19925,1,분당동-710,37.372906,127.146123
19926,1,분당동-711,37.372927,127.146218
19927,1,분당동-712,37.373116,127.146477
19928,1,분당동-713,37.373037,127.146671
19929,1,분당동-714,37.373254,127.146406
19930,1,분당동-715,37.373314,127.146224
19931,1,분당동-716,37.37345,127.14619
19932,1,분당동-717,37.3735,127.145936
19933,1,분당동-718,37.37359,127.145923
19934,1,분당동-719,37.373325,127.145727
19935,1,분당동-720,37.373269,127.145623
19936,1,분당동-721,37.373067,127.145908
19937,1,분당동-722,37.373131,127.145982
19938,1,분당동-723,37.373699,127.145585
19939,1,분당동-724,37.373762,127.145575
19940,1,분당동-725,37.37421,127.145708
19941,1,분당동-726,37.373878,127.145216
19942,1,분당동-727,37.374003,127.145171
19943,1,분당동-728,37.373656,127.145062
19944,1,분당동-729,37.373564,127.145006
19945,1,분당동-730,37.373499,127.145168
19946,1,분당동-731,37.373539,127.145323
19947,1,분당동-732,37.373633,127.144861
19948,1,분당동-733,37.373698,127.144689
19949,1,분당동-734,37.373786,127.144681
19950,1,분당동-735,37.37376,127.14447
19951,1,분당동-736,37.373885,127.14434
19952,1,분당동-737,37.373838,127.144241
19953,1,분당동-738,37.374136,127.144411
19954,1,분당동-739,37.374174,127.144472
19955,1,분당동-740,37.374103,127.144774
19956,1,분당동-741,37.374023,127.144811
19957,1,분당동-742,37.374213,127.144139
19958,1,분당동-743,37.374263,127.144163
19959,1,분당동-744,37.37428,127.14387
19960,1,분당동-745,37.374281,127.143845
19961,1,분당동-746,37.374321,127.143902
19962,1,분당동-747,37.374013,127.143725
19963,1,분당동-748,37.374003,127.143736
19964,1,분당동-749,37.373981,127.14374
19965,1,분당동-750,37.373954,127.143742
19966,1,분당동-751,37.374248,127.145707
19967,1,분당동-752,37.374578,127.145845
19968,1,분당동-753,37.374576,127.145868
19969,1,분당동-754,37.374931,127.145973
19970,1,분당동-755,37.374984,127.146041
19971,1,분당동-756,37.375426,127.146041
19972,1,분당동-757,37.375497,127.146075
19973,1,분당동-758,37.375908,127.145872
19974,1,분당동-759,37.375944,127.145864
19975,1,분당동-760,37.376254,127.145855
19976,1,분당동-761,37.376313,127.145851
19977,1,분당동-762,37.376699,127.145809
19978,1,분당동-763,37.376705,127.14584
19979,1,분당동-764,37.376961,127.145759
19980,1,분당동-765,37.377081,127.145696
19981,1,분당동-766,37.37684,127.144837
19982,1,분당동-767,37.376812,127.144774
19983,1,분당동-768,37.376439,127.144786
19984,1,분당동-769,37.376434,127.144723
19985,1,분당동-770,37.376228,127.144831
19986,1,분당동-771,37.376219,127.144792
19987,1,분당동-772,37.37601,127.14487
19988,1,분당동-773,37.376051,127.144795
19989,1,분당동-774,37.375795,127.144841
19990,1,분당동-775,37.375819,127.144796
19991,1,분당동-776,37.375588,127.144769
19992,1,분당동-777,37.375584,127.144696
19993,1,분당동-778,37.375382,127.144696
19994,1,분당동-779,37.375392,127.144657
19995,1,분당동-780,37.375141,127.144568
19996,1,분당동-781,37.375167,127.144619
19997,1,분당동-782,37.374947,127.144536
19998,1,분당동-783,37.374935,127.144489
19999,1,분당동-784,37.374006,127.143472
20000,1,분당동-785,37.374082,127.143457
20001,1,분당동-786,37.374327,127.143588
20002,1,분당동-787,37.374379,127.143614
20003,1,분당동-788,37.374421,127.14343
20004,1,분당동-789,37.374416,127.143217
20005,1,분당동-790,37.374158,127.143133
20006,1,분당동-791,37.374066,127.143211
20007,1,분당동-792,37.374145,127.1429
20008,1,분당동-793,37.374229,127.142871
20009,1,분당동-794,37.374513,127.143083
20010,1,분당동-795,37.374488,127.142877
20011,1,분당동-796,37.374581,127.14277
20012,1,분당동-797,37.374551,127.142632
20013,1,분당동-798,37.374297,127.142572
20014,1,분당동-799,37.374224,127.142518
20015,1,분당동-800,37.374655,127.142529
20016,1,분당동-801,37.374091,127.142359
20017,1,분당동-802,37.373948,127.142302
20018,1,분당동-803,37.373815,127.142252
20019,1,서현동-264,37.374268,127.142208
20020,1,서현동-265,37.374342,127.142051
20021,1,서현동-266,37.374406,127.142065
20022,1,서현동-267,37.374654,127.142217
20023,1,서현동-268,37.374701,127.142278
20024,1,서현동-269,37.373889,127.142064
20025,1,서현동-270,37.373874,127.141978
20026,1,분당동-804,37.373581,127.142168
20027,1,분당동-805,37.373586,127.142121
20028,1,서현동-271,37.373651,127.141958
20029,1,서현동-272,37.373505,127.141905
20030,1,서현동-273,37.373506,127.141848
20031,1,분당동-806,37.373305,127.142051
20032,1,서현동-274,37.373093,127.141698
20033,1,서현동-275,37.373181,127.141678
20034,1,분당동-807,37.372882,127.141805
20035,1,분당동-808,37.372892,127.141779
20036,1,서현동-276,37.372858,127.141462
20037,1,서현동-277,37.37274,127.141438
20038,1,분당동-809,37.372536,127.141462
20039,1,분당동-810,37.372587,127.141563
20040,1,분당동-811,37.372674,127.141737
20041,1,분당동-812,37.372709,127.141775
20042,1,분당동-813,37.372607,127.142048
20043,1,분당동-814,37.37262,127.142032
20044,1,분당동-815,37.372564,127.142321
20045,1,분당동-816,37.372522,127.142252
20046,1,분당동-817,37.372459,127.142445
20047,1,분당동-818,37.372494,127.142563
20048,1,분당동-819,37.3724,127.142645
20049,1,분당동-820,37.372406,127.142752
20050,1,분당동-821,37.372307,127.142851
20051,1,분당동-822,37.372318,127.142924
20052,1,분당동-823,37.372011,127.143364
20053,1,분당동-824,37.372047,127.143251
20054,1,분당동-825,37.372165,127.143167
20055,1,분당동-826,37.372192,127.143085
20056,1,분당동-827,37.37211,127.140998
20057,1,분당동-828,37.372301,127.140974
20058,1,서현동-278,37.372493,127.141109
20059,1,분당동-829,37.3725,127.141217
20060,1,분당동-830,37.372267,127.141161
20061,1,분당동-831,37.372328,127.141291
20062,1,서현동-279,37.374463,127.141707
20063,1,서현동-280,37.374507,127.141792
20064,1,서현동-281,37.374747,127.141961
20065,1,서현동-282,37.374791,127.141919
20066,1,서현동-283,37.374875,127.14165
20067,1,서현동-284,37.374917,127.141608
20068,1,서현동-285,37.374635,127.14148
20069,1,서현동-286,37.374617,127.141381
20070,1,서현동-287,37.375008,127.141384
20071,1,서현동-288,37.375033,127.141408
20072,1,서현동-289,37.374785,127.141176
20073,1,서현동-290,37.374744,127.141139
20074,1,서현동-291,37.374887,127.140898
20075,1,서현동-292,37.374963,127.140916
20076,1,서현동-293,37.375176,127.141084
20077,1,서현동-294,37.375187,127.141107
20078,1,서현동-295,37.37502,127.140682
20079,1,서현동-296,37.375145,127.140644
20080,1,서현동-297,37.375353,127.140848
20081,1,서현동-298,37.375386,127.140829
20082,1,서현동-299,37.375555,127.140595
20083,1,서현동-300,37.375588,127.140617
20084,1,서현동-301,37.375269,127.14042
20085,1,서현동-302,37.375359,127.140397
20086,1,서현동-303,37.375442,127.140188
20087,1,서현동-304,37.375564,127.140156
20088,1,서현동-305,37.375775,127.140348
20089,1,서현동-306,37.375802,127.140388
20090,1,서현동-307,37.375658,127.139941
20091,1,서현동-308,37.375772,127.139924
20092,1,서현동-309,37.375963,127.140139
20093,1,서현동-310,37.376023,127.140124
20094,1,서현동-311,37.376139,127.139936
20095,1,서현동-312,37.376228,127.13987
20096,1,서현동-313,37.375962,127.139716
20097,1,서현동-314,37.375899,127.139671
20098,1,서현동-315,37.375941,127.139504
20099,1,서현동-316,37.376389,127.139762
20100,1,서현동-317,37.376401,127.139744
20101,1,서현동-318,37.376447,127.139631
20102,1,서현동-319,37.376443,127.139601
20103,1,서현동-320,37.376521,127.139975
20104,1,서현동-321,37.376538,127.139946
20105,1,서현동-322,37.376671,127.140147
20106,1,서현동-323,37.376673,127.140172
20107,1,서현동-324,37.376816,127.140377
20108,1,서현동-325,37.376824,127.140378
20109,1,서현동-326,37.376973,127.140575
20110,1,서현동-327,37.376956,127.140586
20111,1,서현동-328,37.377116,127.140797
20112,1,서현동-329,37.377131,127.140794
20113,1,서현동-330,37.37727,127.141011
20114,1,서현동-331,37.377285,127.140986
20115,1,서현동-332,37.377417,127.141215
20116,1,서현동-333,37.377423,127.141205
20117,1,서현동-334,37.377565,127.141423
20118,1,서현동-335,37.377583,127.141426
20119,1,서현동-336,37.377713,127.141632
20120,1,서현동-337,37.377747,127.141597
20121,1,서현동-338,37.37783,127.141733
20122,1,서현동-339,37.374175,127.137533
