보호구역아이디,관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로종류,규격여부,경도,위도,보차분리여부,연속형여부,설치년도,관리기관명,관리기관전화번호,데이터기준일자
25,0025-B-0004,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,빛가온 초등학교 정문 30m 전방,1,1,10,360,12,1,Y,126.881939299,37.413695732,Y,Y,,광명경찰서,182,2021-11-26
25,0025-B-0005,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,쉴만한 물가교회 인근,1,1,10,360,11,1,Y,126.882493024,37.413529114,Y,Y,,광명경찰서,182,2021-11-26
25,0025-B-0006,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,에이스마트 인근,1,1,10,360,11,1,Y,126.881410745,37.41390227,Y,Y,,광명경찰서,182,2021-11-26
25,0025-B-0007,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,HOYA 매장 앞,1,1,10,360,12,1,Y,126.881147234,37.41415542,Y,Y,,광명경찰서,182,2021-11-26
25,0025-B-0008,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,기네스 PUB매장 앞,1,1,10,360,11,1,Y,126.881607986,37.414400289,Y,Y,,광명경찰서,182,2021-11-26
49,0049-B-0001,경기도,광명시,성채로,경기도 광명시 성채로78번길 5,경기도 광명시 소하동 1385,짱뽕클럽 앞,1,1,10,360,6,1,Y,126.877706828,37.432660653,Y,Y,,광명경찰서,182,2021-11-26
49,0049-B-0002,경기도,광명시,성채로,경기도 광명시 성채로78번길 5,경기도 광명시 소하동 1385,오승빌라 앞,1,1,10,360,13,1,Y,126.878360811,37.432834567,Y,Y,,광명경찰서,182,2021-11-26
51,0051-B-0001,경기도,광명시,영당안로,경기도 광명시 영당안로 43,경기도 광명시 소하동 937,큰별어린이집 앞,1,1,10,360,10,1,Y,126.877378086,37.436097563,Y,Y,,광명경찰서,182,2021-11-26
51,0051-B-0002,경기도,광명시,영당안로,경기도 광명시 영당안로 43,경기도 광명시 소하동 937,예쁜집인테리어 앞,1,1,10,360,10,1,Y,126.877376181,37.436316856,Y,Y,,광명경찰서,182,2021-11-26
24,0024-B-0001,경기도,광명시,성채안로,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,충현초등학교 정문인근,1,1,10,360,10,1,Y,126.885427387,37.432834895,Y,Y,,광명경찰서,182,2021-11-26
24,0024-B-0002,경기도,광명시,성채안로,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,충현초등학교 정문앞 30M,1,1,10,360,15,1,Y,126.88509962,37.433394997,Y,Y,,광명경찰서,182,2021-11-26
24,0024-B-0003,경기도,광명시,성채안로,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,하나아크로빌 앞,1,1,10,360,15,1,Y,126.884782958,37.433548397,Y,Y,,광명경찰서,182,2021-11-26
24,0024-B-0004,경기도,광명시,성채안로,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,머리잘하는집 앞,1,1,10,360,7,1,Y,126.885328029,37.433936027,Y,Y,,광명경찰서,182,2021-11-26
42,0042-B-0001,경기도,광명시,기아로,경기도 광명시 기아로62번길 16,경기도 광명시 소하동 1372-7,트인아이유치원 옆,1,1,10,360,10,1,Y,126.886414613,37.435045657,Y,Y,,광명경찰서,182,2021-11-26
5,0005-B-0001,경기도,광명시,오리로,경기도 광명시 오리로 402,경기도 광명시 소하동 904,밝은빛유치원 뒤,1,1,10,360,6,1,Y,126.87980881,37.438780212,Y,Y,,광명경찰서,182,2021-11-26
5,0005-B-0002,경기도,광명시,오리로,경기도 광명시 오리로 402,경기도 광명시 소하동 904,서면초등학교 정문,1,1,10,360,6,1,Y,126.880441463,37.439121493,Y,Y,,광명경찰서,182,2021-11-26
5,0005-B-0003,경기도,광명시,오리로,경기도 광명시 오리로 402,경기도 광명시 소하동 904,서면초등학교 정문 10M,1,1,10,360,6,1,Y,126.880837463,37.439270813,Y,Y,,광명경찰서,182,2021-11-26
5,0005-B-0004,경기도,광명시,오리로,경기도 광명시 오리로 402,경기도 광명시 소하동 904,먹싸갈비 앞,1,1,10,360,6,1,Y,126.8812151,37.439130468,Y,Y,,광명경찰서,182,2021-11-26
39,0039-B-0001,경기도,광명시,새빛공원로,경기도 광명시 새빛공원로 54,경기도 광명시 일직동 517-4,광명역 센트럴자이 203동 옆,1,1,10,360,12,1,Y,126.88825423,37.416724906,Y,Y,,광명경찰서,182,2021-11-26
25,0025-B-0009,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,빛가온초등학교 앞,1,1,10,360,12,1,Y,126.881609888,37.413278733,Y,Y,,광명경찰서,182,2021-11-26
25,0025-B-0010,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,빛가온초등학교 정문 앞 10M,1,1,10,360,11,1,Y,126.881775178,37.413350564,Y,Y,,광명경찰서,182,2021-11-26
42,0042-B-0002,경기도,광명시,기아로,경기도 광명시 기아로62번길 16,경기도 광명시 소하동 1372-7,강철수산 앞,1,1,10,360,12,1,Y,126.885741536,37.434950651,Y,Y,,광명경찰서,182,2021-11-26
24,0024-B-0005,경기도,광명시,성채안로,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,아미스헤어 앞,1,1,10,360,10,1,Y,126.885092405,37.435140049,Y,Y,,광명경찰서,182,2021-11-26
24,0024-B-0006,경기도,광명시,성채안로,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,휴먼시아 301동 앞,1,1,10,360,17,1,Y,126.883422438,37.431917061,Y,Y,,광명경찰서,182,2021-11-26
27,0027-B-0004,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,예지유치원 근방 철산우성아파트 도로,1,1,10,360,8,1,Y,126.86786912,37.490462563,Y,Y,,광명경찰서,182,2021-10-08
27,0027-B-0001,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,예지유치원 정문 우측 방향 30m,1,1,10,360,6,1,Y,126.868564946,37.49063641,Y,Y,,광명경찰서,182,2021-10-08
27,0027-B-0007,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,예지유치원 근방 철산우성아파트 도로,1,1,10,360,8,1,Y,126.867619999,37.489996352,Y,Y,,광명경찰서,182,2021-10-08
27,0027-B-0008,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,예지유치원 근방 철산우성아파트 도로,1,1,10,360,8,1,Y,126.867549272,37.489856779,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0001,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명북고등학교  방향,1,1,10,360,6,1,Y,126.86706468,37.48863117,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0002,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명북고등학교  방향,1,1,10,360,6,1,Y,126.867489852,37.488429275,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0003,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명북고등학교  방향,1,3,10,360,6,1,Y,126.867951443,37.488179304,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0006,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명초등학교 북쪽 방향,1,1,10,360,6,1,Y,126.867914015,37.487291409,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0007,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명초등학교 북동 방향,1,1,10,360,6,1,Y,126.86883816,37.487843142,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0008,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명초등학교 동쪽 방향,1,1,10,360,7,1,Y,126.868544551,37.487127258,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0009,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명초등학교 동쪽 방향,1,3,10,360,7,1,Y,126.868697355,37.48663851,Y,Y,,광명경찰서,182,2021-10-08
14,0014-B-0010,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,광명초등학교 동남쪽 방향,1,1,10,360,7,1,Y,126.868829581,37.486197076,Y,Y,,광명경찰서,182,2021-10-08
9,0009-B-0001,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,광성초등학교 정문 방향,1,1,10,360,8,1,Y,126.872411396,37.477853847,Y,Y,,광명경찰서,182,2021-10-08
9,0009-B-0002,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,광성초등학교 정문 방향,1,1,10,360,8,1,Y,126.872171671,37.478381097,Y,Y,,광명경찰서,182,2021-10-08
9,0009-B-0003,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,광성초등학교 정문 방향,1,1,10,360,8,1,Y,126.871955224,37.47884721,Y,Y,,광명경찰서,182,2021-10-08
40,0040-B-0003,경기도,광명시,철산로,경기도 광명시 철산로29번길 12,경기도 광명시 철산동 241-4,삼흥유치원 인근에 위치,1,3,10,360,7,1,Y,126.868739233,37.477744333,Y,Y,,광명경찰서,182,2021-10-08
40,0040-B-0004,경기도,광명시,철산로,경기도 광명시 철산로29번길 12,경기도 광명시 철산동 241-4,삼흥유치원 인근에 위치,1,3,10,360,9,1,Y,126.868809829,37.477820722,Y,Y,,광명경찰서,182,2021-10-08
15,0015-B-0001,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,철산 래미안 아파트 상가 앞,1,1,10,360,14,1,Y,126.872858329,37.472186743,Y,Y,,광명경찰서,182,2021-10-08
15,0015-B-0002,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,철산 래미안 아파트 상가 앞,1,1,10,360,14,1,Y,126.872772713,37.471806829,Y,Y,,광명경찰서,182,2021-10-08
15,0015-B-0003,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,광명철산동 우체국 앞,1,1,10,360,16,1,Y,126.872413727,37.470853053,Y,Y,,광명경찰서,182,2021-10-08
15,0015-B-0004,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,두산위브트레지브 아파트 근방,1,1,10,360,16,1,Y,126.871266025,37.470419273,Y,Y,,광명경찰서,182,2021-10-08
15,0015-B-0005,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,철산초등학교 정문 근방,1,1,10,360,14,1,Y,126.873660058,37.469926156,Y,Y,,광명경찰서,182,2021-10-08
19,0019-B-0001,경기도,광명시,철망산로,경기도 광명시 철망산로 68,경기도 광명시 하안4동 23,하일초등학교 정문 근방,1,1,10,360,12,1,Y,126.876525025,37.469529064,Y,Y,,광명경찰서,182,2021-10-08
35,0035-B-0001,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,한마음유치원 방향,1,1,10,360,7,1,Y,126.875363321,37.467622698,Y,Y,,광명경찰서,182,2021-10-08
35,0035-B-0002,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,한마음유치원 근방,1,1,10,360,7,1,Y,126.875675614,37.467110221,Y,Y,,광명경찰서,182,2021-10-08
35,0035-B-0003,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,한마음유치원 근방,1,1,10,360,7,1,Y,126.875967651,37.467242777,Y,Y,,광명경찰서,182,2021-10-08
35,0035-B-0004,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,한마음유치원 근방,1,1,10,360,10,1,Y,126.876185475,37.466744253,Y,Y,,광명경찰서,182,2021-10-08
32,0032-B-0001,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,혜성유치원 앞,1,1,10,360,12,1,Y,126.877629688,37.46594985,Y,Y,,광명경찰서,182,2021-10-08
32,0032-B-0002,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,혜성유치원 앞,1,1,10,360,12,1,Y,126.878468257,37.46641484,Y,Y,,광명경찰서,182,2021-10-08
15,0015-B-0008,경기도,광명시,철망산로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,광명시 하안도서관 앞,1,1,10,360,7,1,Y,126.872913134,37.467948842,Y,Y,,광명경찰서,182,2021-10-08
9,0009-B-0004,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,행정복지센터 근방,1,1,10,360,9,1,Y,126.872793984,37.477091897,Y,Y,,광명경찰서,182,2021-11-12
9,0009-B-0005,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,행정복지센터 근방 아파트 출입구 앞,1,1,10,360,5,1,Y,126.872844994,37.476831613,Y,Y,,광명경찰서,182,2021-11-12
9,0009-B-0006,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,행정복지센터 근방 아파트 출입구 앞,1,1,10,360,9,1,Y,126.872997051,37.476773689,Y,Y,,광명경찰서,182,2021-11-12
44,0044-B-0001,경기도,광명시,연서일로,경기도 광명시 연서일로17번길 18,경기도 광명시 철산동 203-1,대한민국 상이군경회 앞,1,1,10,360,8,1,Y,126.861987739,37.481532038,Y,Y,,광명경찰서,182,2021-11-15
44,0044-B-0002,경기도,광명시,연서일로,경기도 광명시 연서일로17번길 18,경기도 광명시 철산동 203-1,철산어린이집 정문 20m,1,1,10,360,7,1,Y,126.862057965,37.481917484,Y,Y,,광명경찰서,182,2021-11-15
44,0044-B-0003,경기도,광명시,연서일로,경기도 광명시 연서일로17번길 18,경기도 광명시 철산동 203-1,철산어린이집 정문 근방,1,1,10,360,6,1,Y,126.862321585,37.482386582,Y,Y,,광명경찰서,182,2021-11-15
44,0044-B-0004,경기도,광명시,연서일로,경기도 광명시 연서일로17번길 18,경기도 광명시 철산동 203-1,철산어린이집 정문 50m,1,1,10,360,6,1,Y,126.862498434,37.482534341,Y,Y,,광명경찰서,182,2021-11-15
44,0044-B-0005,경기도,광명시,연서일로,경기도 광명시 연서일로17번길 18,경기도 광명시 철산동 203-1,철산어린이집 정문 60m,1,1,10,360,7,1,Y,126.862641236,37.482616609,Y,Y,,광명경찰서,182,2021-11-15
16,0016-B-0001,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,광명동초등학교 근방,1,1,10,360,6,1,Y,126.863154724,37.482811547,Y,Y,,광명경찰서,182,2021-11-15
16,0016-B-0002,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,광명동초등학교 근방,1,1,10,360,7,1,Y,126.863279566,37.482685742,Y,Y,,광명경찰서,182,2021-11-15
16,0016-B-0003,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,맑은샘어린이집 앞,1,1,10,360,6,1,Y,126.864022311,37.48297653,Y,Y,,광명경찰서,182,2021-11-15
16,0016-B-0004,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,광명시연서도서관 앞,1,1,10,360,8,1,Y,126.864551298,37.482733622,Y,Y,,광명경찰서,182,2021-11-15
16,0016-B-0005,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,광명동초등학교 정문 50m,1,1,10,360,6,1,Y,126.863976012,37.483147356,Y,Y,,광명경찰서,182,2021-11-15
16,0016-B-0006,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,광명동초등학교 정문 90m,1,1,10,360,7,1,Y,126.864313314,37.484444928,Y,Y,,광명경찰서,182,2021-11-15
9,0009-B-0007,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,광성초등학교 정문 방향,1,1,10,360,8,1,Y,126.872315857,37.478057983,Y,Y,,광명경찰서,182,2021-11-12
40,0040-B-0005,경기도,광명시,철산로,경기도 광명시 철산로29번길 12,경기도 광명시 철산동 241-4,삼흥유치원 인근에 위치,1,3,10,360,9,1,Y,126.868484253,37.477698209,Y,Y,,광명경찰서,182,2021-11-25
40,0040-B-0006,경기도,광명시,철산로,경기도 광명시 철산로29번길 12,경기도 광명시 철산동 241-4,삼흥유치원 인근에 위치,1,3,10,360,9,1,Y,126.868768054,37.478010561,Y,Y,,광명경찰서,182,2021-11-25
37,0037-B-0001,경기도,광명시,밤일안로,경기도 광명시 밤일안로42번길 37,경기도 광명시 하안동 463,산들유치원 전방 30m,1,1,7.5,200,4,2,Y,126.860218285,37.456478063,Y,Y,,광명경찰서,182,2021-11-24
37,0037-B-0002,경기도,광명시,밤일안로,경기도 광명시 밤일안로42번길 37,경기도 광명시 하안동 463,산들유치원 전방 30m,1,1,7.5,200,4,2,Y,126.859924285,37.455983562,Y,Y,,광명경찰서,182,2021-11-24
37,0037-B-0003,경기도,광명시,밤일안로,경기도 광명시 밤일안로42번길 37,경기도 광명시 하안동 463,하안장로교회 전방 20m,1,1,7.5,200,4,2,Y,126.85961631,37.455055753,Y,Y,,광명경찰서,182,2021-11-24
37,0037-B-0004,경기도,광명시,밤일안로,경기도 광명시 밤일안로42번길 37,경기도 광명시 하안동 463,하안장로교회 전방 50m,1,1,7.5,200,4,2,Y,126.859908801,37.45433715,Y,Y,,광명경찰서,182,2021-11-24
18,0018-B-0001,경기도,광명시,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,안서초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.872651684,37.402001291,Y,Y,,광명경찰서,182,2021-11-24
18,0018-B-0002,경기도,광명시,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,안서초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.8722866,37.402017805,Y,Y,,광명경찰서,182,2021-11-24
18,0018-B-0003,경기도,광명시,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,안서초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.871446999,37.402078472,Y,Y,,광명경찰서,182,2021-11-24
18,0018-B-0004,경기도,광명시,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,안서초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.870689894,37.402191824,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0001,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,광명무역수족관 전방 20m,1,1,10,360,9,1,Y,126.846237913,37.441770943,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0002,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,광명무역수족관 전방 20m,1,1,10,360,9,1,Y,126.845023377,37.441829602,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0003,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,농촌사거리 앞,1,1,10,360,9,1,Y,126.846448671,37.442001587,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0004,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,온신초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.845661684,37.442426541,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0005,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,온신초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.845603868,37.442663465,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0006,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,온신초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.845415769,37.442764314,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0007,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,온신초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.845566197,37.442876117,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0008,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,온신초등학교 정문 전방 20m,1,1,10,360,9,1,Y,126.845576196,37.443140087,Y,Y,,광명경찰서,182,2021-11-24
6,0006-B-0009,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,온신초등학교 정문 전방 40m,1,1,10,360,9,1,Y,126.845587723,37.443485349,Y,Y,,광명경찰서,182,2021-11-24
20,0020-B-0001,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,106동 앞 연서초 진입로,1,1,10,360,9,1,Y,126.88152724,37.465370421,Y,Y,,광명경찰서,182,2021-10-01
20,0020-B-0003,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,연서초 정문 인근,1,1,10,360,9,1,Y,126.881510638,37.46567783,Y,Y,,광명경찰서,182,2021-10-01
20,0020-B-0002,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,연서초등학교 정문 전방 10m,1,1,10,360,9,1,Y,126.881555426,37.465540675,Y,Y,,광명경찰서,182,2021-10-01
20,0020-B-0004,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,대흥마트 앞,1,1,10,360,9,1,Y,126.880247545,37.466939167,Y,Y,,광명경찰서,182,2021-10-01
20,0020-B-0005,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,"선플러스 앞, 자동차학원사거리 전",1,1,10,360,9,1,Y,126.880114543,37.467102111,Y,Y,,광명경찰서,182,2021-10-01
33,0033-B-0001,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,금성빌딩 앞 및 아파트와 상가 사이 진입로의 시작점,1,1,10,360,6,1,Y,126.881009549,37.461310873,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0002,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,금성빌딩 앞,1,1,10,360,6,1,Y,126.881151439,37.461386505,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0003,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,신영빌딩 앞 주차차단기 옆 방지턱,1,1,10,360,6,1,Y,126.881266059,37.461423691,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0004,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,우성빌딩 앞,1,1,10,360,6,1,Y,126.881666349,37.461661938,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0005,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,신광빌딩 앞,1,1,10,360,6,1,Y,126.881981401,37.461830348,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0007,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,파랑새유치원 인근,1,1,10,360,6,1,Y,126.882117272,37.462054809,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0010,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,가림초 뒷문(후문) 인근,1,1,10,360,6,1,Y,126.879321951,37.459019546,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0001,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,707동 808동 사이 금당로,1,3,10,360,22,1,Y,126.880411152,37.458325883,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0004,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,가림중 정문 전방 10m이내,1,1,10,360,6,1,Y,126.880317774,37.457852945,Y,Y,,광명경찰서,182,2021-10-14
22,0022-B-0002,경기도,광명시,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,구름초 정문 전방10m이내,1,1,10,360,8,1,Y,126.884547019,37.45357857,Y,Y,,광명경찰서,182,2021-10-26
22,0022-B-0003,경기도,광명시,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,구름초 후문 인근,1,1,10,360,8,1,Y,126.88486692,37.453125934,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0004,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하지구대 인근 골목,1,3,10,360,10,1,Y,126.888196752,37.449678599,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0024,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하교 중간지점,1,3,10,360,24,1,Y,126.887843007,37.445073347,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0023,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하도서관 인근 사거리,1,3,10,360,24,1,Y,126.888186074,37.445027635,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0026,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,오병이어교회 인근 사거리,1,3,10,360,24,1,Y,126.888660051,37.444990467,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0018,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,"소하고등학교, 611동 사이",1,3,10,360,15,1,Y,126.888279418,37.446688986,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0016,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,늘샘교회 앞,1,1,10,360,14,1,Y,126.889096089,37.447385966,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0013,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,꽃집엔 인근,1,3,10,360,15,1,Y,126.888188926,37.447747091,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0006,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하초 앞 횡단보도,1,3,10,360,15,1,Y,126.888074348,37.449126089,Y,Y,,광명경찰서,182,2021-10-26
38,0038-B-0001,경기도,광명시,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,유치원 진입로10m이내,1,1,7.5,200,5,2,Y,126.881847307,37.455890839,Y,Y,,광명경찰서,182,2021-10-12
38,0038-B-0002,경기도,광명시,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,"노브랜드,광명교회 사이진입로",1,1,7.5,200,5,2,Y,126.882235985,37.456129022,Y,Y,,광명경찰서,182,2021-10-12
38,0038-B-0003,경기도,광명시,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,"광명교회,유치원 사이골목길",1,1,7.5,200,5,2,Y,126.882305439,37.455806118,Y,Y,,광명경찰서,182,2021-10-12
11,0011-B-0005,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,가림중 정문 앞,1,1,10,360,6,1,Y,126.880490253,37.457645213,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0008,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,"가림초,주공7단지 진입로",1,1,10,360,6,1,Y,126.879881619,37.458373413,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0009,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,가림초 정문 앞 횡단보도,1,1,10,360,6,1,Y,126.879593399,37.458703968,Y,Y,,광명경찰서,182,2021-10-14
