보호구역 아이디,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,경도,위도,신호기설치방식,도로형태,주도로여부,관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관 전화번호,데이터기준일자
13,광명시,시도,,덕단이로,양방향,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,126.852425907,37.467131304,3,2,Y,0013-T-0007,1,3,3,녹색+황색+적색,25+2+45,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-26
13,광명시,시도,,덕단이로,양방향,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,126.852399428,37.46715655,2,2,Y,0013-T-0008,2,2,2,녹색+적색,20+55,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
13,광명시,시도,,덕단이로,양방향,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,126.852388789,37.467190244,2,2,Y,0013-T-0009,2,2,2,녹색+적색,20+55,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
13,광명시,시도,,덕단이로,양방향,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,126.852119188,37.467198333,2,2,Y,0013-T-0004,2,2,2,녹색+적색,20+55,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
13,광명시,시도,,덕단이로,양방향,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,126.852103396,37.467164607,2,2,Y,0013-T-0003,2,2,2,녹색+적색,20+55,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.853928005,37.469397828,2,1,Y,0043-T-0003,2,2,2,녹색+적색,25+50,2,3,2,N,0,0,Y,N,Y,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.854044595,37.469246293,2,1,Y,0043-T-0002,2,2,2,녹색+적색,25+50,2,3,2,N,0,0,Y,N,Y,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.853933497,37.469292502,3,1,Y,0043-T-0001,1,3,3,녹색+황색+적색,47+3+25,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.85597767,37.470108182,2,1,Y,0043-T-0004,2,2,2,녹색+적색,25+50,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.855967025,37.470146089,3,1,Y,0043-T-0005,1,3,3,녹색+황색+적색,47+3+25,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.855945622,37.470280889,2,1,Y,0043-T-0007,2,2,2,녹색+적색,25+50,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
43,광명시,시도,,도덕로,양방향,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,126.855945719,37.470230329,3,1,Y,0043-T-0006,1,3,3,녹색+황색+적색,47+3+25,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-26
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.852857356,37.476243137,3,1,Y,0002-T-0002,1,3,3,녹색+황색+적색,110+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.852805878,37.476322296,2,1,Y,0002-T-0001,2,2,2,녹색+적색,30+120,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.8530974,37.476286395,2,1,Y,0002-T-0003,2,2,2,녹색+적색,30+120,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.85309841,37.476322194,3,1,Y,0002-T-0004,1,3,3,녹색+황색+적색,110+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.853121407,37.476386718,3,2,Y,0002-T-0005,1,3,3,녹색+황색+적색,110+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.853352232,37.477301293,3,1,Y,0002-T-0006,1,3,3,녹색+황색+적색,110+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.853637393,37.477465966,2,1,Y,0002-T-0007,2,2,2,녹색+적색,30+120,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-18
2,광명시,시도,,광명로,양방향,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,126.853552798,37.477470074,3,1,Y,0002-T-0008,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,100+2+35+2+55,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-18
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.846075689,37.47021613,3,1,Y,0003-T-0007,1,4,4,녹색+녹색/녹색화살표+황색+적색,120+3+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.8455502,37.470656159,3,2,Y,0003-T-0005,1,4,5,녹색+황색+적색+적색/녹색화살표+ 적색/황색,100+2+20+30+3,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.845415521,37.470650332,2,2,Y,0003-T-0004,2,2,2,녹색+적색,30+120,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.845634989,37.470791874,2,2,Y,0003-T-0006,2,2,2,녹색+적색,30+120,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.845280713,37.470706658,3,2,Y,0003-T-0003,1,4,3,녹색화살표/적색+황색+적색,12+2+130,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.845145638,37.470892937,3,2,Y,0003-T-0001,1,3,3,녹색+황색+적색,90+3+50,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.845287057,37.471068278,3,2,Y,0003-T-0002,1,3,3,녹색+황색+적색,90+3+50,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.846596219,37.472200022,3,2,Y,0003-T-0008,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.846642425,37.47213793,3,2,Y,0003-T-0009,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
3,광명시,시도,,목감로,양방향,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,126.848871173,37.470770632,3,2,Y,0003-T-0010,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-26
13,광명시,시도,,덕단이로,양방향,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,126.852131608,37.46706686,2,2,Y,0013-T-0001,2,2,2,녹색+적색,20+55,2,3,2,N,0,0,Y,Y,Y,,광명경찰서,182,2021-10-26
17,광명시,시도,,안현로,양방향,경기도 광명시 안현로 16,경기도 광명시 하안동 649,126.874181368,37.463902339,3,2,Y,0017-T-0001,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,N,,광명경찰서,182,2021-10-14
17,광명시,시도,,안현로,양방향,경기도 광명시 안현로 16,경기도 광명시 하안동 649,126.874317311,37.463895858,3,2,Y,0017-T-0004,1,3,3,녹색+황색+적색,80+2+25,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
17,광명시,시도,,안현로,양방향,경기도 광명시 안현로 16,경기도 광명시 하안동 649,126.874784341,37.464498816,2,1,Y,0017-T-0006,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,N,,광명경찰서,182,2021-10-14
17,광명시,시도,,안현로,양방향,경기도 광명시 안현로 16,경기도 광명시 하안동 649,126.874945453,37.464462274,3,1,Y,0017-T-0008,1,3,3,녹색+황색+적색,80+2+25,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
17,광명시,시도,,안현로,양방향,경기도 광명시 안현로 16,경기도 광명시 하안동 649,126.874954231,37.464373336,2,1,Y,0017-T-0007,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,N,,광명경찰서,182,2021-10-14
26,광명시,시도,,가림로,양방향,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,126.868516486,37.463792402,2,1,Y,0026-T-0001,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,N,Y,,광명경찰서,182,2021-10-14
26,광명시,시도,,가림로,양방향,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,126.868571841,37.463854088,3,1,Y,0026-T-0002,1,3,3,녹색+황색+적색,30+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
26,광명시,시도,,가림로,양방향,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,126.868574368,37.463982262,2,1,Y,0026-T-0003,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,N,Y,,광명경찰서,182,2021-10-14
26,광명시,시도,,가림로,양방향,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,126.86826743,37.464016392,3,1,Y,0026-T-0004,1,3,3,녹색+황색+적색,30+2+30,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
26,광명시,시도,,가림로,양방향,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,126.86674833,37.463909796,3,2,Y,0026-T-0005,1,4,4,적색+녹색화살표+녹색+황색,25+30+50+2,2,3,2,Y,23:00,07:00,N,N,N,,광명경찰서,182,2021-10-14
26,광명시,시도,,가림로,양방향,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,126.866456466,37.464060846,2,2,Y,0026-T-0010,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,N,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865055875,37.466336138,2,2,Y,0010-T-0001,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865022852,37.466373605,2,2,Y,0010-T-0002,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865119216,37.466382008,3,2,Y,0010-T-0003,1,4,3,녹색+황색+적색,30+2+30,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865204128,37.466443315,3,2,Y,0010-T-0004,1,4,3,녹색+황색+적색,30+2+30,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865213711,37.466392749,2,2,Y,0010-T-0005,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865244786,37.466415068,2,2,Y,0010-T-0006,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865184133,37.466529102,2,2,Y,0010-T-0007,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865168428,37.46656425,2,2,Y,0010-T-0008,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.865021434,37.466561284,3,2,Y,0010-T-0009,1,4,3,녹색+황색+적색,30+2+30,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.864980611,37.466516995,3,2,Y,0010-T-0010,1,4,3,녹색+황색+적색,30+2+30,2,3,2,Y,20:00,07:00,N,N,N,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.864968599,37.466543854,2,2,Y,0010-T-0011,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
10,광명시,시도,,가림로,양방향,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1,126.864969679,37.466490211,2,2,Y,0010-T-0012,2,2,2,녹색+적색,20+50,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
45,광명시,시도,,가람일로,양방향,경기도 광명시 가람일로 76,경기도 광명시 철산동 620,126.86493313,37.467972326,3,2,Y,0045-T-0001,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
45,광명시,시도,,가람일로,양방향,경기도 광명시 가람일로 76,경기도 광명시 철산동 620,126.864968965,37.468003358,3,2,Y,0045-T-0002,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
45,광명시,시도,,가람일로,양방향,경기도 광명시 가람일로 76,경기도 광명시 철산동 620,126.866104686,37.468971706,3,2,Y,0045-T-0003,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.86649171,37.469784234,3,1,Y,0023-T-0001,1,99,99,황색+황색,2+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.867087211,37.470851794,3,2,Y,0023-T-0003,1,3,3,녹색+황색+적색,80+2+25,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.867042871,37.471110596,2,2,Y,0023-T-0017,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.867027606,37.471136872,2,2,Y,0023-T-0016,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866817564,37.471032604,2,2,Y,0023-T-0004,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.86679447,37.471064783,2,2,Y,0023-T-0005,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866860956,37.471075356,3,2,Y,0023-T-0006,1,4,4,적색+녹색화살표+녹색+황색,25+30+50+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866777856,37.471109673,3,2,Y,0023-T-0007,1,4,4,적색+녹색화살표+녹색+황색,25+30+50+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866756213,37.471119643,3,2,Y,0023-T-0008,1,4,4,적색+녹색화살표+녹색+황색,25+30+50+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.867057936,37.471149781,2,2,Y,0023-T-0015,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.867017621,37.471276241,2,2,Y,0023-T-0014,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866972281,37.471250649,3,2,Y,0023-T-0013,1,4,4,적색+녹색화살표+녹색+황색,25+30+50+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866948335,37.471292436,3,2,Y,0023-T-0012,1,4,4,적색+녹색화살표+녹색+황색,25+30+50+2,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.86677355,37.471241836,2,2,Y,0023-T-0011,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866716459,37.471222745,2,2,Y,0023-T-0010,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
23,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 5,경기도 광명시 하안1동 864-1,126.866763228,37.471079812,2,2,Y,0023-T-0009,2,2,2,녹색+적색,25+80,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865806102,37.471105199,3,2,Y,0047-T-0001,1,3,3,녹색+황색+적색,60+2+20,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865602731,37.471095432,3,2,Y,0047-T-0002,1,3,3,녹색+황색+적색,60+2+20,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865584746,37.471116867,2,2,Y,0047-T-0003,2,2,2,녹색+적색,20+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.86556187,37.471172824,2,2,Y,0047-T-0004,2,2,2,녹색+적색,20+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865542693,37.471216944,2,2,Y,0047-T-0005,2,2,2,녹색+적색,20+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865584516,37.471245598,2,2,Y,0047-T-0006,2,2,2,녹색+적색,20+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865714269,37.47118138,3,2,Y,0047-T-0011,1,3,3,녹색+황색+적색,60+2+20,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865677982,37.471174321,3,2,Y,0047-T-0010,1,3,3,녹색+황색+적색,60+2+20,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865766465,37.471141819,2,2,Y,0047-T-0009,2,2,2,녹색+적색,20+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865632409,37.471185405,3,2,Y,0047-T-0008,1,3,3,녹색+황색+적색,60+2+20,2,3,2,N,0,0,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865705934,37.47127994,2,2,Y,0047-T-0007,2,2,2,녹색+적색,20+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865491936,37.472224558,2,1,Y,0047-T-0012,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865505387,37.472264507,3,1,Y,0047-T-0013,1,3,3,녹색+황색+적색,60+2+25,2,3,2,Y,23:00,05:00,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865593793,37.472197297,3,1,Y,0047-T-0015,1,3,3,녹색+황색+적색,60+2+25,2,3,2,Y,23:00,05:00,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.86554904,37.472223973,3,1,Y,0047-T-0016,1,3,3,녹색+황색+적색,60+2+25,2,3,2,Y,23:00,05:00,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865559959,37.472262906,2,1,Y,0047-T-0017,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865426224,37.472271747,2,1,Y,0047-T-0014,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865362697,37.472349102,2,1,Y,0047-T-0018,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865338448,37.472527868,3,1,Y,0047-T-0021,1,3,3,녹색+황색+적색,60+2+25,2,3,2,Y,23:00,05:00,N,N,N,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865359338,37.472554115,2,1,Y,0047-T-0022,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865502606,37.47252753,2,1,Y,0047-T-0019,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
47,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,126.865496475,37.472548061,2,1,Y,0047-T-0020,2,2,2,녹색+적색,25+60,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
46,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,126.865310777,37.473461636,3,1,Y,0046-T-0001,1,3,3,녹색+황색+적색,70+20+2,2,3,2,Y,23:00,05:00,N,N,N,,광명경찰서,182,2021-10-14
46,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,126.865365822,37.473485687,2,1,Y,0046-T-0002,2,2,2,녹색+적색,20+70,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
46,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,126.865321275,37.473523308,2,1,Y,0046-T-0003,2,2,2,녹색+적색,20+70,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
46,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,126.865217136,37.473457459,2,1,Y,0046-T-0004,2,2,2,녹색+적색,20+70,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
46,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,126.865138363,37.4736223,2,1,Y,0046-T-0005,2,2,2,녹색+적색,20+70,2,3,2,N,0,0,N,Y,Y,,광명경찰서,182,2021-10-14
46,광명시,시도,,도덕공원로,양방향,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,126.865123773,37.473572801,3,1,Y,0046-T-0006,1,3,3,녹색+황색+적색,70+20+2,2,3,2,Y,23:00,05:00,N,N,N,,광명경찰서,182,2021-10-14
