,zoneCode,zoneName,blockName,blockType,longitude,latitude
59,41450MX2019001,하남교산 공공주택지구,청3,공공청사,127.19478287419685,37.50251060169237
182,41450MX2019001,하남교산 공공주택지구,청2,공공청사,127.19686647546288,37.5191767989825
196,41450MX2019001,하남교산 공공주택지구,청6,공공청사,127.19971254060631,37.51422972496332
199,41450MX2019001,하남교산 공공주택지구,청8,공공청사,127.1939506491102,37.5029112748825
210,41450MX2019001,하남교산 공공주택지구,청5,공공청사,127.20374613456023,37.51474546734466
461,41450MX2019001,하남교산 공공주택지구,청7,공공청사,127.19297357579892,37.52120260449242
492,41450MX2019001,하남교산 공공주택지구,청1,공공청사,127.21918233951747,37.53347690106608
528,41450MX2019001,하남교산 공공주택지구,청9,공공청사,127.19109424129569,37.496930817316205
632,41450MX2019001,하남교산 공공주택지구,청4,공공청사,127.19807332275887,37.52507070614324
