시군명,구/읍면동명,사고년도,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,보호구역명
광명시,철산동,2021,2,2,0,1,1,0,37.489096881917,126.867778182418,예지유치원
광명시,철산동,2021,2,2,0,1,1,0,37.489096881917,126.867778182418,광명북초등학교
경기도 광명시1,철산동,2021,2,2,0,1,1,0,37.489097,126.867778,예지유치원
경기도 광명시1,철산동,2021,2,2,0,1,1,0,37.489097,126.867778,광명북초등학교
