사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6394251,2018027,4113310400,41133001,경기도 성남시 중원구1,경기도 성남시 중원구 은행동(중부초교 부근),1,1,1,0,0,0,127.165031940972,37.450731226965,"{""type"":""Polygon"",""coordinates"":[[[127.16772689,37.45073123],[127.1676751,37.45031384],[127.16752175,37.44991249],[127.16727271,37.4495426],[127.16693756,37.44921839],[127.16652917,37.44895231],[127.16606325,37.4487546],[127.1655577,37.44863285],[127.16503194,37.44859174],[127.16450618,37.44863285],[127.16400063,37.4487546],[127.16353471,37.44895231],[127.16312633,37.44921839],[127.16279118,37.4495426],[127.16254214,37.44991249],[127.16238878,37.45031384],[127.162337,37.45073123],[127.16238878,37.45114861],[127.16254214,37.45154996],[127.16279118,37.45191983],[127.16312633,37.45224403],[127.16353471,37.4525101],[127.16400063,37.4527078],[127.16450618,37.45282954],[127.16503194,37.45287065],[127.1655577,37.45282954],[127.16606325,37.4527078],[127.16652917,37.4525101],[127.16693756,37.45224403],[127.16727271,37.45191983],[127.16752175,37.45154996],[127.1676751,37.45114861],[127.16772689,37.45073123]]]}"
