시군명,사고년도,사고유형구분,다발지식별자,다발지역그룹식별자,법정동코드,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,사고다발지역폴리곤정보
광주시,2023,보행노인사고다발지,6928841,2024044,4161011200,41610001,경기 광주시1,경기 광주 역동(시장입구교차로 부근),5,6,1,5,0,0,37.406898964406,127.260231010910,"{""type"":""Polygon"",""coordinates"":[[[127.26202764,37.40667021],[127.26199312,37.40639061],[127.26189088,37.40612175],[127.26172485,37.40587397],[127.26150142,37.40565678],[127.26122917,37.40547854],[127.26091855,37.4053461],[127.26058152,37.40526454],[127.26023101,37.405237],[127.25988051,37.40526454],[127.25954347,37.4053461],[127.25923286,37.40547854],[127.2589606,37.40565678],[127.25873717,37.40587397],[127.25857114,37.40612175],[127.2584689,37.40639061],[127.25843438,37.40667021],[127.2584689,37.40694981],[127.25857114,37.40721867],[127.25873717,37.40746645],[127.2589606,37.40768363],[127.25923286,37.40786186],[127.25954347,37.4079943],[127.25988051,37.40807586],[127.26023101,37.4081034],[127.26058152,37.40807586],[127.26091855,37.4079943],[127.26122917,37.40786186],[127.26150142,37.40768363],[127.26172485,37.40746645],[127.26189088,37.40721867],[127.26199312,37.40694981],[127.26202764,37.40667021]]]}"
광주시,2022,보행노인사고다발지,6831248,2023057,4161011200,41610002,경기 광주시2,경기 광주시 역동(강남성모안과의원 부근),6,6,0,6,0,0,37.407807123292,127.258322202114,"{""type"":""Polygon"",""coordinates"":[[[127.26011883,37.40780712],[127.26008431,37.40752871],[127.25998207,37.40726099],[127.25981605,37.40701425],[127.25959261,37.40679799],[127.25932036,37.40662051],[127.25900974,37.40648862],[127.25867271,37.40640741],[127.2583222,37.40637999],[127.2579717,37.40640741],[127.25763466,37.40648862],[127.25732405,37.40662051],[127.25705179,37.40679799],[127.25682836,37.40701425],[127.25666233,37.40726099],[127.25656009,37.40752871],[127.25652557,37.40780712],[127.25656009,37.40808554],[127.25666233,37.40835326],[127.25682836,37.40859998],[127.25705179,37.40881624],[127.25732405,37.40899372],[127.25763466,37.4091256],[127.2579717,37.40920681],[127.2583222,37.40923423],[127.25867271,37.40920681],[127.25900974,37.4091256],[127.25932036,37.40899372],[127.25959261,37.40881624],[127.25981605,37.40859998],[127.25998207,37.40835326],[127.26008431,37.40808554],[127.26011883,37.40780712]]]}"
광주시,2022,보행노인사고다발지,6831158,2023057,4161010100,41610001,경기 광주시1,경기 광주시 경안동(감초당약국 앞사거리 부근),5,5,1,4,0,0,37.409784079766,127.258362985793,"{""type"":""Polygon"",""coordinates"":[[[127.26015962,37.40978408],[127.26012509,37.40950567],[127.26002286,37.40923796],[127.25985683,37.40899123],[127.2596334,37.40877497],[127.25936114,37.40859749],[127.25905053,37.40846562],[127.25871349,37.4083844],[127.25836299,37.40835698],[127.25801248,37.4083844],[127.25767545,37.40846562],[127.25736483,37.40859749],[127.25709258,37.40877497],[127.25686914,37.40899123],[127.25670312,37.40923796],[127.25660088,37.40950567],[127.25656636,37.40978408],[127.25660088,37.41006249],[127.25670312,37.4103302],[127.25686914,37.41057692],[127.25709258,37.41079317],[127.25736483,37.41097065],[127.25767545,37.41110252],[127.25801248,37.41118373],[127.25836299,37.41121115],[127.25871349,37.41118373],[127.25905053,37.41110252],[127.25936114,37.41097065],[127.2596334,37.41079317],[127.25985683,37.41057692],[127.26002286,37.4103302],[127.26012509,37.41006249],[127.26015962,37.40978408]]]}"
광주시,2021,보행노인사고다발지,6780473,2022042,4161010100,41610001,경기도 광주시1,경기도 광주시 경안동(한스델리광주경안점 부근),6,6,1,5,0,0,37.409756114454,127.258351775715,"{""type"":""Polygon"",""coordinates"":[[[127.25925009,37.40975611],[127.25923283,37.40961691],[127.25918171,37.40948305],[127.2590987,37.40935969],[127.25898698,37.40925156],[127.25885085,37.40916282],[127.25869555,37.40909688],[127.25852703,37.40905628],[127.25835178,37.40904257],[127.25817652,37.40905628],[127.25800801,37.40909688],[127.2578527,37.40916282],[127.25771657,37.40925156],[127.25760485,37.40935969],[127.25752184,37.40948305],[127.25747072,37.40961691],[127.25745346,37.40975611],[127.25747072,37.40989532],[127.25752184,37.41002917],[127.25760485,37.41015254],[127.25771657,37.41026066],[127.2578527,37.4103494],[127.25800801,37.41041534],[127.25817652,37.41045594],[127.25835178,37.41046965],[127.25852703,37.41045594],[127.25869555,37.41041534],[127.25885085,37.4103494],[127.25898698,37.41026066],[127.2590987,37.41015254],[127.25918171,37.41002917],[127.25923283,37.40989532],[127.25925009,37.40975611]]]}"
광주시,2021,보행노인사고다발지,6780720,2022042,4161011200,41610002,경기도 광주시2,경기도 광주시 역동(동양파크빌라앞 부근),6,6,0,6,0,0,37.407952908101,127.258131575813,"{""type"":""Polygon"",""coordinates"":[[[127.25902989,37.40795291],[127.25901263,37.4078137],[127.25896151,37.40767984],[127.2588785,37.40755647],[127.25876678,37.40744834],[127.25863065,37.4073596],[127.25847535,37.40729366],[127.25830683,37.40725306],[127.25813158,37.40723935],[127.25795632,37.40725306],[127.25778781,37.40729366],[127.2576325,37.4073596],[127.25749637,37.40744834],[127.25738465,37.40755647],[127.25730164,37.40767984],[127.25725052,37.4078137],[127.25723326,37.40795291],[127.25725052,37.40809212],[127.25730164,37.40822597],[127.25738465,37.40834934],[127.25749637,37.40845747],[127.2576325,37.40854621],[127.25778781,37.40861215],[127.25795632,37.40865275],[127.25813158,37.40866646],[127.25830683,37.40865275],[127.25847535,37.40861215],[127.25863065,37.40854621],[127.25876678,37.40845747],[127.2588785,37.40834934],[127.25896151,37.40822597],[127.25901263,37.40809212],[127.25902989,37.40795291]]]}"
광주시,2020,무단횡단사고다발지,6693454,2021030,4161010100,131441001,경기남부 광주1,경기도 광주시 경안동(역동2183 부근),6,6,0,3,3,0,37.409220980964,127.258858339542,"{""type"":""Polygon"",""coordinates"":[[[127.26155329,37.40922098],[127.2615015,37.40880336],[127.26134814,37.40840179],[127.26109911,37.4080317],[127.26076395,37.4077073],[127.26035557,37.40744108],[127.25988965,37.40724326],[127.2593841,37.40712144],[127.25885834,37.40708031],[127.25833258,37.40712144],[127.25782703,37.40724326],[127.25736111,37.40744108],[127.25695273,37.4077073],[127.25661757,37.4080317],[127.25636853,37.40840179],[127.25621518,37.40880336],[127.25616339,37.40922098],[127.25621518,37.4096386],[127.25636853,37.41004016],[127.25661757,37.41041025],[127.25695273,37.41073463],[127.25736111,37.41100084],[127.25782703,37.41119865],[127.25833258,37.41132046],[127.25885834,37.41136159],[127.2593841,37.41132046],[127.25988965,37.41119865],[127.26035557,37.41100084],[127.26076395,37.41073463],[127.26109911,37.41041025],[127.26134814,37.41004016],[127.2615015,37.4096386],[127.26155329,37.40922098]]]}"
광주시,2020,보행노인사고다발지,6679037,2021024,4161011200,41610001,경기도 광주시1,경기도 광주시 역동(한스델리광주경안점 부근),5,5,0,3,2,0,37.409657726824,127.258284293287,"{""type"":""Polygon"",""coordinates"":[[[127.26008092,37.40965773],[127.2600464,37.40937932],[127.25994416,37.4091116],[127.25977814,37.40886488],[127.2595547,37.40864862],[127.25928245,37.40847114],[127.25897183,37.40833926],[127.2586348,37.40825805],[127.25828429,37.40823063],[127.25793379,37.40825805],[127.25759675,37.40833926],[127.25728614,37.40847114],[127.25701388,37.40864862],[127.25679045,37.40886488],[127.25662442,37.4091116],[127.25652218,37.40937932],[127.25648766,37.40965773],[127.25652218,37.40993614],[127.25662442,37.41020385],[127.25679045,37.41045057],[127.25701388,37.41066682],[127.25728614,37.4108443],[127.25759675,37.41097617],[127.25793379,37.41105738],[127.25828429,37.4110848],[127.2586348,37.41105738],[127.25897183,37.41097617],[127.25928245,37.4108443],[127.2595547,37.41066682],[127.25977814,37.41045057],[127.25994416,37.41020385],[127.2600464,37.40993614],[127.26008092,37.40965773]]]}"
광주시,2020,보행노인사고다발지,6678734,2021024,4161010100,41610003,경기도 광주시3,경기도 광주시 경안동(공설운동장앞교차로 부근),2,2,1,0,1,0,37.414540040092,127.25240359675,"{""type"":""Polygon"",""coordinates"":[[[127.25420023,37.41454004],[127.25416571,37.41426165],[127.25406347,37.41399395],[127.25389744,37.41374724],[127.25367401,37.413531],[127.25340175,37.41335353],[127.25309114,37.41322166],[127.2527541,37.41314045],[127.2524036,37.41311303],[127.25205309,37.41314045],[127.25171606,37.41322166],[127.25140544,37.41335353],[127.25113319,37.413531],[127.25090975,37.41374724],[127.25074373,37.41399395],[127.25064149,37.41426165],[127.25060697,37.41454004],[127.25064149,37.41481843],[127.25074373,37.41508612],[127.25090975,37.41533283],[127.25113319,37.41554907],[127.25140544,37.41572653],[127.25171606,37.4158584],[127.25205309,37.4159396],[127.2524036,37.41596702],[127.2527541,37.4159396],[127.25309114,37.4158584],[127.25340175,37.41572653],[127.25367401,37.41554907],[127.25389744,37.41533283],[127.25406347,37.41508612],[127.25416571,37.41481843],[127.25420023,37.41454004]]]}"
광주시,2020,보행노인사고다발지,6682865,2021024,4161010400,41610002,경기도 광주시2,경기도 광주시 회덕동(회덕교 부근),3,3,0,2,1,0,37.427669766048,127.241677083232,"{""type"":""Polygon"",""coordinates"":[[[127.24347371,37.42766977],[127.24343919,37.42739142],[127.24333695,37.42712377],[127.24317093,37.42687711],[127.24294749,37.4266609],[127.24267524,37.42648346],[127.24236462,37.42635162],[127.24202759,37.42627042],[127.24167708,37.42624301],[127.24132658,37.42627042],[127.24098954,37.42635162],[127.24067893,37.42648346],[127.24040667,37.4266609],[127.24018324,37.42687711],[127.24001721,37.42712377],[127.23991497,37.42739142],[127.23988045,37.42766977],[127.23991497,37.42794811],[127.24001721,37.42821575],[127.24018324,37.42846242],[127.24040667,37.42867862],[127.24067893,37.42885605],[127.24098954,37.42898789],[127.24132658,37.42906908],[127.24167708,37.42909649],[127.24202759,37.42906908],[127.24236462,37.42898789],[127.24267524,37.42885605],[127.24294749,37.42867862],[127.24317093,37.42846242],[127.24333695,37.42821575],[127.24343919,37.42794811],[127.24347371,37.42766977]]]}"
광주시,2020,스쿨존내어린이사고다발지,6673593,2021018,4161034000,41610001,경기도 광주시1,경기도 광주시 퇴촌면(도수초교 부근),2,2,0,0,2,0,37.471718254994,127.316292233501,"{""type"":""Polygon"",""coordinates"":[[[127.31898718,37.47171825],[127.3189354,37.47130098],[127.31878204,37.47089975],[127.318533,37.47052996],[127.31819785,37.47020584],[127.31778947,37.46993984],[127.31732354,37.46974219],[127.31681799,37.46962047],[127.31629223,37.46957937],[127.31576648,37.46962047],[127.31526092,37.46974219],[127.314795,37.46993984],[127.31438662,37.47020584],[127.31405147,37.47052996],[127.31380243,37.47089975],[127.31364907,37.47130098],[127.31359729,37.47171825],[127.31364907,37.47213552],[127.31380243,37.47253675],[127.31405147,37.47290653],[127.31438662,37.47323064],[127.314795,37.47349663],[127.31526092,37.47369427],[127.31576648,37.47381598],[127.31629223,37.47385708],[127.31681799,37.47381598],[127.31732354,37.47369427],[127.31778947,37.47349663],[127.31819785,37.47323064],[127.318533,37.47290653],[127.31878204,37.47253675],[127.3189354,37.47213552],[127.31898718,37.47171825]]]}"
광주시,2020,자전거사고다발지,6687314,2021028,4161010200,41610001,경기도 광주시1,경기도 광주시 쌍령동(쌍령동1064 부근),4,4,0,1,3,0,37.40412679102,127.269070037953,"{""type"":""Polygon"",""coordinates"":[[[127.27086667,37.40412679],[127.27083215,37.40384836],[127.27072991,37.40358063],[127.27056388,37.40333388],[127.27034045,37.40311761],[127.27006819,37.40294012],[127.26975758,37.40280823],[127.26942054,37.40272701],[127.26907004,37.40269959],[127.26871953,37.40272701],[127.2683825,37.40280823],[127.26807188,37.40294012],[127.26779963,37.40311761],[127.26757619,37.40333388],[127.26741017,37.40358063],[127.26730793,37.40384836],[127.26727341,37.40412679],[127.26730793,37.40440522],[127.26741017,37.40467295],[127.26757619,37.40491969],[127.26779963,37.40513596],[127.26807188,37.40531345],[127.2683825,37.40544533],[127.26871953,37.40552655],[127.26907004,37.40555397],[127.26942054,37.40552655],[127.26975758,37.40544533],[127.27006819,37.40531345],[127.27034045,37.40513596],[127.27056388,37.40491969],[127.27072991,37.40467295],[127.27083215,37.40440522],[127.27086667,37.40412679]]]}"
광주시,2019,무단횡단사고다발지,6633383,2020055,4161025000,131441002,경기남부 광주2,경기도 광주시 오포읍(오포로119 부근),4,4,0,1,3,0,37.343850026758,127.179578404921,"{""type"":""Polygon"",""coordinates"":[[[127.18227335,37.34385003],[127.18222157,37.34343204],[127.18206821,37.34303012],[127.18181917,37.3426597],[127.18148402,37.34233503],[127.18107564,37.34206858],[127.18060972,37.34187058],[127.18010416,37.34174866],[127.1795784,37.34170749],[127.17905265,37.34174866],[127.17854709,37.34187058],[127.17808117,37.34206858],[127.17767279,37.34233503],[127.17733764,37.3426597],[127.1770886,37.34303012],[127.17693524,37.34343204],[127.17688346,37.34385003],[127.17693524,37.34426801],[127.1770886,37.34466992],[127.17733764,37.34504033],[127.17767279,37.34536499],[127.17808117,37.34563144],[127.17854709,37.34582942],[127.17905265,37.34595134],[127.1795784,37.3459925],[127.18010416,37.34595134],[127.18060972,37.34582942],[127.18107564,37.34563144],[127.18148402,37.34536499],[127.18181917,37.34504033],[127.18206821,37.34466992],[127.18222157,37.34426801],[127.18227335,37.34385003]]]}"
광주시,2019,무단횡단사고다발지,6635514,2020055,4161010100,131441001,경기남부 광주1,경기도 광주시 경안동(경안초등학교앞 부근),6,6,0,3,3,0,37.412264188742,127.251435611465,"{""type"":""Polygon"",""coordinates"":[[[127.25413056,37.41226419],[127.25407877,37.41184659],[127.25392542,37.41144503],[127.25367638,37.41107495],[127.25334123,37.41075057],[127.25293284,37.41048436],[127.25246692,37.41028655],[127.25196137,37.41016474],[127.25143561,37.4101236],[127.25090985,37.41016474],[127.2504043,37.41028655],[127.24993838,37.41048436],[127.24953,37.41075057],[127.24919485,37.41107495],[127.24894581,37.41144503],[127.24879245,37.41184659],[127.24874067,37.41226419],[127.24879245,37.41268179],[127.24894581,37.41308334],[127.24919485,37.41345341],[127.24953,37.41377777],[127.24993838,37.41404397],[127.2504043,37.41424178],[127.25090985,37.41436358],[127.25143561,37.41440471],[127.25196137,37.41436358],[127.25246692,37.41424178],[127.25293284,37.41404397],[127.25334123,37.41377777],[127.25367638,37.41345341],[127.25392542,37.41308334],[127.25407877,37.41268179],[127.25413056,37.41226419]]]}"
광주시,2019,보행노인사고다발지,6614414,2020027,4161010300,41610001,경기도 광주시1,경기도 광주시 송정동(광주대로224번길1 부근),3,3,1,1,1,0,37.426946823538,127.257426716871,"{""type"":""Polygon"",""coordinates"":[[[127.25922335,37.42694682],[127.25918883,37.42666848],[127.25908659,37.42640083],[127.25892056,37.42615416],[127.25869713,37.42593795],[127.25842487,37.42576051],[127.25811426,37.42562866],[127.25777722,37.42554747],[127.25742672,37.42552005],[127.25707621,37.42554747],[127.25673918,37.42562866],[127.25642856,37.42576051],[127.25615631,37.42593795],[127.25593287,37.42615416],[127.25576685,37.42640083],[127.25566461,37.42666848],[127.25563009,37.42694682],[127.25566461,37.42722517],[127.25576685,37.42749282],[127.25593287,37.42773948],[127.25615631,37.42795569],[127.25642856,37.42813312],[127.25673918,37.42826496],[127.25707621,37.42834615],[127.25742672,37.42837357],[127.25777722,37.42834615],[127.25811426,37.42826496],[127.25842487,37.42813312],[127.25869713,37.42795569],[127.25892056,37.42773948],[127.25908659,37.42749282],[127.25918883,37.42722517],[127.25922335,37.42694682]]]}"
광주시,2019,보행어린이사고다발지,6597480,2020016,4161010100,41610001,경기도 광주시1,경기도 광주시 경안동(중앙로113 부근),3,3,0,1,2,0,37.409828663663,127.258125545858,"{""type"":""Polygon"",""coordinates"":[[[127.25992218,37.40982866],[127.25988765,37.40955025],[127.25978542,37.40928254],[127.25961939,37.40903581],[127.25939596,37.40881956],[127.2591237,37.40864208],[127.25881309,37.4085102],[127.25847605,37.40842899],[127.25812555,37.40840157],[127.25777504,37.40842899],[127.25743801,37.4085102],[127.25712739,37.40864208],[127.25685514,37.40881956],[127.2566317,37.40903581],[127.25646568,37.40928254],[127.25636344,37.40955025],[127.25632892,37.40982866],[127.25636344,37.41010707],[127.25646568,37.41037478],[127.2566317,37.4106215],[127.25685514,37.41083776],[127.25712739,37.41101523],[127.25743801,37.4111471],[127.25777504,37.41122831],[127.25812555,37.41125573],[127.25847605,37.41122831],[127.25881309,37.4111471],[127.2591237,37.41101523],[127.25939596,37.41083776],[127.25961939,37.4106215],[127.25978542,37.41037478],[127.25988765,37.41010707],[127.25992218,37.40982866]]]}"
광주시,2018,보행노인사고다발지,6512950,2019036,4161010500,41610001,경기도 광주시1,경기도 광주시 탄벌동(광주시보건소 부근),4,4,1,1,2,0,37.416411299942,127.249799175393,"{""type"":""Polygon"",""coordinates"":[[[127.25159581,37.4164113],[127.25156128,37.41613291],[127.25145905,37.41586523],[127.25129302,37.41561852],[127.25106959,37.41540228],[127.25079733,37.41522482],[127.25048672,37.41509295],[127.25014968,37.41501175],[127.24979918,37.41498433],[127.24944867,37.41501175],[127.24911163,37.41509295],[127.24880102,37.41522482],[127.24852877,37.41540228],[127.24830533,37.41561852],[127.24813931,37.41586523],[127.24803707,37.41613291],[127.24800254,37.4164113],[127.24803707,37.41668968],[127.24813931,37.41695737],[127.24830533,37.41720407],[127.24852877,37.4174203],[127.24880102,37.41759776],[127.24911163,37.41772962],[127.24944867,37.41781083],[127.24979918,37.41783824],[127.25014968,37.41781083],[127.25048672,37.41772962],[127.25079733,37.41759776],[127.25106959,37.4174203],[127.25129302,37.41720407],[127.25145905,37.41695737],[127.25156128,37.41668968],[127.25159581,37.4164113]]]}"
광주시,2018,보행어린이사고다발지,6504945,2019035,4161010100,41610002,경기도 광주시2,경기도 광주시 경안동(감초당약국 부근),4,6,0,2,4,0,37.409892859968,127.258112152255,"{""type"":""Polygon"",""coordinates"":[[[127.25990878,37.40989286],[127.25987426,37.40961445],[127.25977202,37.40934674],[127.259606,37.40910001],[127.25938256,37.40888375],[127.25911031,37.40870628],[127.25879969,37.4085744],[127.25846266,37.40849319],[127.25811215,37.40846577],[127.25776165,37.40849319],[127.25742461,37.4085744],[127.257114,37.40870628],[127.25684174,37.40888375],[127.25661831,37.40910001],[127.25645228,37.40934674],[127.25635004,37.40961445],[127.25631552,37.40989286],[127.25635004,37.41017127],[127.25645228,37.41043898],[127.25661831,37.4106857],[127.25684174,37.41090195],[127.257114,37.41107943],[127.25742461,37.4112113],[127.25776165,37.41129251],[127.25811215,37.41131993],[127.25846266,37.41129251],[127.25879969,37.4112113],[127.25911031,37.41107943],[127.25938256,37.41090195],[127.259606,37.4106857],[127.25977202,37.41043898],[127.25987426,37.41017127],[127.25990878,37.40989286]]]}"
광주시,2018,보행어린이사고다발지,6504337,2019035,4161025027,41610003,경기도 광주시3,경기도 광주시 오포읍(양벌초교 부근),3,3,0,1,2,0,37.378660967431,127.256652111907,"{""type"":""Polygon"",""coordinates"":[[[127.25844874,37.37866097],[127.25841422,37.37838244],[127.25831198,37.37811462],[127.25814596,37.37786779],[127.25792252,37.37765144],[127.25765027,37.37747389],[127.25733965,37.37734196],[127.25700262,37.37726071],[127.25665211,37.37723328],[127.25630161,37.37726071],[127.25596457,37.37734196],[127.25565396,37.37747389],[127.2553817,37.37765144],[127.25515827,37.37786779],[127.25499224,37.37811462],[127.25489,37.37838244],[127.25485548,37.37866097],[127.25489,37.37893949],[127.25499224,37.37920731],[127.25515827,37.37945414],[127.2553817,37.37967048],[127.25565396,37.37984803],[127.25596457,37.37997996],[127.25630161,37.3800612],[127.25665211,37.38008863],[127.25700262,37.3800612],[127.25733965,37.37997996],[127.25765027,37.37984803],[127.25792252,37.37967048],[127.25814596,37.37945414],[127.25831198,37.37920731],[127.25841422,37.37893949],[127.25844874,37.37866097]]]}"
광주시,2018,보행어린이사고다발지,6503987,2019035,4161011000,41610004,경기도 광주시4,경기도 광주시 태전동(광남동 행정복지센터 부근),3,3,0,1,1,1,37.388962410088,127.229329398734,"{""type"":""Polygon"",""coordinates"":[[[127.23112603,37.38896241],[127.23109151,37.38868392],[127.23098927,37.38841614],[127.23082324,37.38816934],[127.23059981,37.38795302],[127.23032755,37.38777549],[127.23001694,37.38764358],[127.2296799,37.38756235],[127.2293294,37.38753492],[127.22897889,37.38756235],[127.22864186,37.38764358],[127.22833124,37.38777549],[127.22805899,37.38795302],[127.22783556,37.38816934],[127.22766953,37.38841614],[127.22756729,37.38868392],[127.22753277,37.38896241],[127.22756729,37.3892409],[127.22766953,37.38950868],[127.22783556,37.38975547],[127.22805899,37.38997178],[127.22833124,37.39014931],[127.22864186,37.39028122],[127.22897889,37.39036245],[127.2293294,37.39038988],[127.2296799,37.39036245],[127.23001694,37.39028122],[127.23032755,37.39014931],[127.23059981,37.38997178],[127.23082324,37.38975547],[127.23098927,37.38950868],[127.23109151,37.3892409],[127.23112603,37.38896241]]]}"
광주시,2018,보행어린이사고다발지,6504336,2019035,4161025022,41610001,경기도 광주시1,경기도 광주시 오포읍(광명초교 부근),6,6,0,2,4,0,37.359249337588,127.160880221646,"{""type"":""Polygon"",""coordinates"":[[[127.16267685,37.35924934],[127.16264233,37.35897074],[127.16254009,37.35870285],[127.16237407,37.35845595],[127.16215063,37.35823955],[127.16187838,37.35806195],[127.16156776,37.35792998],[127.16123073,37.35784872],[127.16088022,37.35782128],[127.16052972,37.35784872],[127.16019268,37.35792998],[127.15988207,37.35806195],[127.15960981,37.35823955],[127.15938638,37.35845595],[127.15922035,37.35870285],[127.15911811,37.35897074],[127.15908359,37.35924934],[127.15911811,37.35952793],[127.15922035,37.35979582],[127.15938638,37.36004271],[127.15960981,37.36025911],[127.15988207,37.3604367],[127.16019268,37.36056867],[127.16052972,37.36064993],[127.16088022,37.36067737],[127.16123073,37.36064993],[127.16156776,37.36056867],[127.16187838,37.3604367],[127.16215063,37.36025911],[127.16237407,37.36004271],[127.16254009,37.35979582],[127.16264233,37.35952793],[127.16267685,37.35924934]]]}"
광주시,2018,스쿨존내어린이사고다발지,6503351,2019034,4161025022,41610001,경기도 광주시1,경기도 광주시 오포읍(광명초교 부근),3,3,0,1,2,0,37.359435520634,127.160781140638,"{""type"":""Polygon"",""coordinates"":[[[127.16347609,37.35943552],[127.1634243,37.35901762],[127.16327095,37.35861578],[127.16302191,37.35824544],[127.16268676,37.35792084],[127.16227837,37.35765444],[127.16181245,37.35745649],[127.1613069,37.35733459],[127.16078114,37.35729343],[127.16025538,37.35733459],[127.15974983,37.35745649],[127.15928391,37.35765444],[127.15887553,37.35792084],[127.15854038,37.35824544],[127.15829134,37.35861578],[127.15813798,37.35901762],[127.15808619,37.35943552],[127.15813798,37.35985342],[127.15829134,37.36025525],[127.15854038,37.36062558],[127.15887553,37.36095017],[127.15928391,37.36121656],[127.15974983,37.3614145],[127.16025538,37.36153639],[127.16078114,37.36157755],[127.1613069,37.36153639],[127.16181245,37.3614145],[127.16227837,37.36121656],[127.16268676,37.36095017],[127.16302191,37.36062558],[127.16327095,37.36025525],[127.1634243,37.35985342],[127.16347609,37.35943552]]]}"
광주시,2017,무단횡단사고다발지,6430718,2018045,4161010100,131441002,경기 광주2,경기도 광주시 경안동(감초당약국 부근),4,4,0,1,3,0,37.411098811262,127.257737259068,"{""type"":""Polygon"",""coordinates"":[[[127.2604322,37.41109881],[127.26038042,37.4106812],[127.26022706,37.41027964],[127.25997802,37.40990956],[127.25964287,37.40958517],[127.25923449,37.40931896],[127.25876857,37.40912114],[127.25826302,37.40899933],[127.25773726,37.40895819],[127.2572115,37.40899933],[127.25670595,37.40912114],[127.25624003,37.40931896],[127.25583164,37.40958517],[127.25549649,37.40990956],[127.25524745,37.41027964],[127.2550941,37.4106812],[127.25504231,37.41109881],[127.2550941,37.41151642],[127.25524745,37.41191797],[127.25549649,37.41228805],[127.25583164,37.41261242],[127.25624003,37.41287862],[127.25670595,37.41307643],[127.2572115,37.41319824],[127.25773726,37.41323937],[127.25826302,37.41319824],[127.25876857,37.41307643],[127.25923449,37.41287862],[127.25964287,37.41261242],[127.25997802,37.41228805],[127.26022706,37.41191797],[127.26038042,37.41151642],[127.2604322,37.41109881]]]}"
광주시,2017,무단횡단사고다발지,6430084,2018045,4161010100,131441001,경기 광주1,경기도 광주시 경안동(공설운동장앞교차로 부근),6,7,0,2,5,0,37.414637471743,127.251228249385,"{""type"":""Polygon"",""coordinates"":[[[127.2539232,37.41463747],[127.25387141,37.41421988],[127.25371805,37.41381834],[127.25346901,37.41344827],[127.25313386,37.4131239],[127.25272548,37.4128577],[127.25225956,37.41265989],[127.25175401,37.41253809],[127.25122825,37.41249696],[127.25070249,37.41253809],[127.25019694,37.41265989],[127.24973102,37.4128577],[127.24932263,37.4131239],[127.24898748,37.41344827],[127.24873844,37.41381834],[127.24858509,37.41421988],[127.2485333,37.41463747],[127.24858509,37.41505506],[127.24873844,37.4154566],[127.24898748,37.41582665],[127.24932263,37.41615101],[127.24973102,37.4164172],[127.25019694,37.416615],[127.25070249,37.4167368],[127.25122825,37.41677793],[127.25175401,37.4167368],[127.25225956,37.416615],[127.25272548,37.4164172],[127.25313386,37.41615101],[127.25346901,37.41582665],[127.25371805,37.4154566],[127.25387141,37.41505506],[127.2539232,37.41463747]]]}"
광주시,2016,무단횡단사고다발지,6345523,2017081,4161010800,131441003,경기 광주3,경기도 광주시 중대동(중대교 부근),4,4,1,1,2,0,37.405698874305,127.213122565055,"{""type"":""Polygon"",""coordinates"":[[[127.21581751,37.40569887],[127.21576573,37.40528124],[127.21561237,37.40487964],[127.21536333,37.40450953],[127.21502818,37.40418513],[127.2146198,37.40391889],[127.21415388,37.40372106],[127.21364832,37.40359924],[127.21312257,37.4035581],[127.21259681,37.40359924],[127.21209125,37.40372106],[127.21162533,37.40391889],[127.21121695,37.40418513],[127.2108818,37.40450953],[127.21063276,37.40487964],[127.2104794,37.40528124],[127.21042762,37.40569887],[127.2104794,37.40611651],[127.21063276,37.4065181],[127.2108818,37.4068882],[127.21121695,37.40721259],[127.21162533,37.40747881],[127.21209125,37.40767664],[127.21259681,37.40779845],[127.21312257,37.40783959],[127.21364832,37.40779845],[127.21415388,37.40767664],[127.2146198,37.40747881],[127.21502818,37.40721259],[127.21536333,37.4068882],[127.21561237,37.4065181],[127.21576573,37.40611651],[127.21581751,37.40569887]]]}"
광주시,2016,무단횡단사고다발지,6345498,2017081,4161010100,131441001,경기 광주1,경기도 광주시 경안동(소망치과 부근),5,5,0,4,1,0,37.409842901729,127.258107720396,"{""type"":""Polygon"",""coordinates"":[[[127.26080267,37.4098429],[127.26075088,37.40942529],[127.26059753,37.40902372],[127.26034849,37.40865363],[127.26001333,37.40832924],[127.25960495,37.40806302],[127.25913903,37.4078652],[127.25863348,37.40774338],[127.25810772,37.40770225],[127.25758196,37.40774338],[127.25707641,37.4078652],[127.25661049,37.40806302],[127.25620211,37.40832924],[127.25586695,37.40865363],[127.25561792,37.40902372],[127.25546456,37.40942529],[127.25541277,37.4098429],[127.25546456,37.41026052],[127.25561792,37.41066208],[127.25586695,37.41103216],[127.25620211,37.41135654],[127.25661049,37.41162274],[127.25707641,37.41182055],[127.25758196,37.41194236],[127.25810772,37.41198349],[127.25863348,37.41194236],[127.25913903,37.41182055],[127.25960495,37.41162274],[127.26001333,37.41135654],[127.26034849,37.41103216],[127.26059753,37.41066208],[127.26075088,37.41026052],[127.26080267,37.4098429]]]}"
