시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,교통섬유무,점자블록유무,집중조명시설유무
성남시 분당구,불정로,"경기도 성남시 분당구 불정로 195 (정자동, 정든마을우성6단지아파트)",경기도 성남시 분당구 정자동 198,분당-108,1,N,37.362549,127.121556,7,8.0,23.0,Y,N,Y,Y
성남시 분당구,불정로,,경기도 성남시 분당구 정자동 219-4,분당-109,1,N,37.359293,127.122737,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,불정로,경기도 성남시 분당구 불정로 64 (정자동),경기도 성남시 분당구 정자동 205,분당-110,1,N,37.359494,127.111735,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,내정로,,경기도 성남시 분당구 수내동 28-1,분당-111,1,N,37.374022,127.119494,7,8.0,23.0,Y,N,Y,N
성남시 분당구,내정로,"경기도 성남시 분당구 내정로 151 (수내동, 양지마을금호3단지한양5단지아파트)",경기도 성남시 분당구 수내동 27,분당-112,1,N,37.373475,127.118598,7,8.0,23.0,Y,N,Y,N
성남시 분당구,내정로,,경기도 성남시 분당구 정자동 79-11,분당-113,1,N,37.371909,127.115891,8,8.0,26.0,Y,N,Y,N
성남시 분당구,내정로,"경기도 성남시 분당구 내정로 94 (정자동, 한솔마을주공7단지아파트)",경기도 성남시 분당구 정자동 101,분당-114,1,N,37.367387,127.115509,6,8.0,20.0,Y,N,Y,N
성남시 분당구,내정로,"경기도 성남시 분당구 내정로 54 (정자동, 한솔마을주공6단지아파트)",경기도 성남시 분당구 정자동 117,분당-115,1,N,37.363852,127.116154,6,8.0,20.0,Y,N,Y,N
성남시 분당구,내정로,"경기도 성남시 분당구 내정로 54 (정자동, 한솔마을주공6단지아파트)",경기도 성남시 분당구 정자동 117,분당-116,1,N,37.363852,127.116154,8,8.0,26.0,Y,N,Y,N
성남시 분당구,내정로,,경기도 성남시 분당구 정자동 132-1,분당-117,1,N,37.361541,127.114516,7,8.0,23.0,Y,N,Y,Y
성남시 분당구,내정로,"경기도 성남시 분당구 내정로 10 (정자동, 정든마을한진7단지아파트)",경기도 성남시 분당구 정자동 194,분당-118,1,N,37.36085,127.115905,7,8.0,23.0,Y,N,Y,N
성남시 분당구,탄천로,경기도 성남시 분당구 탄천로 257 (야탑동),경기도 성남시 분당구 야탑동 403,분당-119,1,N,37.414824,127.118561,4,6.0,14.0,Y,N,Y,N
성남시 분당구,탄천로,경기도 성남시 분당구 탄천로 215 (야탑동),경기도 성남시 분당구 야탑동 486,분당-120,1,N,37.411791,127.120513,6,8.0,20.0,Y,N,Y,N
성남시 분당구,탄천로,경기도 성남시 분당구 탄천로 215 (야탑동),경기도 성남시 분당구 야탑동 486,분당-121,1,N,37.411791,127.120513,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,탄천로,"경기도 성남시 분당구 야탑로 20 (야탑동, 탑마을선경아파트)",경기도 성남시 분당구 야탑동 536,분당-122,1,N,37.408336,127.122853,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,탄천로,"경기도 성남시 분당구 판교로 430 (이매동, 아름마을건영한성태영아파트)",경기도 성남시 분당구 이매동 132,분당-123,1,N,37.405179,127.12082,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,탄천로,경기도 성남시 분당구 탄천로 97 (이매동),경기도 성남시 분당구 이매동 136,분당-124,1,N,37.402184,127.122403,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,탄천로,,경기도 성남시 분당구 이매동 137-6,분당-125,1,N,37.399468,127.123279,6,8.0,20.0,Y,N,Y,N
성남시 분당구,탄천로,"경기도 성남시 분당구 탄천로 59 (이매동, 아름마을풍림아파트)",경기도 성남시 분당구 이매동 140,분당-126,1,N,37.398291,127.121195,5,8.0,17.0,Y,N,Y,N
성남시 분당구,탄천로,경기도 성남시 분당구 탄천로 49 (이매동),경기도 성남시 분당구 이매동 145,분당-127,1,N,37.396798,127.123369,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,탄천로,"경기도 성남시 분당구 이매로 16 (이매동, 아름마을효성아파트)",경기도 성남시 분당구 이매동 143,분당-128,1,N,37.393458,127.121646,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,탄천상로,,경기도 성남시 분당구 구미동 173-2,분당-129,1,N,37.342897,127.105214,6,8.0,20.0,Y,N,Y,N
성남시 분당구,탄천상로,경기도 성남시 분당구 탄천상로 95 (구미동),경기도 성남시 분당구 구미동 181,분당-130,1,N,37.339858,127.111299,5,8.0,17.0,Y,N,Y,N
성남시 분당구,탄천상로,,경기도 성남시 분당구 구미동 197-13,분당-131,1,N,37.335873,127.110398,5,8.0,17.0,Y,N,Y,N
성남시 분당구,성남대로54번길,경기도 성남시 분당구 탄천상로 95 (구미동),경기도 성남시 분당구 구미동 181,분당-132,1,N,37.339858,127.111299,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자일로,"경기도 성남시 분당구 정자일로 248 (정자동, 파크뷰)",경기도 성남시 분당구 정자동 6,분당-133,1,N,37.375676,127.107715,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,정자일로,"경기도 성남시 분당구 정자일로 239 (정자동, 아이파크분당1)",경기도 성남시 분당구 정자동 9,분당-134,1,N,37.371268,127.105593,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자일로,,경기도 성남시 분당구 정자동 16-2,분당-135,1,N,37.36803,127.105521,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자일로,경기도 성남시 분당구 정자일로 177 (정자동),경기도 성남시 분당구 정자동24,분당-136,2,N,37.366154,127.105415,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자일로,경기도 성남시 분당구 정자일로 177 (정자동),경기도 성남시 분당구 정자동24,분당-137,2,N,37.366154,127.105415,6,8.0,20.0,Y,N,Y,N
성남시 분당구,정자일로,경기도 성남시 분당구 정자일로 145 (정자동),경기도 성남시 분당구 정자동 163,분당-138,1,N,37.363021,127.10559,6,8.0,20.0,Y,N,Y,N
성남시 분당구,정자일로,,경기도 성남시 분당구 정자동 178-1,분당-139,1,N,37.359519,127.10522,6,8.0,20.0,Y,N,Y,N
성남시 분당구,정자일로,,경기도 성남시 분당구 정자동 178-5,분당-140,99,N,37.358334,127.105671,7,8.0,23.0,Y,N,Y,N
성남시 분당구,정자일로,,경기도 성남시 분당구 정자동 178-6,분당-141,1,N,37.357394,127.105118,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자일로,,경기도 성남시 분당구 금곡동 183,분당-142,1,N,37.355144,127.106403,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,정자일로,"경기도 성남시 분당구 정자일로 46 (금곡동, 청솔마을화인아파트)",경기도 성남시 분당구 금곡동 180,분당-143,1,N,37.35448,127.106316,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자일로,경기도 성남시 분당구 정자일로 45 (금곡동),경기도 성남시 분당구 금곡동 196,분당-144,1,N,37.353825,127.104946,7,8.0,23.0,Y,N,Y,N
성남시 분당구,정자일로,,경기도 성남시 분당구 금곡동 175,분당-145,2,N,37.351539,127.106651,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,불정로23번길,,경기도 성남시 분당구 정자동 166-1,분당-146,1,N,37.36251,127.106555,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,미금일로,"경기도 성남시 분당구 미금일로 58 (구미동, 까치마을롯데, 선경아파트)",경기도 성남시 분당구 구미동 63,분당-147,1,N,37.347268,127.11312,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 537-1,분당-148,1,N,37.408486,127.12137,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 537-7,분당-149,1,N,37.408818,127.122825,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,야탑로,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시 분당구 야탑동 502,분당-150,1,N,37.409502,127.125979,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,야탑로,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시 분당구 야탑동 502,분당-151,1,N,37.409503,127.125979,5,8.0,17.0,Y,N,Y,N
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 516,분당-152,1,N,37.409522,127.131027,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,야탑로,"경기도 성남시 분당구 야탑로 125 (야탑동, 아이파크)",경기도 성남시 분당구 야탑동 391,분당-153,1,N,37.40982,127.132424,5,8.0,17.0,Y,N,Y,N
성남시 분당구,야탑로,"경기도 성남시 분당구 매화로 12 (야탑동, 탑마을주공8단지아파트)",경기도 성남시 분당구 야탑동 518,분당-154,1,N,37.409351,127.135309,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,야탑로,"경기도 성남시 분당구 매화로 12 (야탑동, 탑마을주공8단지아파트)",경기도 성남시 분당구 야탑동 518,분당-155,1,N,37.409339,127.135309,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 197-12,분당-156,1,N,37.408844,127.13797,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,야탑로,"경기도 성남시 분당구 벌말로 10 (야탑동, 목련마을 아파트)",경기도 성남시 분당구 야탑동 165,분당-157,1,N,37.409151,127.138719,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 264-3,분당-158,1,N,37.408774,127.142516,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 175-1,분당-159,2,N,37.40725,127.145888,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,야탑로,"경기도 성남시 분당구 야탑로271번길 7 (야탑동, 목련마을자영빌라)",경기도 성남시 분당구 야탑동 177,분당-160,1,N,37.406698,127.147795,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,야탑로,,경기도 성남시 분당구 야탑동 134-1,분당-161,1,N,37.407488,127.155406,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,미금로,"경기도 성남시 분당구 미금로 216 (금곡동, 청솔마을주공9단지아파트)",경기도 성남시 분당구 금곡동 133,분당-162,99,N,37.351974,127.114489,7,8.0,23.0,Y,N,Y,Y
성남시 분당구,미금로,"경기도 성남시 분당구 미금로 216 (금곡동, 청솔마을주공9단지아파트)",경기도 성남시 분당구 금곡동 133,분당-163,99,N,37.351937,127.114489,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,미금로,"경기도 성남시 분당구 미금로 177 (구미동, 까치마을신원아파트)",경기도 성남시 분당구 구미동 66,분당-164,1,N,37.349656,127.11405,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,미금로,"경기도 성남시 분당구 미금일로 21 (구미동, 하얀마을)",경기도 성남시 분당구 구미동 110,분당-165,1,N,37.345994,127.117817,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,미금로,경기도 성남시 분당구 미금로 121 (구미동),경기도 성남시 분당구 구미동 115,분당-166,1,N,37.344353,127.115379,7,8.0,23.0,Y,N,Y,Y
성남시 분당구,미금로,,경기도 성남시 분당구 구미동 198-1,분당-167,99,N,37.342857,127.113595,6,8.0,20.0,Y,N,Y,N
성남시 분당구,미금로,,경기도 성남시 분당구 구미동 302,분당-168,1,N,37.339488,127.113566,8,8.0,26.0,Y,N,Y,N
성남시 분당구,미금로,"경기도 성남시 분당구 미금로 66 (구미동, 무지개마을주공4단지아파트)",경기도 성남시 분당구 구미동 220,분당-169,1,N,37.339809,127.116695,8,8.0,26.0,Y,N,Y,Y
성남시 분당구,미금로,,경기도 성남시 분당구 구미동 203-1,분당-170,1,N,37.337815,127.115684,6,8.0,20.0,Y,N,Y,N
성남시 분당구,미금로,,경기도 성남시 분당구 구미동 205-5,분당-171,1,N,37.336867,127.116747,7,8.0,23.0,Y,N,Y,N
성남시 분당구,미금로,"경기도 성남시 분당구 미금로 23 (구미동, 무지개마을대림아파트)",경기도 성남시 분당구 구미동 211,분당-172,1,N,37.335467,127.115825,6,8.0,20.0,Y,N,Y,N
성남시 분당구,미금로,,경기도 성남시 분당구 구미동 214,분당-173,1,N,37.334285,127.119861,5,8.0,17.0,Y,N,Y,N
성남시 분당구,미금로,경기도 성남시 분당구 미금로 151,경기도 성남시 분당구 구미동 68,분당-174,2,N,37.34742,127.1153,7,4.0,40.0,Y,N,Y,
성남시 분당구,미금일로70번길,"경기도 성남시 분당구 미금일로 58 (구미동, 까치마을롯데, 선경아파트)",경기도 성남시 분당구 구미동 63,분당-175,1,N,37.347268,127.11312,2,4.0,8.0,Y,N,Y,N
성남시 분당구,구미로,경기도 성남시 분당구 구미로 8 (구미동),경기도 성남시 분당구 구미동 188,분당-176,1,N,37.337658,127.109745,7,8.0,23.0,Y,N,Y,N
성남시 분당구,구미로,,경기도 성남시 분당구 구미동 193-3,분당-177,1,N,37.336718,127.11195,8,8.0,26.0,Y,N,Y,N
성남시 분당구,구미로,"경기도 성남시 분당구 구미로 50 (구미동, 무지개마을LG아파트)",경기도 성남시 분당구 구미동 202,분당-178,1,N,37.33747,127.113406,8,8.0,26.0,Y,N,Y,N
성남시 분당구,구미로,"경기도 성남시 분당구 무지개로 144 (구미동, 무지개마을청구아파트)",경기도 성남시 분당구 구미동 221,분당-179,1,N,37.339524,127.118464,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,구미로,경기도 성남시 분당구 미금로22번길 25 (구미동),경기도 성남시 분당구 구미동 215,분당-180,1,N,37.337755,127.118399,6,8.0,20.0,Y,N,Y,N
성남시 분당구,구미로,경기도 성남시 분당구 구미로 107 (구미동),경기도 성남시 분당구 구미동 223,분당-181,1,N,37.339464,127.120769,6,8.0,20.0,Y,N,Y,N
성남시 분당구,구미로,"경기도 성남시 분당구 구미로 143 (구미동, 무지개마을라이프아파트)",경기도 성남시 분당구 구미동 242,분당-182,1,N,37.342729,127.124118,6,8.0,20.0,Y,N,Y,N
성남시 분당구,구미로,,경기도 성남시 분당구 구미동 281,분당-183,1,N,37.343131,127.124566,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,구미로,"경기도 성남시 분당구 구미로173번길 8 (구미동, 청구빌라)",경기도 성남시 분당구 구미동 288,분당-184,1,N,37.344022,127.125726,6,8.0,20.0,Y,N,Y,N
성남시 분당구,판교로,,경기도 성남시 분당구 이매동 150-1,분당-185,1,N,37.404262,127.119579,9,8.0,29.0,Y,N,Y,Y
성남시 분당구,판교로,"경기도 성남시 분당구 판교로 421 (야탑동, 탑마을대우아파트)",경기도 성남시 분당구 야탑동 535,분당-186,1,N,37.406959,127.120465,7,8.0,23.0,Y,N,Y,Y
성남시 분당구,판교로,,경기도 성남시 분당구 이매동 131-1,분당-187,1,N,37.405132,127.12174,7,8.0,23.0,Y,N,Y,N
성남시 분당구,판교로,,경기도 성남시 분당구 이매동 131-8,분당-188,1,N,37.405124,127.123358,8,8.0,26.0,Y,N,Y,N
성남시 분당구,판교로,,경기도 성남시 분당구 이매동 97-1,분당-189,1,N,37.405136,127.125737,9,8.0,29.0,Y,N,Y,Y
성남시 분당구,판교로,,경기도 성남시 분당구 이매동 127-1,분당-190,1,N,37.403736,127.127977,8,8.0,26.0,Y,N,Y,N
성남시 분당구,판교로,"경기도 성남시 분당구 판교로 519 (야탑동, 탑마을경남아너스빌)",경기도 성남시 분당구 야탑동 525,분당-191,1,N,37.406742,127.131402,7,8.0,23.0,Y,N,Y,N
성남시 분당구,판교로,경기도 성남시 분당구 매화로 1 (야탑동),경기도 성남시 분당구 야탑동 523,분당-192,1,N,37.407679,127.133437,8,8.0,26.0,Y,N,Y,Y
성남시 분당구,판교로,경기도 성남시 분당구 판교로 582 (야탑동),경기도 성남시 분당구 야탑동 491,분당-193,1,N,37.407438,127.137867,7,8.0,23.0,Y,N,Y,N
성남시 분당구,판교로,"경기도 성남시 분당구 판교로 654 (야탑동, 목련마을대진빌라)",경기도 성남시 분당구 야탑동 158,분당-194,1,N,37.40519,127.145184,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,판교로,경기도 성남시 분당구 판교로 679 (야탑동),경기도 성남시 분당구 야탑동 154,분당-195,1,N,37.405603,127.148588,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,판교로,경기도 성남시 분당구 판교로 700 (야탑동),경기도 성남시 분당구 야탑동 151,분당-196,1,N,37.404215,127.151696,4,6.0,14.0,Y,N,Y,N
성남시 분당구,판교로,경기도 성남시 분당구 판교로 697 (야탑동),경기도 성남시 분당구 야탑동 150,분당-197,1,N,37.405418,127.150967,4,6.0,14.0,Y,N,Y,N
성남시 분당구,판교로,,경기도 성남시 분당구 야탑동 192-2,분당-198,1,N,37.405581,127.155638,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,황새울로,,경기도 성남시 분당구 서현동 251-1,분당-199,1,N,37.387793,127.124427,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 347 (서현동),경기도 성남시 분당구 서현동 257,분당-200,1,N,37.386847,127.123231,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,,경기도 성남시 분당구 서현동 250-2,분당-201,1,N,37.386294,127.123345,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,,경기도 성남시 분당구 서현동 261-6,분당-202,1,N,37.386049,127.121698,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,황새울로,,경기도 성남시 분당구 서현동 273-2,분당-203,1,N,37.385034,127.120439,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,,경기도 성남시 분당구 수내동 9-4,분당-204,1,N,37.38,127.114937,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,,경기도 성남시 분당구 수내동 11-4,분당-205,1,N,37.378466,127.112806,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,,경기도 성남시 분당구 정자동 92-3,분당-206,1,N,37.375575,127.109788,4,6.0,14.0,Y,N,Y,N
성남시 분당구,황새울로,경기도 성남시 분당구 황새울로132번길 2 (정자동),경기도 성남시 분당구 정자동 78,분당-207,1,N,37.372101,127.11055,4,6.0,14.0,Y,N,Y,N
성남시 분당구,황새울로,"경기도 성남시 분당구 느티로 70 (정자동, 느티마을3,4단지)",경기도 성남시 분당구 정자동 88,분당-208,1,N,37.368171,127.110392,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을우성아파트)",경기도 성남시 분당구 정자동 121,분당-209,1,N,37.365401,127.113878,4,6.0,14.0,Y,N,Y,N
성남시 분당구,황새울로,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을우성아파트)",경기도 성남시 분당구 정자동 121,분당-210,1,N,37.365401,127.113878,5,8.0,17.0,Y,N,Y,N
성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 4 (정자동),경기도 성남시 분당구 정자동 153,분당-211,1,N,37.360906,127.111069,5,8.0,17.0,Y,N,Y,N
성남시 분당구,금곡로,"경기도 성남시 분당구 정자일로 72 (금곡동, 청솔마을한라아파트)",경기도 성남시 분당구 금곡동 181,분당-212,1,N,37.356394,127.107644,4,6.0,14.0,Y,N,Y,N
성남시 분당구,금곡로,경기도 성남시 분당구 금곡로 289 (금곡동),경기도 성남시 분당구 금곡동 123,분당-213,1,N,37.355026,127.109688,4,6.0,14.0,Y,N,Y,N
성남시 분당구,금곡로,"경기도 성남시 분당구 금곡로 263 (금곡동, 청솔마을공무원아파트)",경기도 성남시 분당구 금곡동 125,분당-214,99,N,37.355352,127.11169,4,6.0,14.0,Y,N,Y,N
성남시 분당구,금곡로,경기도 성남시 분당구 금곡로 243 (금곡동),경기도 성남시 분당구 금곡동 131,분당-215,99,N,37.354658,127.1141,4,6.0,14.0,Y,N,Y,N
성남시 분당구,금곡로,"경기도 성남시 분당구 금곡로 181 (구미동, 분당중앙하이츠빌라)",경기도 성남시 분당구 구미동 81,분당-216,1,N,37.350889,127.119766,4,6.0,14.0,Y,N,Y,N
성남시 분당구,금곡로,"경기도 성남시 분당구 미금일로 5 (구미동, 청구빌라)",경기도 성남시 분당구 구미동 102,분당-217,1,N,37.345856,127.119445,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,금곡로,"경기도 성남시 분당구 미금로 114 (구미동, 하얀마을그랜드빌)",경기도 성남시 분당구 구미동 111,분당-218,1,N,37.344572,127.116947,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,장미로,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시 분당구 야탑동 341,분당-219,1,N,37.41309,127.127281,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,장미로,,경기도 성남시 분당구 야탑동 360-3,분당-220,1,N,37.413508,127.130234,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,장미로,"경기도 성남시 분당구 장미로 101 (야탑동, 장미마을)",경기도 성남시 분당구 야탑동 334,분당-221,1,N,37.415964,127.129389,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,장미로,"경기도 성남시 분당구 장미로 101 (야탑동, 장미마을)",경기도 성남시 분당구 야탑동 334,분당-222,1,N,37.415964,127.129389,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,장미로,"경기도 성남시 분당구 장미로 139 (야탑동, 매화마을주공2단지아파트)",경기도 성남시 분당구 야탑동 215,분당-223,1,N,37.414809,127.136277,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,장미로,경기도 성남시 분당구 장미로 153 (야탑동),경기도 성남시 분당구 야탑동 216,분당-224,1,N,37.413778,127.138674,5,8.0,17.0,Y,N,Y,N
성남시 분당구,장미로,"경기도 성남시 분당구 장미로 193 (야탑동, 매화마을주공4단지아파트)",경기도 성남시 분당구 야탑동 211,분당-225,1,N,37.41319,127.140993,4,6.0,14.0,Y,N,Y,N
성남시 분당구,구미로173번길,경기도 성남시 분당구 구미로173번길 82 (구미동),경기도 성남시 분당구 구미동 300,분당-226,1,N,37.352025,127.124485,4,6.0,14.0,Y,N,Y,N
성남시 분당구,구미로173번길,경기도 성남시 분당구 구미로173번길 82 (구미동),경기도 성남시 분당구 구미동 300,분당-227,1,N,37.352025,127.124485,5,8.0,17.0,Y,N,Y,N
성남시 분당구,구미로173번길,,경기도 성남시 분당구 구미동 297-1,분당-228,1,N,37.348439,127.123429,6,8.0,20.0,Y,N,Y,N
성남시 분당구,구미로173번길,,경기도 성남시 분당구 구미동 297-2,분당-229,1,N,37.347294,127.123471,6,8.0,20.0,Y,N,Y,N
성남시 분당구,구미로173번길,"경기도 성남시 분당구 구미로173번길 22 (구미동, 우방도무스빌라)",경기도 성남시 분당구 구미동 285,분당-230,1,N,37.345059,127.125317,5,8.0,17.0,Y,N,Y,N
성남시 분당구,새마을로,경기도 성남시 분당구 중앙공원로 77 (서현동),경기도 성남시 분당구 서현동 234,분당-231,1,N,37.383587,127.132472,4,6.0,14.0,Y,N,Y,N
성남시 분당구,새마을로,,경기도 성남시 분당구 서현동 136-15,분당-232,1,N,37.383408,127.135879,4,6.0,14.0,Y,N,Y,N
성남시 분당구,새마을로,경기도 성남시 분당구 새마을로 81 (서현동),경기도 성남시 분당구 서현동 102,분당-233,1,N,37.38351,127.139412,4,6.0,14.0,Y,N,Y,N
성남시 분당구,새마을로,경기도 성남시 분당구 새마을로 111 (서현동),경기도 성남시 분당구 서현동 31,분당-234,1,N,37.383538,127.143165,6,8.0,20.0,Y,N,Y,N
성남시 분당구,새마을로,,경기도 성남시 분당구 율동 115-1,분당-235,1,N,37.384068,127.15063,4,6.0,14.0,Y,N,Y,N
성남시 분당구,백현로,,경기도 성남시 분당구 정자동 4-6,분당-236,3,N,37.378495,127.106394,10,8.0,32.0,Y,N,Y,Y
성남시 분당구,백현로,경기도 성남시 분당구 백현로 100 (정자동),경기도 성남시 분당구 정자동 27,분당-237,1,N,37.376192,127.110346,8,8.0,26.0,Y,N,Y,N
성남시 분당구,백현로,,경기도 성남시 분당구 정자동 28-1,분당-238,3,N,37.375405,127.110378,8,8.0,26.0,Y,N,Y,Y
성남시 분당구,장미로48번길,,경기도 성남시 분당구 야탑동 342-3,분당-239,1,N,37.412656,127.125502,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,장미로48번길,경기도 성남시 분당구 야탑로65번길 11 (야탑동),경기도 성남시 분당구 야탑동 350,분당-240,1,N,37.410679,127.125665,6,8.0,20.0,Y,N,Y,N
성남시 분당구,황새울로311번길,,경기도 성남시 분당구 서현동 261-1,분당-241,1,N,37.386536,127.121227,4,6.0,14.0,Y,N,Y,N
성남시 분당구,황새울로311번길,,경기도 성남시 분당구 서현동 258-1,분당-242,1,N,37.387277,127.121267,4,6.0,14.0,Y,N,Y,N
성남시 분당구,중앙공원로,"경기도 성남시 분당구 중앙공원로 54 (서현동, 시범단지우성아파트)",경기도 성남시 분당구 서현동 96,분당-243,1,N,37.381173,127.130339,6,8.0,20.0,Y,N,Y,N
성남시 분당구,중앙공원로,경기도 성남시 분당구 중앙공원로 35 (서현동),경기도 성남시 분당구 서현동 90,분당-244,1,N,37.38087,127.128664,6,8.0,20.0,Y,N,Y,N
성남시 분당구,중앙공원로,"경기도 성남시 분당구 중앙공원로 17 (서현동, 시범단지한양아파트)",경기도 성남시 분당구 서현동 91,분당-245,1,N,37.379188,127.126212,6,8.0,20.0,Y,N,Y,N
성남시 분당구,장안로,"경기도 성남시 분당구 장안로51번길 11 (분당동, 건영아파트)",경기도 성남시 분당구 분당동 69,분당-246,1,N,37.371444,127.142513,4,6.0,14.0,Y,N,Y,N
성남시 분당구,장안로,,경기도 성남시 분당구 분당동 90-1,분당-247,1,N,37.370465,127.143471,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,장안로,"경기도 성남시 분당구 장안로 15 (분당동, 건영아파트)",경기도 성남시 분당구 분당동 71,분당-248,1,N,37.369531,127.141902,4,6.0,14.0,Y,N,Y,N
성남시 분당구,정자로,,경기도 성남시 분당구 정자동 189-5,분당-249,1,N,37.362543,127.112361,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,정자로,"경기도 성남시 분당구 정자로76번길 10 (정자동, 상록마을라이프2단지아파트)",경기도 성남시 분당구 정자동 125,분당-250,1,N,37.362751,127.113051,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,정자로,,경기도 성남시 분당구 정자동 192,분당-251,1,N,37.36235,127.117057,6,8.0,20.0,Y,N,Y,Y
성남시 분당구,무지개로,경기도 성남시 분당구 무지개로 129 (구미동),경기도 성남시 분당구 구미동 241,분당-252,1,N,37.340984,127.119731,4,6.0,14.0,Y,N,Y,N
성남시 분당구,무지개로,,경기도 성남시 분당구 구미동 50,분당-253,1,N,37.336381,127.113573,4,6.0,14.0,Y,N,Y,Y
성남시 분당구,무지개로,"경기도 성남시 분당구 미금로 23 (구미동, 무지개마을대림아파트)",경기도 성남시 분당구 구미동 211,분당-254,1,N,37.335467,127.115868,4,6.0,14.0,Y,N,Y,N
성남시 분당구,성남대로779번길,경기도 성남시 분당구 성남대로779번길 12 (이매동),경기도 성남시 분당구 이매동 108,분당-255,1,N,37.399401,127.127272,5,8.0,17.0,Y,N,Y,Y
성남시 분당구,성남대로779번길,,경기도 성남시 분당구 이매동 87-30,분당-256,1,N,37.402957,127.13056,5,8.0,17.0,Y,N,Y,N
성남시 분당구,성남대로43번길,경기도 성남시 분당구 성남대로43번길 30 (구미동),경기도 성남시 분당구 구미동 172,분당-257,1,N,37.340054,127.104823,8,8.0,26.0,Y,N,Y,N
성남시 분당구,성남대로43번길,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159,분당-258,1,N,37.340325,127.106819,8,8.0,26.0,Y,N,Y,N
