연번,위도,경도,보호구역아이디,시군구명,대상시설명,관할경찰서명,데이터기준일자
278,37.438058,127.150562,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
279,37.438571,127.151258,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
280,37.439075,127.151027,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
281,37.439666,127.150339,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
282,37.439689,127.150452,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
283,37.440108,127.150058,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
284,37.441623,127.152609,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
285,37.440561,127.150029,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
286,37.439667,127.147998,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
287,37.439326,127.147211,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
288,37.439584,127.148025,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
289,37.439256,127.147282,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
290,37.437711,127.145881,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
291,37.436828,127.146495,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
292,37.436772,127.146415,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
293,37.437642,127.145815,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
294,37.439061,127.146869,성남-01-028,성남시 중원구,성남제일초등학교,성남중원경찰서,2022-08-31
295,37.452042,127.149758,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
296,37.452073,127.150117,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
297,37.452456,127.150409,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
298,37.452071,127.150182,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
299,37.452442,127.150471,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
300,37.452352,127.150931,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
301,37.452043,127.151391,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
302,37.451168,127.151734,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
303,37.450944,127.151126,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
304,37.451632,127.150319,성남-01-029,성남시 수정구,성남북초등학교,성남수정경찰서,2022-08-17
305,37.439857,127.132222,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
306,37.439553,127.132368,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
307,37.438207,127.133121,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
308,37.437272,127.133559,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
309,37.436064,127.134122,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
310,37.436743,127.131095,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
311,37.436784,127.132682,성남-01-030,성남시 수정구,성남수정초등학교,성남수정경찰서,2022-08-11
312,37.444214,127.135245,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
313,37.443901,127.133575,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
314,37.443836,127.133385,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
315,37.443661,127.132758,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
316,37.444881,127.131983,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
317,37.444514,127.135001,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
318,37.445445,127.131822,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
319,37.445479,127.131948,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
320,37.445533,127.132141,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
321,37.445947,127.133556,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
322,37.445827,127.132465,성남-01-031,성남시 수정구,수진초등학교,성남수정경찰서,2022-09-01
323,37.445145,127.148348,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
324,37.445464,127.148911,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
325,37.445527,127.148855,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
326,37.447092,127.149302,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
327,37.446484,127.149341,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
328,37.446495,127.149453,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
329,37.445788,127.149237,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
330,37.445826,127.149158,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
331,37.445517,127.151344,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
332,37.445074,127.150914,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
333,37.444959,127.150724,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
334,37.444748,127.150534,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
335,37.445311,127.147261,성남-01-032,성남시 수정구,희망대초등학교,성남수정경찰서,2022-08-11
336,37.448017,127.128394,성남-01-033,성남시 수정구,성남서초등학교,성남수정경찰서,2022-08-11
337,37.448953,127.131509,성남-01-033,성남시 수정구,성남서초등학교,성남수정경찰서,2022-08-11
338,37.447924,127.127419,성남-01-033,성남시 수정구,성남서초등학교,성남수정경찰서,2022-08-11
339,37.447733,127.128709,성남-01-033,성남시 수정구,성남서초등학교,성남수정경찰서,2022-08-11
340,37.448034,127.127546,성남-01-033,성남시 수정구,성남서초등학교,성남수정경찰서,2022-08-11
341,37.449442,127.143456,성남-01-034,성남시 수정구,성남신흥초등학교,성남수정경찰서,2022-08-29
342,37.449181,127.142942,성남-01-034,성남시 수정구,성남신흥초등학교,성남수정경찰서,2022-08-29
343,37.452301,127.158972,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
344,37.452274,127.158969,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
345,37.452998,127.158344,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
346,37.453295,127.158468,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
347,37.452627,127.157792,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
348,37.452724,127.157408,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
349,37.452839,127.157007,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
350,37.452984,127.156547,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
351,37.453318,127.156324,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
352,37.453273,127.156296,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
353,37.453981,127.155526,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
354,37.453954,127.155492,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
355,37.452607,127.157211,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
356,37.451953,127.157884,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
357,37.451951,127.157836,성남-01-035,성남시 수정구,단대초등학교,성남수정경찰서,2022-08-04
358,37.461891,127.129233,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
359,37.461829,127.129232,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
360,37.461786,127.129888,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
361,37.461846,127.129899,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
362,37.461915,127.128781,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
363,37.461852,127.128772,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
364,37.463152,127.129506,성남-01-036,성남시 수정구,복정초등학교,성남수정경찰서,2022-08-25
365,37.458922,127.162573,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
366,37.459146,127.162181,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
367,37.459349,127.161794,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
368,37.459511,127.161882,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
369,37.459619,127.162179,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
370,37.460061,127.162363,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
371,37.459895,127.162471,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
372,37.459381,127.161675,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
373,37.459219,127.161633,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
374,37.458863,127.161335,성남-01-037,성남시 수정구,성남양지초등학교,성남수정경찰서,2022-08-29
375,37.470822,127.143797,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
376,37.470898,127.144533,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
377,37.470851,127.144968,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
378,37.470651,127.145845,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
379,37.470518,127.145755,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
380,37.470376,127.146111,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
381,37.469983,127.146545,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
382,37.470724,127.146601,성남-01-038,성남시 수정구,위례고운초등학교,성남수정경찰서,2022-08-25
383,37.464624,127.143169,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
384,37.464104,127.145118,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
385,37.464363,127.146633,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
386,37.464706,127.142174,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
387,37.465546,127.147817,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
388,37.465221,127.141904,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
389,37.465452,127.142393,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
390,37.466883,127.143662,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
391,37.466472,127.143677,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
392,37.464947,127.142845,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
393,37.464247,127.144262,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
394,37.465099,127.147282,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
395,37.466123,127.148134,성남-01-039,성남시 수정구,위례한빛초등학교,성남수정경찰서,2022-09-01
396,37.469929,127.152273,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
397,37.469727,127.151383,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
398,37.469739,127.151117,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
399,37.469912,127.150976,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
400,37.469949,127.150632,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
401,37.470151,127.150202,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
402,37.470632,127.150362,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
403,37.469557,127.150292,성남-01-040,성남시 수정구,위례푸른초등학교,성남수정경찰서,2022-08-25
404,37.470754,127.137133,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
405,37.471009,127.138526,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
406,37.471147,127.139381,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
407,37.471199,127.137979,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
408,37.471251,127.137572,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
409,37.471531,127.136846,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
410,37.472238,127.136929,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
411,37.471128,127.136489,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
412,37.471122,127.136195,성남-01-041,성남시 수정구,위례중앙초등학교,성남수정경찰서,2022-08-25
413,37.441811,127.164277,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
414,37.441875,127.164234,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
415,37.442407,127.165853,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
416,37.442562,127.166298,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
417,37.442652,127.166298,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
418,37.442835,127.167187,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
419,37.443034,127.165565,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
420,37.443318,127.165399,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
421,37.442381,127.163809,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
422,37.442183,127.163698,성남-01-042,성남시 중원구,금상초등학교,성남중원경찰서,2022-08-17
423,37.454667,127.162847,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
424,37.454517,127.163099,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
425,37.454805,127.164169,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
426,37.454546,127.163733,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
427,37.453791,127.161535,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
428,37.453316,127.162595,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
429,37.453199,127.162858,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
430,37.454637,127.163714,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
431,37.454436,127.163863,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
432,37.454452,127.163806,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
433,37.454497,127.163991,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
434,37.454537,127.164053,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
435,37.454776,127.164221,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
436,37.454781,127.164096,성남-01-043,성남시 중원구,상원초등학교,성남중원경찰서,2022-08-29
437,37.363552,127.121712,성남-01-044,성남시 분당구,불정초등학교,분당경찰서,2022-08-26
438,37.363415,127.120651,성남-01-044,성남시 분당구,불정초등학교,분당경찰서,2022-08-26
439,37.361437,127.119161,성남-01-044,성남시 분당구,불정초등학교,분당경찰서,2022-08-26
440,37.405583,127.145088,성남-01-045,성남시 분당구,상탑초등학교,분당경찰서,2022-09-01
441,37.407161,127.145357,성남-01-045,성남시 분당구,상탑초등학교,분당경찰서,2022-09-01
442,37.407098,127.145842,성남-01-045,성남시 분당구,상탑초등학교,분당경찰서,2022-09-01
443,37.381152,127.129193,성남-01-046,성남시 분당구,서현초등학교,분당경찰서,2022-08-22
444,37.381689,127.128589,성남-01-046,성남시 분당구,서현초등학교,분당경찰서,2022-08-22
445,37.381928,127.128251,성남-01-046,성남시 분당구,서현초등학교,분당경찰서,2022-08-22
446,37.382312,127.127524,성남-01-046,성남시 분당구,서현초등학교,분당경찰서,2022-08-22
447,37.382881,127.126469,성남-01-046,성남시 분당구,서현초등학교,분당경찰서,2022-08-22
448,37.365935,127.109918,성남-01-047,성남시 분당구,성남신기초등학교,분당경찰서,2022-08-11
449,37.366397,127.109746,성남-01-047,성남시 분당구,성남신기초등학교,분당경찰서,2022-08-11
450,37.366941,127.109914,성남-01-047,성남시 분당구,성남신기초등학교,분당경찰서,2022-08-11
451,37.371192,127.144467,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
452,37.371541,127.144098,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
453,37.371631,127.143935,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
454,37.372326,127.143197,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
455,37.372819,127.141925,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
456,37.372641,127.142376,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
457,37.372426,127.142903,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
458,37.371803,127.143684,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
459,37.371122,127.144433,성남-01-048,성남시 분당구,성남장안초등학교,분당경찰서,2022-08-17
460,37.394482,127.125321,성남-01-049,성남시 분당구,안말초등학교,분당경찰서,2022-08-11
461,37.393991,127.125289,성남-01-049,성남시 분당구,안말초등학교,분당경찰서,2022-08-11
462,37.392726,127.124903,성남-01-049,성남시 분당구,안말초등학교,분당경찰서,2022-08-11
463,37.390687,127.123062,성남-01-049,성남시 분당구,안말초등학교,분당경찰서,2022-08-11
464,37.391101,127.125928,성남-01-049,성남시 분당구,안말초등학교,분당경찰서,2022-08-11
465,37.390961,127.125871,성남-01-049,성남시 분당구,안말초등학교,분당경찰서,2022-08-11
466,37.416743,127.126082,성남-01-050,성남시 분당구,야탑초등학교,분당경찰서,2022-07-27
467,37.416193,127.122952,성남-01-050,성남시 분당구,야탑초등학교,분당경찰서,2022-07-27
468,37.416873,127.126822,성남-01-050,성남시 분당구,야탑초등학교,분당경찰서,2022-07-27
469,37.344965,127.116005,성남-01-051,성남시 분당구,오리초등학교,분당경찰서,2022-08-17
470,37.344415,127.116005,성남-01-051,성남시 분당구,오리초등학교,분당경찰서,2022-08-17
471,37.342726,127.116005,성남-01-051,성남시 분당구,오리초등학교,분당경찰서,2022-08-17
472,37.344498,127.116188,성남-01-051,성남시 분당구,오리초등학교,분당경찰서,2022-08-17
473,37.346095,127.116166,성남-01-051,성남시 분당구,오리초등학교,분당경찰서,2022-08-17
474,37.395063,127.125424,성남-01-052,성남시 분당구,이매초등학교,분당경찰서,2022-07-27
475,37.396672,127.125453,성남-01-052,성남시 분당구,이매초등학교,분당경찰서,2022-07-27
476,37.353402,127.116591,성남-01-053,성남시 분당구,청솔초등학교,분당경찰서,2022-08-25
477,37.354388,127.115024,성남-01-053,성남시 분당구,청솔초등학교,분당경찰서,2022-08-25
478,37.355422,127.113157,성남-01-053,성남시 분당구,청솔초등학교,분당경찰서,2022-08-25
479,37.355831,127.112196,성남-01-053,성남시 분당구,청솔초등학교,분당경찰서,2022-08-25
480,37.373473,127.132744,성남-01-054,성남시 분당구,당촌초등학교,분당경찰서,2022-08-31
481,37.373735,127.132078,성남-01-054,성남시 분당구,당촌초등학교,분당경찰서,2022-08-31
482,37.366775,127.118979,성남-01-055,성남시 분당구,한솔초등학교,분당경찰서,2022-08-26
483,37.367902,127.124953,성남-01-056,성남시 분당구,수내초등학교,분당경찰서,2022-08-22
484,37.368209,127.124661,성남-01-056,성남시 분당구,수내초등학교,분당경찰서,2022-08-22
485,37.368538,127.124316,성남-01-056,성남시 분당구,수내초등학교,분당경찰서,2022-08-22
486,37.400178,127.116694,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
487,37.401031,127.116969,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
488,37.401703,127.116705,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
489,37.402419,127.116966,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
490,37.403053,127.116699,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
491,37.404071,127.116548,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
492,37.404549,127.116368,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
493,37.404059,127.115879,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
494,37.404546,127.115824,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
495,37.405003,127.115711,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
496,37.405463,127.115602,성남-01-057,성남시 분당구,성남송현초등학교,분당경찰서,2022-09-02
497,37.387919,127.089555,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
498,37.387401,127.089506,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
499,37.386712,127.089147,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
500,37.386365,127.089118,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
501,37.386374,127.089827,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
502,37.386313,127.089849,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
503,37.386341,127.091382,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
504,37.386281,127.091396,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
505,37.386318,127.092334,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
506,37.386361,127.092743,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
507,37.386284,127.092741,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
508,37.386491,127.093726,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
509,37.386432,127.093765,성남-01-058,성남시 분당구,판교초등학교,분당경찰서,2022-09-01
510,37.450014,127.165892,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
511,37.449615,127.164038,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
512,37.449134,127.163463,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
513,37.448759,127.163067,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
514,37.448677,127.162121,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
515,37.448741,127.161161,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
516,37.448432,127.161491,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
517,37.447761,127.161203,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
518,37.448611,127.163635,성남-01-059,성남시 중원구,성남동초등학교,성남중원경찰서,2022-08-22
519,37.445239,127.131461,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
520,37.445022,127.130454,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
521,37.444429,127.130772,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
522,37.443679,127.130591,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
523,37.443996,127.130307,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
524,37.444585,127.130145,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
525,37.444669,127.129524,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
526,37.445171,127.129733,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
527,37.446347,127.129211,성남-01-060,성남시 수정구,태평초등학교,성남수정경찰서,2022-08-11
528,37.434113,127.128308,성남-01-061,성남시 수정구,성수초등학교,성남수정경찰서,2022-08-04
529,37.434618,127.127681,성남-01-061,성남시 수정구,성수초등학교,성남수정경찰서,2022-08-04
530,37.435043,127.128063,성남-01-061,성남시 수정구,성수초등학교,성남수정경찰서,2022-08-04
531,37.448075,127.140781,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
532,37.448506,127.142552,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
533,37.448605,127.140368,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
534,37.447708,127.140782,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
535,37.447397,127.140939,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
536,37.447246,127.140928,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
537,37.446889,127.140297,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
538,37.447185,127.139108,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
539,37.447658,127.139381,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
540,37.447393,127.138716,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
541,37.446802,127.139286,성남-01-062,성남시 수정구,금빛초등학교,성남수정경찰서,2022-08-11
542,37.427886,127.097997,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
543,37.427753,127.098737,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
544,37.427838,127.099516,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
545,37.427964,127.099712,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
546,37.427793,127.098711,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
547,37.426109,127.100452,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
548,37.427033,127.100589,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
549,37.427931,127.100915,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
550,37.429612,127.100767,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
551,37.429603,127.100663,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
552,37.428346,127.100845,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
553,37.427767,127.100771,성남-01-063,성남시 수정구,왕남초등학교,성남수정경찰서,2022-09-02
