연번,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도
752,수정구,위례동,수정위례-A-19,창곡동 362-5번지,위례동로 61(5618동 서측건너편),2019-12,3.0,37.4685,127.145
753,수정구,위례동,수정위례-A-20,창곡동 318번지,위례동로 61(5619동 서측),2019-12,3.0,37.4685,127.1454
754,수정구,위례동,수정위례-A-21,창곡동 195-25번지,위례동로 103(동측) 하늘빛유치원,2019-12,4.0,37.4691,127.1502
755,수정구,위례동,수정위례-A-22,창곡동 300번지,위례동로 85(동측),2019-12,4.0,37.4679,127.1497
756,수정구,위례동,수정위례-A-23,창곡동 산59-1번지,위례순환로 220(5519동 남측),2019-12,4.0,37.4682,127.1543
757,수정구,위례동,수정위례-A-24,창곡동 294-3번지,위례동이로 14(북측) 위례하늘유치원,2019-12,4.0,37.4675,127.151
758,수정구,위례동,수정위례-A-25,창곡동 산70-31번지,위례동로 86(남측),2019-12,4.0,37.4669,127.149
759,수정구,위례동,수정위례-A-26,창곡동 산70-27번지,위례광장로 12(603동 동측),2019-12,4.0,37.4666,127.1434
760,수정구,위례동,수정위례-A-27,복정동 214-5번지,위례서로 12(남측),2019-12,4.0,37.4661,127.1365
761,수정구,위례동,수정위례-A-28,복정동 181-1번지,위례서일로1길 4-6(남측),2019-12,5.0,37.4655,127.1377
762,수정구,위례동,수정위례-A-29,창곡동 548-11,위례서일로3길 2(북측),2019-12,5.0,37.4654,127.1386
763,수정구,위례동,수정위례-A-30,창곡동 산83-1번지,위례광장로 19(북측),2019-12,4.0,37.4661,127.1403
764,수정구,위례동,수정위례-A-31,창곡동 393-5번지,위례광장로 9-9(서측),2019-12,4.0,37.4643,127.1405
765,수정구,위례동,수정위례-A-32,창곡동 439번지,헌릉로 1003(센트럴메디타운 북측),2019-12,4.0,37.4629,127.1428
766,수정구,위례동,수정위례-A-33,창곡동 415-25번지,위례동로 15(5711동 남측),2019-12,5.0,37.4642,127.144
767,수정구,위례동,수정위례-A-34,창곡동 425-1번지,위례동로 15(5710동 남측),2019-12,4.0,37.4642,127.146
768,수정구,위례동,수정위례-A-35,창곡동 339번지,위례동로 55(동측) 위례한빛초등학교,2019-12,3.0,37.4656,127.1477
769,수정구,위례동,수정위례-A-36,창곡동 산70-31번지,위례한빛로 37-8(북측),2019-12,5.0,37.465,127.1485
770,수정구,위례동,수정위례-A-37,창곡동 산70-31번지,위례한빛로 41(동측),2019-12,4.0,37.4648,127.1494
771,수정구,위례동,수정위례-A-38,창곡동 산64번지,위례동이로 25(풋살경기장앞),2019-12,3.0,37.4659,127.1547
