연번,위도,경도,보호구역아이디,시군구명,대상시설명,관할경찰서명,데이터기준일자
176,37.418693,127.131142,성남-01-012,성남시 중원구,성남여수초등학교,성남중원경찰서,2022-07-27
177,37.418696,127.130877,성남-01-012,성남시 중원구,성남여수초등학교,성남중원경찰서,2022-07-27
178,37.417464,127.134046,성남-01-012,성남시 중원구,성남여수초등학교,성남중원경찰서,2022-07-27
179,37.360317,127.115034,성남-01-013,성남시 분당구,탄천초등학교,분당경찰서,2022-08-17
180,37.361594,127.115022,성남-01-013,성남시 분당구,탄천초등학교,분당경찰서,2022-08-17
181,37.361826,127.114631,성남-01-013,성남시 분당구,탄천초등학교,분당경찰서,2022-08-17
182,37.363081,127.114629,성남-01-013,성남시 분당구,탄천초등학교,분당경찰서,2022-08-17
183,37.361786,127.114591,성남-01-013,성남시 분당구,탄천초등학교,분당경찰서,2022-08-17
184,37.405574,127.127698,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
185,37.405578,127.127382,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
186,37.405298,127.127144,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
187,37.405307,127.126772,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
188,37.405291,127.125007,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
189,37.407214,127.125284,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
190,37.407292,127.125536,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
191,37.407257,127.125284,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
192,37.409102,127.124831,성남-01-014,성남시 분당구,하탑초등학교,분당경찰서,2022-08-31
193,37.356874,127.106119,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
194,37.357507,127.106106,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
195,37.357649,127.106106,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
196,37.357744,127.105881,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
197,37.358338,127.106101,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
